vamb.megahit.39_1_1	K01939
vamb.megahit.39_5_31	K06714
vamb.megahit.39_5_32	K01667
vamb.megahit.39_6_5	K01126
vamb.megahit.39_6_6	K03116
vamb.megahit.39_6_9	K06312
vamb.megahit.39_6_10	K06296
vamb.megahit.39_6_11	K06295
vamb.megahit.39_6_13	K01222
vamb.megahit.39_6_13	K01232

vamb.megahit.39_6_14	K03478
vamb.megahit.39_6_15	K02803
vamb.megahit.39_6_15	K02804

vamb.megahit.39_6_16	K06382
vamb.megahit.39_6_18	K03100
vamb.megahit.39_6_19	K09163
vamb.megahit.39_6_20	K03072
vamb.megahit.39_6_20	K12257

vamb.megahit.39_6_21	K03074
vamb.megahit.39_6_22	K01515
vamb.megahit.39_6_23	K03404
vamb.megahit.39_6_23	K03405

vamb.megahit.39_6_24	K03404
vamb.megahit.39_6_25	K07462
vamb.megahit.39_6_26	K00759
vamb.megahit.39_6_27	K00951
vamb.megahit.39_6_30	K06871
vamb.megahit.39_6_31	K17836
vamb.megahit.39_6_32	K16937
vamb.megahit.39_6_33	K07560
vamb.megahit.39_6_34	K03789
vamb.megahit.39_6_41	K05995
vamb.megahit.39_6_42	K01892
vamb.megahit.39_6_43	K01876
vamb.megahit.39_6_44	K03825
vamb.megahit.39_6_45	K01297
vamb.megahit.39_7_1	K03976
vamb.megahit.39_7_2	K14441
vamb.megahit.39_7_7	K18988
vamb.megahit.39_7_9	K01990
vamb.megahit.39_7_9	K16907

vamb.megahit.39_7_12	K21903
vamb.megahit.39_7_13	K01534
vamb.megahit.39_7_14	K07071
vamb.megahit.39_7_15	K00754
vamb.megahit.39_7_16	K06877
vamb.megahit.39_7_17	K07502
vamb.megahit.39_7_20	K22227
vamb.megahit.39_7_21	K07322
vamb.megahit.39_7_22	K00797
vamb.megahit.39_7_23	K03701
vamb.megahit.39_7_26	K03638
vamb.megahit.39_7_28	K01258
vamb.megahit.39_7_32	K01883
vamb.megahit.39_7_32	K02533
vamb.megahit.39_7_32	K08281
vamb.megahit.39_7_32	K15396

vamb.megahit.39_7_36	K02016
vamb.megahit.39_7_37	K02013
vamb.megahit.39_7_38	K02015
vamb.megahit.39_7_39	K02015
vamb.megahit.39_7_40	K21701
vamb.megahit.39_7_41	K00343
vamb.megahit.39_7_42	K00341
vamb.megahit.39_7_42	K05565

vamb.megahit.39_7_43	K00340
vamb.megahit.39_7_43	K05576

vamb.megahit.39_7_44	K00339
vamb.megahit.39_7_45	K00338
vamb.megahit.39_7_46	K00337
vamb.megahit.39_7_47	K00336
vamb.megahit.39_7_47	K05299

vamb.megahit.39_7_48	K00335
vamb.megahit.39_7_49	K00334
vamb.megahit.39_7_50	K00333
vamb.megahit.39_7_51	K00332
vamb.megahit.39_7_52	K00331
vamb.megahit.39_7_53	K00330
vamb.megahit.39_7_54	K07258
vamb.megahit.39_7_56	K08281
vamb.megahit.39_7_57	K01893
vamb.megahit.39_7_64	K06045
vamb.megahit.39_7_68	K02160
vamb.megahit.39_8_2	K03885
vamb.megahit.39_8_3	K06176
vamb.megahit.39_8_4	K01560
vamb.megahit.39_8_4	K07025
vamb.megahit.39_8_4	K08723

vamb.megahit.39_8_5	K21567
vamb.megahit.39_8_7	K07025
vamb.megahit.39_8_7	K08723
vamb.megahit.39_8_7	K20862

vamb.megahit.39_8_8	K00059
vamb.megahit.39_8_11	K02033
vamb.megahit.39_8_12	K02034
vamb.megahit.39_8_13	K01956
vamb.megahit.39_8_14	K01955
vamb.megahit.39_8_19	K02005
vamb.megahit.39_8_19	K13408

vamb.megahit.39_8_20	K02003
vamb.megahit.39_8_21	K02004
vamb.megahit.39_8_24	K17836
vamb.megahit.39_8_25	K03281
vamb.megahit.39_9_1	K00620
vamb.megahit.39_9_2	K00619
vamb.megahit.39_9_3	K00145
vamb.megahit.39_9_8	K01560
vamb.megahit.39_9_8	K07025

vamb.megahit.39_9_9	K04077
vamb.megahit.39_9_10	K04078
vamb.megahit.39_9_11	K02347
vamb.megahit.39_9_14	K03088
vamb.megahit.39_9_15	K03088
vamb.megahit.39_9_16	K03637
vamb.megahit.39_9_17	K03639
vamb.megahit.39_9_18	K03750
vamb.megahit.39_9_18	K07219

vamb.megahit.39_9_19	K03750
vamb.megahit.39_9_23	K00074
vamb.megahit.39_9_24	K00626
vamb.megahit.39_9_25	K03588
vamb.megahit.39_9_26	K00790
vamb.megahit.39_9_27	K00088
vamb.megahit.39_9_29	K21929
vamb.megahit.39_9_30	K01924
vamb.megahit.39_9_31	K19302
vamb.megahit.39_9_33	K01409
vamb.megahit.39_9_34	K03469
vamb.megahit.39_9_35	K03789
vamb.megahit.39_9_36	K14742
vamb.megahit.39_9_37	K06925
vamb.megahit.39_9_38	K00208
vamb.megahit.39_9_39	K06959
vamb.megahit.39_9_43	K06418
vamb.megahit.39_9_43	K06419
vamb.megahit.39_9_43	K06420
vamb.megahit.39_9_43	K06421

vamb.megahit.39_9_45	K07010
vamb.megahit.39_9_46	K07171
vamb.megahit.39_9_47	K07723
vamb.megahit.39_9_48	K01775
vamb.megahit.39_9_49	K17758
vamb.megahit.39_9_49	K17759

vamb.megahit.39_9_50	K00997
vamb.megahit.39_9_55	K01266
vamb.megahit.39_9_56	K01845
vamb.megahit.39_9_57	K03769
vamb.megahit.39_9_57	K07533

vamb.megahit.39_9_61	K10914
vamb.megahit.39_9_61	K21563

vamb.megahit.39_9_62	K06942
vamb.megahit.39_9_65	K05921
vamb.megahit.39_9_70	K16789
vamb.megahit.39_9_71	K01449
vamb.megahit.39_9_72	K06313
vamb.megahit.39_9_75	K03088
vamb.megahit.39_9_78	K11065
vamb.megahit.39_9_79	K03406
vamb.megahit.39_9_81	K03657
vamb.megahit.39_9_88	K01091
vamb.megahit.39_9_89	K01955
vamb.megahit.39_9_91	K03810
vamb.megahit.39_9_92	K02557
vamb.megahit.39_9_92	K11892

vamb.megahit.39_9_93	K02556
vamb.megahit.39_9_94	K02406
vamb.megahit.39_9_96	K02422
vamb.megahit.39_9_97	K02407
vamb.megahit.39_9_98	K06603
vamb.megahit.39_9_99	K02397
vamb.megahit.39_9_100	K02396
vamb.megahit.39_9_102	K02398
vamb.megahit.39_9_104	K02405
vamb.megahit.39_9_105	K04562
vamb.megahit.39_9_106	K02404
vamb.megahit.39_9_107	K02400
vamb.megahit.39_9_108	K02401
vamb.megahit.39_9_108	K13820

vamb.megahit.39_9_109	K02421
vamb.megahit.39_9_110	K02420
vamb.megahit.39_9_111	K02419
vamb.megahit.39_9_112	K02418
vamb.megahit.39_9_113	K02417
vamb.megahit.39_9_114	K02415
vamb.megahit.39_9_115	K02390
vamb.megahit.39_9_116	K02389
vamb.megahit.39_9_117	K02414
vamb.megahit.39_9_120	K02412
vamb.megahit.39_9_120	K03224

vamb.megahit.39_9_121	K02411
vamb.megahit.39_9_121	K03223

vamb.megahit.39_9_122	K02410
vamb.megahit.39_9_123	K02409
vamb.megahit.39_9_124	K02408
vamb.megahit.39_9_125	K02388
vamb.megahit.39_9_126	K02387
vamb.megahit.39_9_127	K02392
vamb.megahit.39_9_128	K03409
vamb.megahit.39_9_129	K02416
vamb.megahit.39_9_131	K00626
vamb.megahit.39_9_131	K00632

vamb.megahit.39_9_132	K07516
vamb.megahit.39_9_133	K03522
vamb.megahit.39_9_134	K03521
vamb.megahit.39_9_135	K13770
vamb.megahit.39_9_136	K01897
vamb.megahit.39_9_137	K16937
vamb.megahit.39_9_138	K00611
vamb.megahit.39_9_138	K09065
vamb.megahit.39_9_138	K13252

vamb.megahit.39_9_143	K05832
vamb.megahit.39_9_144	K05833
vamb.megahit.39_9_145	K01989
vamb.megahit.39_9_147	K13963
vamb.megahit.39_9_148	K13963
vamb.megahit.39_9_149	K13963
vamb.megahit.39_9_151	K09125
vamb.megahit.39_9_153	K03088
vamb.megahit.39_9_157	K00052
vamb.megahit.39_9_158	K18700
vamb.megahit.39_9_160	K12940
vamb.megahit.39_9_161	K01258
vamb.megahit.39_9_162	K03326
vamb.megahit.39_9_163	K06016
vamb.megahit.39_9_164	K00857
vamb.megahit.39_9_165	K01448
vamb.megahit.39_9_167	K02996
vamb.megahit.39_9_168	K02871
vamb.megahit.39_9_169	K06173
vamb.megahit.39_9_170	K16783
vamb.megahit.39_9_170	K16785

vamb.megahit.39_9_171	K16786
vamb.megahit.39_9_171	K16787

vamb.megahit.39_9_172	K16786
vamb.megahit.39_9_172	K16787

vamb.megahit.39_9_173	K02879
vamb.megahit.39_9_174	K03040
vamb.megahit.39_9_175	K02986
vamb.megahit.39_9_176	K02948
vamb.megahit.39_9_177	K02952
vamb.megahit.39_9_178	K02919
vamb.megahit.39_9_179	K02518
vamb.megahit.39_9_181	K01265
vamb.megahit.39_9_182	K00939
vamb.megahit.39_9_183	K03076
vamb.megahit.39_9_184	K02876
vamb.megahit.39_9_185	K02907
vamb.megahit.39_9_186	K02988
vamb.megahit.39_9_187	K02881
vamb.megahit.39_9_188	K02933
vamb.megahit.39_9_189	K02994
vamb.megahit.39_9_190	K02954
vamb.megahit.39_9_191	K02931
vamb.megahit.39_9_192	K02895
vamb.megahit.39_9_193	K02874
vamb.megahit.39_9_194	K02961
vamb.megahit.39_9_195	K02904
vamb.megahit.39_9_196	K02878
vamb.megahit.39_10_1	K00848
vamb.megahit.39_10_1	K00851
vamb.megahit.39_10_1	K00854

vamb.megahit.39_10_2	K01805
vamb.megahit.39_10_8	K02380
vamb.megahit.39_10_9	K00127
vamb.megahit.39_10_10	K00124
vamb.megahit.39_10_11	K00123
vamb.megahit.39_10_12	K00123
vamb.megahit.39_10_13	K07777
vamb.megahit.39_10_13	K11617

vamb.megahit.39_10_14	K07696
vamb.megahit.39_10_15	K02660
vamb.megahit.39_10_15	K03406
vamb.megahit.39_10_15	K03776
vamb.megahit.39_10_15	K11525

vamb.megahit.39_10_16	K02913
vamb.megahit.39_10_17	K03073
vamb.megahit.39_10_18	K02601
vamb.megahit.39_10_19	K02867
vamb.megahit.39_10_20	K02863
vamb.megahit.39_10_22	K02864
vamb.megahit.39_10_23	K02935
vamb.megahit.39_10_24	K03043
vamb.megahit.39_10_25	K03046
vamb.megahit.39_10_26	K00564
vamb.megahit.39_10_27	K07590
vamb.megahit.39_10_28	K02950
vamb.megahit.39_10_29	K02992
vamb.megahit.39_10_30	K02355
vamb.megahit.39_11_3	K05889
vamb.megahit.39_12_8	K00762
vamb.megahit.39_12_9	K17828
vamb.megahit.39_12_10	K02823
vamb.megahit.39_12_11	K01465
vamb.megahit.39_12_12	K00609
vamb.megahit.39_12_13	K02825
vamb.megahit.39_12_15	K01591
vamb.megahit.39_12_16	K06180
vamb.megahit.39_12_17	K03101
vamb.megahit.39_12_21	K02035
vamb.megahit.39_12_24	K07335
vamb.megahit.39_12_25	K02056
vamb.megahit.39_12_26	K02057
vamb.megahit.39_12_27	K02057
vamb.megahit.39_12_28	K03116
vamb.megahit.39_12_29	K01870
vamb.megahit.39_12_30	K04074
vamb.megahit.39_12_31	K02221
vamb.megahit.39_12_32	K09772
vamb.megahit.39_12_33	K06997
vamb.megahit.39_12_35	K05810
vamb.megahit.39_12_37	K06387
vamb.megahit.39_12_38	K03091
vamb.megahit.39_12_39	K03091
vamb.megahit.39_12_40	K06383
vamb.megahit.39_12_41	K03531
vamb.megahit.39_12_42	K03590
vamb.megahit.39_12_45	K03589
vamb.megahit.39_12_47	K01455
vamb.megahit.39_12_48	K00790
vamb.megahit.39_12_49	K00075
vamb.megahit.39_12_50	K02563
vamb.megahit.39_12_51	K03588
vamb.megahit.39_12_52	K01000
vamb.megahit.39_12_53	K01929
vamb.megahit.39_12_54	K01928
vamb.megahit.39_12_55	K03587
vamb.megahit.39_12_55	K08384

vamb.megahit.39_12_57	K03438
vamb.megahit.39_12_58	K03925
vamb.megahit.39_12_60	K01992
vamb.megahit.39_12_61	K01992
vamb.megahit.39_12_62	K01990
vamb.megahit.39_12_63	K00260
vamb.megahit.39_12_63	K00261

vamb.megahit.39_12_64	K00864
vamb.megahit.39_12_66	K01934
vamb.megahit.39_12_67	K01961
vamb.megahit.39_12_69	K01615
vamb.megahit.39_12_69	K02160

vamb.megahit.39_12_70	K01966
vamb.megahit.39_12_71	K01759
vamb.megahit.39_12_71	K05606

vamb.megahit.39_12_72	K01849
vamb.megahit.39_12_73	K01847
vamb.megahit.39_12_73	K01848

vamb.megahit.39_12_79	K13280
vamb.megahit.39_12_83	K03088
vamb.megahit.39_12_84	K06336
vamb.megahit.39_12_86	K07180
vamb.megahit.39_12_87	K09786
vamb.megahit.39_12_88	K06415
vamb.megahit.39_12_90	K03210
vamb.megahit.39_12_92	K00773
vamb.megahit.39_12_93	K07568
vamb.megahit.39_12_94	K06381
vamb.megahit.39_12_95	K02040
vamb.megahit.39_12_95	K20276
vamb.megahit.39_12_95	K21449

vamb.megahit.39_12_96	K03093
vamb.megahit.39_12_97	K03551
vamb.megahit.39_12_98	K03550
vamb.megahit.39_12_99	K01159
vamb.megahit.39_12_102	K03088
vamb.megahit.39_12_103	K21140
vamb.megahit.39_12_104	K21140
vamb.megahit.39_12_105	K01916
vamb.megahit.39_12_106	K01436
vamb.megahit.39_12_107	K18996
vamb.megahit.39_12_107	K21258

vamb.megahit.39_12_108	K02011
vamb.megahit.39_12_109	K02012
vamb.megahit.39_12_110	K02010
vamb.megahit.39_12_112	K00958
vamb.megahit.39_12_113	K00390
vamb.megahit.39_12_114	K05820
vamb.megahit.39_12_114	K18581

vamb.megahit.39_12_115	K01738
vamb.megahit.39_12_116	K21029
vamb.megahit.39_12_117	K21029
vamb.megahit.39_12_117	K21147

vamb.megahit.39_12_125	K01866
vamb.megahit.39_12_126	K05366
vamb.megahit.39_12_128	K06885
vamb.megahit.39_12_129	K03574
vamb.megahit.39_12_130	K07456
vamb.megahit.39_12_133	K06158
vamb.megahit.39_12_134	K07104
vamb.megahit.39_12_135	K02032
vamb.megahit.39_12_135	K10823

vamb.megahit.39_12_136	K02031
vamb.megahit.39_12_136	K15583

vamb.megahit.39_12_137	K02034
vamb.megahit.39_12_138	K02033
vamb.megahit.39_12_139	K02035
vamb.megahit.39_12_141	K01890
vamb.megahit.39_12_142	K01889
vamb.megahit.39_12_144	K03437
vamb.megahit.39_12_145	K03499
vamb.megahit.39_12_146	K03498
vamb.megahit.39_12_147	K03499
vamb.megahit.39_12_148	K02887
vamb.megahit.39_12_149	K02916
vamb.megahit.39_12_150	K02520
vamb.megahit.39_12_152	K00286
vamb.megahit.39_12_153	K18231
vamb.megahit.39_12_154	K03118
vamb.megahit.39_12_157	K07013
vamb.megahit.39_12_159	K01179
vamb.megahit.39_12_160	K01179
vamb.megahit.39_12_164	K21472
vamb.megahit.39_12_165	K07260
vamb.megahit.39_12_168	K03833
vamb.megahit.39_12_169	K00384
vamb.megahit.39_12_170	K02548
vamb.megahit.39_12_171	K19449
vamb.megahit.39_12_172	K03706
vamb.megahit.39_12_176	K07009
vamb.megahit.39_12_180	K02028
vamb.megahit.39_12_180	K10041

vamb.megahit.39_12_181	K02029
vamb.megahit.39_12_181	K16962

vamb.megahit.39_12_182	K02030
vamb.megahit.39_12_182	K02424

vamb.megahit.39_12_185	K10794
vamb.megahit.39_12_186	K00970
vamb.megahit.39_12_186	K00974

vamb.megahit.39_12_188	K00949
vamb.megahit.39_12_189	K03088
vamb.megahit.39_12_193	K04564
vamb.megahit.39_12_194	K00876
vamb.megahit.39_12_197	K15580
vamb.megahit.39_12_198	K15581
vamb.megahit.39_12_200	K15583
vamb.megahit.39_12_201	K10823
vamb.megahit.39_12_204	K13924
vamb.megahit.39_12_205	K00756
vamb.megahit.39_12_205	K00758

vamb.megahit.39_12_206	K02035
vamb.megahit.39_12_207	K02033
vamb.megahit.39_12_208	K02034
vamb.megahit.39_12_211	K06207
vamb.megahit.39_12_212	K01342
vamb.megahit.39_12_212	K13275

vamb.megahit.39_12_217	K02346
vamb.megahit.39_12_218	K01925
vamb.megahit.39_12_219	K00812
vamb.megahit.39_12_219	K10907

vamb.megahit.39_12_220	K01448
vamb.megahit.39_12_221	K05601
vamb.megahit.39_12_224	K00567
vamb.megahit.39_12_225	K13530
vamb.megahit.39_12_226	K01895
vamb.megahit.39_12_228	K13281
vamb.megahit.39_12_230	K11623
vamb.megahit.39_12_231	K10804
vamb.megahit.39_12_232	K07400
vamb.megahit.39_12_232	K13628

vamb.megahit.39_12_234	K02395
vamb.megahit.39_12_239	K02503
vamb.megahit.39_12_240	K01652
vamb.megahit.39_13_6	K06027
vamb.megahit.39_13_9	K06296
vamb.megahit.39_13_10	K06296
vamb.megahit.39_13_11	K06297
vamb.megahit.39_13_12	K06295
vamb.megahit.39_13_13	K03742
vamb.megahit.39_13_13	K03743

vamb.megahit.39_13_15	K00134
vamb.megahit.39_13_16	K00859
vamb.megahit.39_13_16	K01734

vamb.megahit.39_13_17	K01624
vamb.megahit.39_13_18	K05592
vamb.megahit.39_13_19	K09780
vamb.megahit.39_13_22	K01975
vamb.megahit.39_13_23	K03553
vamb.megahit.39_13_24	K03565
vamb.megahit.39_13_26	K00945
vamb.megahit.39_13_27	K00655
vamb.megahit.39_13_28	K02945
vamb.megahit.39_13_28	K03527

vamb.megahit.39_13_29	K03169
vamb.megahit.39_13_30	K01823
vamb.megahit.39_13_36	K03977
vamb.megahit.39_13_37	K08591
vamb.megahit.39_13_38	K00057
vamb.megahit.39_13_40	K06398
vamb.megahit.39_13_42	K00948
vamb.megahit.39_13_44	K00641
vamb.megahit.39_13_45	K00928
vamb.megahit.39_13_48	K00426
vamb.megahit.39_13_49	K00425
vamb.megahit.39_13_52	K00940
vamb.megahit.39_13_53	K01447
vamb.megahit.39_13_53	K12204

vamb.megahit.39_13_54	K00772
vamb.megahit.39_13_55	K01251
vamb.megahit.39_13_60	K12960
vamb.megahit.39_13_60	K20810

vamb.megahit.39_13_63	K03641
vamb.megahit.39_13_64	K07098
vamb.megahit.39_13_66	K05979
vamb.megahit.39_13_68	K02342
vamb.megahit.39_13_68	K03722

vamb.megahit.39_13_69	K03787
vamb.megahit.39_13_70	K01613
vamb.megahit.39_13_71	K17103
vamb.megahit.39_13_73	K22278
vamb.megahit.39_13_77	K13282
vamb.megahit.39_13_78	K04750
vamb.megahit.39_13_82	K03575
vamb.megahit.39_13_85	K07399
vamb.megahit.39_13_86	K06196
vamb.megahit.39_13_87	K06196
vamb.megahit.39_13_90	K01356
vamb.megahit.39_13_91	K01915
vamb.megahit.39_13_92	K09793
vamb.megahit.39_13_96	K03088
vamb.megahit.39_13_98	K01990
vamb.megahit.39_13_99	K07791
vamb.megahit.39_13_99	K07792

vamb.megahit.39_13_100	K03624
vamb.megahit.39_13_100	K06140

vamb.megahit.39_13_101	K06413
vamb.megahit.39_13_102	K03666
vamb.megahit.39_13_103	K00791
vamb.megahit.39_13_104	K03572
vamb.megahit.39_13_106	K01834
vamb.megahit.39_13_106	K15640

vamb.megahit.39_13_108	K03298
vamb.megahit.39_13_109	K13993
vamb.megahit.39_13_113	K03555
vamb.megahit.39_13_115	K06168
vamb.megahit.39_13_117	K07304
vamb.megahit.39_13_117	K12267

vamb.megahit.39_13_118	K01480
vamb.megahit.39_13_119	K00384
vamb.megahit.39_13_120	K02020
vamb.megahit.39_13_121	K02018
vamb.megahit.39_13_123	K07586
vamb.megahit.39_13_132	K03924
vamb.megahit.39_13_135	K07053
vamb.megahit.39_13_136	K01255
vamb.megahit.39_13_137	K01273
vamb.megahit.39_13_138	K06416
vamb.megahit.39_13_139	K09769
vamb.megahit.39_13_141	K18682
vamb.megahit.39_13_145	K10112
vamb.megahit.39_13_146	K06178
vamb.megahit.39_13_146	K06183

vamb.megahit.39_13_149	K06374
vamb.megahit.39_13_150	K06373
vamb.megahit.39_13_153	K03406
vamb.megahit.39_13_155	K09386
vamb.megahit.39_13_156	K01971
vamb.megahit.39_13_158	K01971
vamb.megahit.39_13_158	K10747

vamb.megahit.39_13_159	K10979
vamb.megahit.39_13_162	K02004
vamb.megahit.39_13_163	K02003
vamb.megahit.39_13_164	K07025
vamb.megahit.39_13_165	K06024
vamb.megahit.39_13_166	K05896
vamb.megahit.39_13_168	K00970
vamb.megahit.39_13_168	K00974

vamb.megahit.39_13_169	K01588
vamb.megahit.39_13_170	K01589
vamb.megahit.39_13_171	K02004
vamb.megahit.39_13_172	K02005
vamb.megahit.39_13_172	K13408

vamb.megahit.39_13_173	K01586
vamb.megahit.39_13_174	K06407
vamb.megahit.39_13_176	K03090
vamb.megahit.39_13_176	K03091

vamb.megahit.39_13_177	K06379
vamb.megahit.39_13_178	K04749
vamb.megahit.39_13_178	K06378

vamb.megahit.39_13_179	K07258
vamb.megahit.39_13_180	K01990
vamb.megahit.39_13_180	K16907

vamb.megahit.39_13_185	K01839
vamb.megahit.39_13_186	K04763
vamb.megahit.39_13_187	K00259
vamb.megahit.39_13_188	K06384
vamb.megahit.39_13_190	K01515
vamb.megahit.39_13_191	K00929
vamb.megahit.39_13_192	K00263
vamb.megahit.39_13_193	K00634
vamb.megahit.39_13_194	K00929
vamb.megahit.39_13_195	K00263
vamb.megahit.39_13_196	K06714
vamb.megahit.39_13_197	K07699
vamb.megahit.39_13_198	K06399
vamb.megahit.39_13_199	K03631
vamb.megahit.39_13_200	K03402
vamb.megahit.39_13_201	K00858
vamb.megahit.39_13_206	K06442
vamb.megahit.39_13_207	K01662
vamb.megahit.39_13_209	K13789
vamb.megahit.39_13_210	K03602
vamb.megahit.39_13_211	K03601
vamb.megahit.39_13_212	K01491
vamb.megahit.39_13_213	K01409
vamb.megahit.39_13_214	K03625
vamb.megahit.39_13_218	K22278
vamb.megahit.39_13_220	K06397
vamb.megahit.39_13_221	K06396
vamb.megahit.39_13_222	K06395
vamb.megahit.39_13_223	K06394
vamb.megahit.39_13_224	K06393
vamb.megahit.39_13_225	K06392
vamb.megahit.39_13_226	K06391
vamb.megahit.39_13_227	K06390
vamb.megahit.39_13_229	K02356
vamb.megahit.39_13_230	K01262
vamb.megahit.39_13_230	K01271

vamb.megahit.39_13_231	K03786
vamb.megahit.39_13_232	K19225
vamb.megahit.39_13_233	K00639
vamb.megahit.39_13_234	K00060
vamb.megahit.39_13_235	K03406
vamb.megahit.39_13_238	K09816
vamb.megahit.39_13_239	K09817
vamb.megahit.39_13_240	K09815
vamb.megahit.39_13_241	K02076
vamb.megahit.39_13_241	K03711

vamb.megahit.39_13_243	K09858
vamb.megahit.39_13_244	K14162
vamb.megahit.39_13_246	K14161
vamb.megahit.39_13_247	K16048
vamb.megahit.39_13_249	K06180
vamb.megahit.39_13_250	K04767
vamb.megahit.39_13_252	K03116
vamb.megahit.39_13_256	K08966
vamb.megahit.39_14_1	K01246
vamb.megahit.39_14_3	K01476
vamb.megahit.39_14_6	K07282
vamb.megahit.39_14_8	K01990
vamb.megahit.39_14_9	K06915
vamb.megahit.39_14_10	K07043
vamb.megahit.39_14_11	K07457
vamb.megahit.39_14_12	K01802
vamb.megahit.39_14_12	K03768

vamb.megahit.39_14_13	K01885
vamb.megahit.39_14_20	K07979
vamb.megahit.39_14_21	K00760
vamb.megahit.39_14_24	K21900
vamb.megahit.39_14_26	K03088
vamb.megahit.39_14_28	K02335
vamb.megahit.39_14_29	K06929
vamb.megahit.39_14_30	K01740
vamb.megahit.39_14_31	K00852
vamb.megahit.39_14_32	K01624
vamb.megahit.39_14_33	K01652
vamb.megahit.39_14_34	K01687
vamb.megahit.39_14_35	K00826
vamb.megahit.39_14_36	K01649
vamb.megahit.39_14_37	K00053
vamb.megahit.39_14_38	K01653
vamb.megahit.39_14_41	K04518
vamb.megahit.39_14_41	K14170

vamb.megahit.39_14_43	K06409
vamb.megahit.39_14_44	K08161
vamb.megahit.39_14_46	K00604
vamb.megahit.39_14_49	K19430
vamb.megahit.39_14_51	K00012
vamb.megahit.39_14_55	K07011
vamb.megahit.39_14_57	K01710
vamb.megahit.39_14_58	K01790
vamb.megahit.39_14_59	K00067
vamb.megahit.39_14_60	K00973
vamb.megahit.39_14_62	K00963
vamb.megahit.39_14_67	K06147
vamb.megahit.39_14_68	K06147
vamb.megahit.39_14_70	K03833
vamb.megahit.39_14_70	K12573
vamb.megahit.39_14_70	K21786

vamb.megahit.39_14_71	K02479
vamb.megahit.39_14_71	K11618

vamb.megahit.39_14_72	K11617
vamb.megahit.39_14_73	K11622
vamb.megahit.39_14_74	K01928
vamb.megahit.39_14_76	K01835
vamb.megahit.39_14_76	K01840

vamb.megahit.39_14_78	K02395
vamb.megahit.39_15_1	K02050
vamb.megahit.39_15_1	K15552

vamb.megahit.39_15_2	K02049
vamb.megahit.39_15_3	K02051
vamb.megahit.39_15_6	K09798
vamb.megahit.39_15_10	K04047
vamb.megahit.39_15_11	K06305
vamb.megahit.39_15_12	K01449
vamb.megahit.39_15_13	K06888
vamb.megahit.39_15_15	K03833
vamb.megahit.39_15_15	K12573
vamb.megahit.39_15_15	K21786

vamb.megahit.39_15_16	K01779
vamb.megahit.39_15_19	K07694
vamb.megahit.39_15_19	K11618

vamb.megahit.39_15_20	K07681
vamb.megahit.39_15_20	K11617

vamb.megahit.39_15_22	K11621
vamb.megahit.39_15_23	K02004
vamb.megahit.39_15_23	K05685

vamb.megahit.39_15_24	K02003
