vamb.spades.267_1_4	K18011
vamb.spades.267_8_13	K06901
vamb.spades.267_8_16	K08999
vamb.spades.267_8_17	K01142
vamb.spades.267_8_20	K01151
vamb.spades.267_8_21	K00196
vamb.spades.267_8_22	K00198
vamb.spades.267_8_23	K07321
vamb.spades.267_8_24	K01938
vamb.spades.267_8_27	K01491
vamb.spades.267_8_29	K00297
vamb.spades.267_8_30	K00382
vamb.spades.267_8_31	K07321
vamb.spades.267_8_32	K00194
vamb.spades.267_8_33	K00197
vamb.spades.267_8_34	K15023
vamb.spades.267_8_35	K14138
vamb.spades.267_8_36	K02437
vamb.spades.267_8_41	K08591
vamb.spades.267_8_42	K02443
vamb.spades.267_8_45	K00864
vamb.spades.267_8_46	K00111
vamb.spades.267_8_49	K03721
vamb.spades.267_8_50	K02044
vamb.spades.267_9_1	K00768
vamb.spades.267_9_2	K03308
vamb.spades.267_9_3	K01667
vamb.spades.267_9_4	K03721
vamb.spades.267_9_5	K03716
vamb.spades.267_10_1	K06888
vamb.spades.267_10_2	K02626
vamb.spades.267_10_3	K01448
vamb.spades.267_10_5	K01448
vamb.spades.267_10_6	K12573
vamb.spades.267_10_7	K02081
vamb.spades.267_10_7	K02530

vamb.spades.267_10_8	K04023
vamb.spades.267_10_9	K00864
vamb.spades.267_10_10	K00111
vamb.spades.267_10_13	K03664
vamb.spades.267_10_14	K00001
vamb.spades.267_10_16	K18640
vamb.spades.267_10_17	K03605
vamb.spades.267_10_18	K04651
vamb.spades.267_10_19	K04652
vamb.spades.267_10_20	K04656
vamb.spades.267_10_21	K04653
vamb.spades.267_10_22	K04654
vamb.spades.267_10_23	K04655
vamb.spades.267_11_1	K06295
vamb.spades.267_11_2	K06296
vamb.spades.267_11_3	K06297
vamb.spades.267_11_5	K02057
vamb.spades.267_11_6	K02057
vamb.spades.267_11_7	K02056
vamb.spades.267_11_9	K01271
vamb.spades.267_12_2	K07137
vamb.spades.267_12_4	K07120
vamb.spades.267_12_5	K07793
vamb.spades.267_12_6	K07794
vamb.spades.267_12_7	K07795
vamb.spades.267_12_12	K10914
vamb.spades.267_12_12	K21563

vamb.spades.267_12_13	K02314
vamb.spades.267_12_14	K02939
vamb.spades.267_12_17	K02963
vamb.spades.267_12_18	K03111
vamb.spades.267_12_19	K02990
vamb.spades.267_12_21	K16052
vamb.spades.267_12_21	K22044

vamb.spades.267_12_30	K07150
vamb.spades.267_12_31	K03497
vamb.spades.267_12_32	K03496
vamb.spades.267_12_33	K03497
vamb.spades.267_12_34	K03501
vamb.spades.267_12_35	K03495
vamb.spades.267_12_36	K03650
vamb.spades.267_12_37	K06346
vamb.spades.267_12_38	K03217
vamb.spades.267_12_39	K03536
vamb.spades.267_12_40	K02914
vamb.spades.267_12_41	K02313
vamb.spades.267_12_42	K02338
vamb.spades.267_12_43	K14761
vamb.spades.267_12_44	K03629
vamb.spades.267_12_47	K02470
vamb.spades.267_12_48	K02469
vamb.spades.267_12_50	K01582
vamb.spades.267_12_50	K01585

vamb.spades.267_12_51	K00943
vamb.spades.267_12_53	K09770
vamb.spades.267_12_54	K02341
vamb.spades.267_13_1	K03733
vamb.spades.267_14_2	K01179
vamb.spades.267_14_3	K01179
vamb.spades.267_14_6	K03787
vamb.spades.267_14_9	K00812
vamb.spades.267_14_9	K10907

vamb.spades.267_14_10	K03308
vamb.spades.267_15_1	K06973
vamb.spades.267_15_2	K01714
vamb.spades.267_15_3	K07056
vamb.spades.267_15_4	K00286
vamb.spades.267_15_5	K06284
vamb.spades.267_15_7	K06915
vamb.spades.267_15_9	K07335
vamb.spades.267_15_10	K02056
vamb.spades.267_15_11	K02057
vamb.spades.267_15_12	K02057
vamb.spades.267_15_13	K00382
vamb.spades.267_15_14	K00757
vamb.spades.267_15_16	K01250
vamb.spades.267_15_17	K01874
vamb.spades.267_15_18	K00179
vamb.spades.267_15_19	K00180
vamb.spades.267_15_20	K03424
vamb.spades.267_15_22	K19221
vamb.spades.267_15_23	K00145
vamb.spades.267_15_24	K00620
vamb.spades.267_15_25	K00930
vamb.spades.267_15_26	K00821
vamb.spades.267_15_27	K00611
vamb.spades.267_15_29	K02528
vamb.spades.267_15_30	K09776
vamb.spades.267_15_32	K06436
vamb.spades.267_15_39	K13282
vamb.spades.267_15_40	K03802
vamb.spades.267_15_41	K00919
vamb.spades.267_15_44	K09685
vamb.spades.267_15_45	K06412
vamb.spades.267_15_46	K04042
vamb.spades.267_15_47	K00948
vamb.spades.267_15_48	K02897
vamb.spades.267_15_49	K01056
vamb.spades.267_15_51	K07007
vamb.spades.267_15_53	K02798
vamb.spades.267_15_53	K02799
vamb.spades.267_15_53	K02800

vamb.spades.267_15_54	K03483
vamb.spades.267_15_55	K02798
vamb.spades.267_15_56	K00009
vamb.spades.267_15_58	K03671
vamb.spades.267_15_59	K09815
vamb.spades.267_15_60	K09817
vamb.spades.267_15_61	K09816
vamb.spades.267_15_62	K02076
vamb.spades.267_15_62	K03711

vamb.spades.267_15_64	K19091
vamb.spades.267_15_65	K19114
vamb.spades.267_15_66	K19115
vamb.spades.267_15_66	K19118

vamb.spades.267_15_67	K19116
vamb.spades.267_15_68	K07012
vamb.spades.267_15_69	K07464
vamb.spades.267_15_70	K15342
vamb.spades.267_16_1	K02760
vamb.spades.267_16_2	K06201
vamb.spades.267_16_3	K02761
vamb.spades.267_16_4	K01444
vamb.spades.267_16_4	K13051

vamb.spades.267_16_5	K02759
vamb.spades.267_16_6	K03491
vamb.spades.267_16_8	K07010
vamb.spades.267_16_10	K07171
vamb.spades.267_16_11	K07723
vamb.spades.267_16_12	K01775
vamb.spades.267_16_13	K17758
vamb.spades.267_16_13	K17759

vamb.spades.267_16_14	K00997
vamb.spades.267_16_15	K13993
vamb.spades.267_16_16	K16789
vamb.spades.267_16_17	K21071
vamb.spades.267_16_18	K14475
vamb.spades.267_16_20	K02564
vamb.spades.267_16_24	K00874
vamb.spades.267_17_1	K03498
vamb.spades.267_17_2	K03499
vamb.spades.267_17_5	K07646
vamb.spades.267_17_6	K00537
vamb.spades.267_17_10	K06897
vamb.spades.267_18_3	K03412
vamb.spades.267_18_4	K07478
vamb.spades.267_18_5	K01512
vamb.spades.267_18_6	K06398
vamb.spades.267_18_7	K00057
vamb.spades.267_18_8	K03977
vamb.spades.267_18_11	K06385
vamb.spades.267_18_13	K05810
vamb.spades.267_18_15	K07738
vamb.spades.267_18_18	K03091
vamb.spades.267_18_19	K03091
vamb.spades.267_18_20	K06383
vamb.spades.267_18_21	K03531
vamb.spades.267_18_22	K03590
vamb.spades.267_18_25	K03589
vamb.spades.267_18_26	K00790
vamb.spades.267_18_27	K01924
vamb.spades.267_18_28	K02563
vamb.spades.267_18_29	K03588
vamb.spades.267_18_30	K01925
vamb.spades.267_18_31	K01000
vamb.spades.267_18_32	K01929
vamb.spades.267_18_33	K01928
vamb.spades.267_18_34	K03587
vamb.spades.267_18_34	K08384

vamb.spades.267_18_36	K03438
vamb.spades.267_18_37	K03925
vamb.spades.267_18_43	K06871
vamb.spades.267_18_45	K07284
vamb.spades.267_18_49	K13280
vamb.spades.267_19_2	K05363
vamb.spades.267_19_2	K11693

vamb.spades.267_19_3	K03406
vamb.spades.267_19_4	K01937
vamb.spades.267_19_6	K06297
vamb.spades.267_19_7	K06296
vamb.spades.267_19_8	K06295
vamb.spades.267_19_11	K01887
vamb.spades.267_19_13	K00762
vamb.spades.267_19_14	K01591
vamb.spades.267_19_15	K17828
vamb.spades.267_19_16	K02823
vamb.spades.267_19_17	K01955
vamb.spades.267_19_18	K01465
vamb.spades.267_19_19	K00609
vamb.spades.267_19_20	K12942
vamb.spades.267_19_21	K01436
vamb.spades.267_19_21	K12940

vamb.spades.267_19_22	K01776
vamb.spades.267_19_24	K06282
vamb.spades.267_19_25	K06281
vamb.spades.267_19_27	K06423
vamb.spades.267_19_29	K01582
vamb.spades.267_19_29	K01585

vamb.spades.267_19_31	K06387
vamb.spades.267_19_32	K06297
vamb.spades.267_19_33	K06296
vamb.spades.267_19_33	K06311

vamb.spades.267_19_34	K06310
vamb.spades.267_20_1	K00030
vamb.spades.267_20_2	K01681
vamb.spades.267_20_3	K02594
vamb.spades.267_20_8	K03088
vamb.spades.267_21_1	K02005
vamb.spades.267_21_1	K13888
vamb.spades.267_21_1	K15727

vamb.spades.267_21_2	K03296
vamb.spades.267_21_6	K00575
vamb.spades.267_21_6	K03408
vamb.spades.267_21_6	K13924

vamb.spades.267_21_7	K02490
vamb.spades.267_21_8	K07710
vamb.spades.267_21_9	K03628
vamb.spades.267_21_13	K22278
vamb.spades.267_21_14	K18672
vamb.spades.267_21_16	K03431
vamb.spades.267_21_17	K16788
vamb.spades.267_21_18	K03183
vamb.spades.267_21_19	K11261
vamb.spades.267_21_21	K02035
vamb.spades.267_21_22	K02033
vamb.spades.267_21_23	K02034
vamb.spades.267_21_24	K02031
vamb.spades.267_21_24	K02032

vamb.spades.267_21_25	K06298
vamb.spades.267_21_26	K22405
vamb.spades.267_21_27	K04023
vamb.spades.267_21_28	K01534
vamb.spades.267_21_30	K01619
vamb.spades.267_21_31	K09126
vamb.spades.267_21_33	K06196
vamb.spades.267_22_1	K17686
vamb.spades.267_23_2	K05521
vamb.spades.267_23_3	K01153
vamb.spades.267_24_5	K09812
vamb.spades.267_24_6	K09811
vamb.spades.267_24_7	K21471
vamb.spades.267_24_8	K03797
vamb.spades.267_24_11	K02073
vamb.spades.267_24_12	K02072
vamb.spades.267_24_13	K02071
vamb.spades.267_24_15	K03702
vamb.spades.267_24_16	K03701
vamb.spades.267_24_19	K01091
vamb.spades.267_24_21	K03721
vamb.spades.267_24_21	K06714

vamb.spades.267_24_22	K05601
vamb.spades.267_24_25	K02108
vamb.spades.267_24_26	K02110
vamb.spades.267_24_26	K02124

vamb.spades.267_24_27	K02109
vamb.spades.267_24_28	K02113
vamb.spades.267_24_29	K02111
vamb.spades.267_24_30	K02115
vamb.spades.267_24_31	K02112
vamb.spades.267_24_32	K02114
vamb.spades.267_24_33	K04070
vamb.spades.267_24_35	K03088
vamb.spades.267_25_8	K04835
vamb.spades.267_25_9	K19268
vamb.spades.267_25_11	K01846
vamb.spades.267_25_13	K09951
vamb.spades.267_25_14	K00198
vamb.spades.267_26_1	K00783
vamb.spades.267_26_2	K21405
vamb.spades.267_26_4	K01715
vamb.spades.267_26_5	K13607
vamb.spades.267_26_6	K01897
vamb.spades.267_26_7	K00954
vamb.spades.267_26_8	K03521
vamb.spades.267_26_9	K03522
vamb.spades.267_26_12	K03523
vamb.spades.267_26_13	K00797
vamb.spades.267_28_1	K02422
vamb.spades.267_28_4	K03721
vamb.spades.267_28_5	K01739
vamb.spades.267_28_5	K01761

vamb.spades.267_29_5	K03780
vamb.spades.267_29_6	K01677
vamb.spades.267_29_6	K03779

vamb.spades.267_30_1	K01685
vamb.spades.267_30_2	K00041
vamb.spades.267_30_4	K00533
vamb.spades.267_30_5	K03151
vamb.spades.267_30_6	K04487
vamb.spades.267_30_8	K03594
vamb.spades.267_30_10	K18979
vamb.spades.267_30_11	K18979
vamb.spades.267_30_17	K02035
vamb.spades.267_30_18	K00940
vamb.spades.267_30_19	K00763
vamb.spades.267_30_20	K08309
vamb.spades.267_30_21	K00859
vamb.spades.267_30_22	K02335
vamb.spades.267_31_1	K07316
vamb.spades.267_31_2	K07316
vamb.spades.267_31_3	K01156
vamb.spades.267_31_6	K00854
vamb.spades.267_31_9	K00817
vamb.spades.267_31_11	K08641
vamb.spades.267_31_14	K02004
vamb.spades.267_31_15	K02005
vamb.spades.267_31_16	K02003
vamb.spades.267_31_17	K00805
vamb.spades.267_31_19	K03797
vamb.spades.267_31_20	K10773
vamb.spades.267_31_22	K06209
vamb.spades.267_31_23	K00003
vamb.spades.267_31_24	K01733
vamb.spades.267_31_25	K00872
vamb.spades.267_31_27	K06997
vamb.spades.267_31_28	K09772
vamb.spades.267_31_29	K02221
vamb.spades.267_31_30	K04074
vamb.spades.267_31_33	K03101
vamb.spades.267_31_34	K06180
vamb.spades.267_31_35	K02825
vamb.spades.267_31_38	K09777
vamb.spades.267_31_39	K00942
vamb.spades.267_31_40	K03060
vamb.spades.267_31_41	K01598
vamb.spades.267_31_41	K13038

vamb.spades.267_31_42	K04066
vamb.spades.267_31_43	K01462
vamb.spades.267_31_44	K00604
vamb.spades.267_31_45	K09729
vamb.spades.267_31_46	K03500
vamb.spades.267_31_47	K06941
vamb.spades.267_31_48	K20074
vamb.spades.267_31_49	K12132
vamb.spades.267_31_50	K01783
vamb.spades.267_31_51	K02902
vamb.spades.267_31_53	K07030
vamb.spades.267_31_54	K03655
vamb.spades.267_31_55	K06421
vamb.spades.267_31_56	K08316
vamb.spades.267_31_57	K00954
vamb.spades.267_31_60	K07177
vamb.spades.267_31_62	K00625
vamb.spades.267_31_63	K00925
vamb.spades.267_31_64	K07040
vamb.spades.267_31_65	K02911
vamb.spades.267_31_67	K03621
vamb.spades.267_31_68	K00648
vamb.spades.267_31_69	K02371
vamb.spades.267_31_70	K00645
vamb.spades.267_31_71	K00059
vamb.spades.267_31_72	K02078
vamb.spades.267_31_73	K09458
vamb.spades.267_31_74	K03685
vamb.spades.267_31_75	K06416
vamb.spades.267_31_77	K03529
vamb.spades.267_31_78	K03110
vamb.spades.267_31_79	K09787
vamb.spades.267_31_80	K03106
vamb.spades.267_31_81	K02959
vamb.spades.267_31_82	K06960
vamb.spades.267_31_83	K02860
vamb.spades.267_31_84	K00554
vamb.spades.267_31_85	K02884
vamb.spades.267_31_86	K14540
vamb.spades.267_31_87	K03470
vamb.spades.267_31_88	K07460
vamb.spades.267_31_89	K07391
vamb.spades.267_31_90	K04096
vamb.spades.267_31_91	K03168
vamb.spades.267_31_92	K04094
vamb.spades.267_31_93	K03733
vamb.spades.267_31_93	K04763

vamb.spades.267_31_94	K01419
vamb.spades.267_31_95	K03667
vamb.spades.267_31_96	K03706
vamb.spades.267_31_97	K02387
vamb.spades.267_31_98	K02388
vamb.spades.267_31_99	K02408
vamb.spades.267_31_100	K02409
vamb.spades.267_31_101	K02410
vamb.spades.267_31_102	K02411
vamb.spades.267_31_103	K02412
vamb.spades.267_31_103	K03224

vamb.spades.267_31_104	K02413
vamb.spades.267_31_105	K02383
vamb.spades.267_31_106	K02414
vamb.spades.267_31_107	K02389
vamb.spades.267_31_109	K02390
vamb.spades.267_31_110	K02385
vamb.spades.267_31_111	K02556
vamb.spades.267_31_112	K02557
vamb.spades.267_31_113	K02415
vamb.spades.267_31_114	K02416
vamb.spades.267_31_115	K02417
vamb.spades.267_31_116	K03413
vamb.spades.267_31_117	K02418
vamb.spades.267_31_118	K02419
vamb.spades.267_31_119	K02420
vamb.spades.267_31_120	K02421
vamb.spades.267_31_121	K02401
vamb.spades.267_31_121	K13820

vamb.spades.267_31_122	K02400
vamb.spades.267_31_123	K02404
vamb.spades.267_31_124	K04562
vamb.spades.267_31_126	K03407
vamb.spades.267_31_127	K03408
vamb.spades.267_31_128	K03410
vamb.spades.267_31_129	K03411
vamb.spades.267_31_130	K02405
vamb.spades.267_31_131	K09749
vamb.spades.267_31_134	K04487
vamb.spades.267_31_135	K04488
vamb.spades.267_31_136	K00566
vamb.spades.267_31_139	K02967
vamb.spades.267_31_140	K02357
vamb.spades.267_31_141	K09903
vamb.spades.267_31_142	K02838
vamb.spades.267_31_143	K00806
vamb.spades.267_31_144	K00981
vamb.spades.267_31_146	K11749
vamb.spades.267_31_147	K03526
vamb.spades.267_31_148	K01881
vamb.spades.267_31_150	K03763
vamb.spades.267_31_151	K09748
vamb.spades.267_31_152	K02600
vamb.spades.267_31_153	K07742
vamb.spades.267_31_155	K02519
vamb.spades.267_31_156	K02834
vamb.spades.267_31_157	K06881
vamb.spades.267_31_158	K03177
vamb.spades.267_31_159	K11753
vamb.spades.267_31_160	K02956
vamb.spades.267_31_161	K00962
vamb.spades.267_31_163	K01775
vamb.spades.267_31_164	K01520
vamb.spades.267_31_166	K12574
vamb.spades.267_31_167	K01358
vamb.spades.267_31_169	K03466
vamb.spades.267_31_171	K14441
vamb.spades.267_31_173	K06027
vamb.spades.267_31_174	K03742
vamb.spades.267_31_174	K03743

vamb.spades.267_31_176	K01975
vamb.spades.267_31_177	K03553
vamb.spades.267_31_178	K03546
vamb.spades.267_31_179	K03546
vamb.spades.267_31_182	K18682
vamb.spades.267_31_183	K09769
vamb.spades.267_31_184	K06416
vamb.spades.267_31_185	K07053
vamb.spades.267_31_186	K07978
vamb.spades.267_31_187	K00176
vamb.spades.267_31_188	K00174
vamb.spades.267_31_189	K00175
vamb.spades.267_31_190	K00177
vamb.spades.267_31_191	K00260
vamb.spades.267_31_191	K00261
vamb.spades.267_31_191	K00262

vamb.spades.267_31_192	K01847
vamb.spades.267_31_192	K01848

vamb.spades.267_31_193	K01849
vamb.spades.267_31_194	K07588
vamb.spades.267_31_195	K01759
vamb.spades.267_31_195	K05606

vamb.spades.267_31_196	K01966
vamb.spades.267_31_199	K01572
vamb.spades.267_31_200	K01571
vamb.spades.267_31_200	K01960

vamb.spades.267_31_203	K21929
vamb.spades.267_31_204	K06168
vamb.spades.267_31_205	K03555
vamb.spades.267_31_206	K03572
vamb.spades.267_31_207	K00791
vamb.spades.267_31_208	K03666
vamb.spades.267_31_209	K06413
vamb.spades.267_31_214	K01356
vamb.spades.267_32_1	K07576
vamb.spades.267_32_3	K01449
vamb.spades.267_32_5	K01916
vamb.spades.267_32_8	K01159
vamb.spades.267_32_9	K03550
vamb.spades.267_32_10	K03551
vamb.spades.267_32_11	K06381
vamb.spades.267_32_12	K07568
vamb.spades.267_32_14	K00773
vamb.spades.267_32_15	K03210
vamb.spades.267_32_19	K03404
vamb.spades.267_32_19	K03405

vamb.spades.267_32_20	K03404
vamb.spades.267_32_21	K07462
vamb.spades.267_32_22	K00759
vamb.spades.267_32_23	K00951
vamb.spades.267_32_24	K07560
vamb.spades.267_32_28	K01876
vamb.spades.267_32_29	K22132
vamb.spades.267_32_30	K21600
vamb.spades.267_32_31	K03803
vamb.spades.267_32_32	K01872
vamb.spades.267_32_35	K07447
vamb.spades.267_32_38	K00058
vamb.spades.267_32_39	K03711
vamb.spades.267_32_40	K01537
vamb.spades.267_33_1	K06187
vamb.spades.267_33_2	K09747
vamb.spades.267_33_3	K02343
vamb.spades.267_33_4	K11991
vamb.spades.267_33_6	K09764
vamb.spades.267_33_7	K02029
vamb.spades.267_33_8	K02028
vamb.spades.267_33_8	K10041
vamb.spades.267_33_8	K17076

vamb.spades.267_33_9	K02029
vamb.spades.267_33_9	K10040

vamb.spades.267_33_10	K01750
vamb.spades.267_33_10	K21721

vamb.spades.267_33_11	K02030
vamb.spades.267_33_14	K01071
vamb.spades.267_33_15	K02002
vamb.spades.267_33_16	K02001
vamb.spades.267_33_17	K02000
vamb.spades.267_33_20	K10797
vamb.spades.267_33_23	K07720
vamb.spades.267_33_24	K17103
vamb.spades.267_33_25	K07027
vamb.spades.267_33_27	K04759
vamb.spades.267_33_28	K04758
vamb.spades.267_33_29	K01426
vamb.spades.267_34_3	K00046
vamb.spades.267_34_3	K00059

vamb.spades.267_34_9	K01999
vamb.spades.267_34_10	K01997
vamb.spades.267_34_11	K01998
vamb.spades.267_34_11	K11961

vamb.spades.267_34_12	K01995
vamb.spades.267_34_13	K01996
vamb.spades.267_34_14	K00008
vamb.spades.267_34_14	K00060

vamb.spades.267_34_15	K01733
vamb.spades.267_34_16	K01667
vamb.spades.267_35_1	K02238
vamb.spades.267_35_2	K02340
vamb.spades.267_35_4	K02968
vamb.spades.267_35_5	K08972
vamb.spades.267_35_6	K06012
vamb.spades.267_35_7	K06385
vamb.spades.267_35_9	K03596
vamb.spades.267_35_11	K03705
vamb.spades.267_35_13	K03687
vamb.spades.267_35_14	K04043
vamb.spades.267_35_15	K03686
vamb.spades.267_35_15	K05516

vamb.spades.267_35_16	K02687
vamb.spades.267_35_17	K09761
vamb.spades.267_35_18	K18707
vamb.spades.267_35_19	K02503
vamb.spades.267_35_20	K02970
vamb.spades.267_35_21	K09117
vamb.spades.267_35_22	K07403
vamb.spades.267_35_26	K06438
vamb.spades.267_35_27	K06217
vamb.spades.267_35_28	K07037
vamb.spades.267_35_29	K01489
vamb.spades.267_35_29	K07042

vamb.spades.267_35_30	K00887
vamb.spades.267_35_30	K00901

vamb.spades.267_35_32	K03584
vamb.spades.267_35_33	K06384
vamb.spades.267_35_35	K09773
vamb.spades.267_35_36	K01006
vamb.spades.267_35_37	K21515
vamb.spades.267_35_39	K01129
vamb.spades.267_35_40	K02316
vamb.spades.267_35_41	K03086
vamb.spades.267_35_42	K06967
vamb.spades.267_35_44	K07164
vamb.spades.267_35_45	K03469
vamb.spades.267_35_45	K06864

vamb.spades.267_36_1	K03624
vamb.spades.267_36_2	K04567
vamb.spades.267_37_1	K02480
vamb.spades.267_37_3	K00215
vamb.spades.267_37_5	K01945
vamb.spades.267_37_6	K00602
vamb.spades.267_37_7	K11175
vamb.spades.267_37_8	K01933
vamb.spades.267_37_9	K00764
vamb.spades.267_37_10	K01952
vamb.spades.267_37_11	K01952
vamb.spades.267_37_12	K01952
vamb.spades.267_37_13	K00812
vamb.spades.267_37_13	K10907

vamb.spades.267_37_15	K14415
vamb.spades.267_37_16	K06426
vamb.spades.267_37_18	K11754
vamb.spades.267_37_19	K01873
vamb.spades.267_37_20	K06153
vamb.spades.267_37_21	K00015
vamb.spades.267_37_24	K00013
vamb.spades.267_37_24	K15509

vamb.spades.267_37_25	K01738
vamb.spades.267_37_27	K06333
vamb.spades.267_37_28	K06334
vamb.spades.267_37_29	K03616
vamb.spades.267_37_30	K03617
vamb.spades.267_37_31	K03613
vamb.spades.267_37_32	K03612
vamb.spades.267_37_33	K03614
vamb.spades.267_37_34	K03615
vamb.spades.267_37_35	K21993
vamb.spades.267_37_36	K00336
vamb.spades.267_37_36	K18332

vamb.spades.267_37_37	K00335
vamb.spades.267_37_37	K18331
vamb.spades.267_37_37	K22339

vamb.spades.267_37_38	K17992
vamb.spades.267_37_40	K00334
vamb.spades.267_37_40	K18330
vamb.spades.267_37_40	K22340

vamb.spades.267_37_41	K07053
vamb.spades.267_37_45	K01926
vamb.spades.267_37_46	K03734
vamb.spades.267_37_47	K03885
vamb.spades.267_37_48	K21898
vamb.spades.267_37_50	K02434
vamb.spades.267_37_51	K02433
vamb.spades.267_37_52	K02435
vamb.spades.267_37_55	K01990
vamb.spades.267_37_56	K07979
vamb.spades.267_37_57	K00970
vamb.spades.267_37_57	K00974

vamb.spades.267_37_59	K03524
vamb.spades.267_38_1	K03409
vamb.spades.267_38_2	K04072
vamb.spades.267_38_3	K14155
vamb.spades.267_39_8	K02051
vamb.spades.267_39_9	K02050
vamb.spades.267_39_10	K02049
vamb.spades.267_39_11	K08221
vamb.spades.267_39_11	K19578

vamb.spades.267_39_14	K07658
vamb.spades.267_39_14	K07667
vamb.spades.267_39_14	K07668
vamb.spades.267_39_14	K07776

vamb.spades.267_39_15	K07636
vamb.spades.267_39_15	K07652

vamb.spades.267_39_19	K07138
vamb.spades.267_39_20	K04771
vamb.spades.267_39_21	K02030
vamb.spades.267_39_22	K02029
vamb.spades.267_39_23	K02028
vamb.spades.267_39_24	K09740
vamb.spades.267_39_25	K00171
vamb.spades.267_39_25	K00176
vamb.spades.267_39_25	K03616
vamb.spades.267_39_25	K08941
vamb.spades.267_39_25	K13039

vamb.spades.267_40_1	K03665
vamb.spades.267_40_6	K13641
vamb.spades.267_40_7	K00001
vamb.spades.267_40_8	K09155
vamb.spades.267_40_9	K00362
vamb.spades.267_40_9	K22405

vamb.spades.267_40_12	K01921
vamb.spades.267_40_14	K04940
vamb.spades.267_40_16	K02614
vamb.spades.267_40_17	K13292
vamb.spades.267_40_19	K00010
vamb.spades.267_40_19	K03810

vamb.spades.267_40_20	K01775
vamb.spades.267_40_20	K02529
vamb.spades.267_40_20	K05499

vamb.spades.267_40_26	K01995
vamb.spades.267_40_27	K01996
vamb.spades.267_40_29	K01625
vamb.spades.267_40_30	K00874
vamb.spades.267_40_31	K01897
vamb.spades.267_40_36	K00528
vamb.spades.267_40_36	K16951

vamb.spades.267_40_37	K00266
vamb.spades.267_40_41	K01588
vamb.spades.267_40_42	K01589
vamb.spades.267_40_43	K10979
vamb.spades.267_40_44	K01971
vamb.spades.267_40_44	K10747

vamb.spades.267_40_45	K01971
vamb.spades.267_40_46	K17830
vamb.spades.267_40_49	K03588
vamb.spades.267_40_50	K05364
vamb.spades.267_40_52	K01996
vamb.spades.267_40_53	K01995
vamb.spades.267_40_54	K01998
vamb.spades.267_40_55	K01997
vamb.spades.267_40_56	K01999
vamb.spades.267_40_57	K04078
vamb.spades.267_40_58	K04077
vamb.spades.267_40_59	K02478
vamb.spades.267_40_59	K07704

vamb.spades.267_40_60	K02477
vamb.spades.267_40_60	K07705

vamb.spades.267_40_62	K08963
vamb.spades.267_42_1	K03427
vamb.spades.267_43_1	K06295
vamb.spades.267_43_2	K03800
vamb.spades.267_43_3	K03709
vamb.spades.267_43_4	K04758
vamb.spades.267_43_5	K04759
vamb.spades.267_43_6	K05337
vamb.spades.267_43_7	K01625
vamb.spades.267_43_8	K00874
