vamb.spades.857_1_1	K01153
vamb.spades.857_11_2	K03612
vamb.spades.857_11_3	K03613
vamb.spades.857_11_4	K03617
vamb.spades.857_11_5	K03616
vamb.spades.857_11_6	K06334
vamb.spades.857_11_7	K06333
vamb.spades.857_11_9	K03294
vamb.spades.857_11_10	K00013
vamb.spades.857_11_10	K15509

vamb.spades.857_11_12	K03307
vamb.spades.857_12_1	K02004
vamb.spades.857_12_2	K02003
vamb.spades.857_12_3	K02005
vamb.spades.857_13_1	K07016
vamb.spades.857_13_2	K19138
vamb.spades.857_13_3	K09002
vamb.spades.857_13_4	K19139
vamb.spades.857_13_5	K19140
vamb.spades.857_14_1	K02358
vamb.spades.857_14_2	K03073
vamb.spades.857_14_3	K02601
vamb.spades.857_14_4	K02867
vamb.spades.857_14_5	K02863
vamb.spades.857_14_6	K02864
vamb.spades.857_14_7	K02935
vamb.spades.857_14_8	K06382
vamb.spades.857_14_9	K04075
vamb.spades.857_14_10	K00865
vamb.spades.857_14_13	K07793
vamb.spades.857_14_14	K01708
vamb.spades.857_15_2	K06923
vamb.spades.857_15_3	K13566
vamb.spades.857_15_6	K01342
vamb.spades.857_15_6	K13275

vamb.spades.857_15_8	K01342
vamb.spades.857_15_8	K13275

vamb.spades.857_15_10	K06183
vamb.spades.857_15_14	K13993
vamb.spades.857_15_19	K01449
vamb.spades.857_16_1	K03624
vamb.spades.857_16_2	K04567
vamb.spades.857_17_3	K06864
vamb.spades.857_17_5	K09005
vamb.spades.857_17_6	K03150
vamb.spades.857_17_7	K01012
vamb.spades.857_17_9	K22441
vamb.spades.857_17_15	K01778
vamb.spades.857_17_16	K00261
vamb.spades.857_17_16	K00262

vamb.spades.857_17_17	K22010
vamb.spades.857_17_18	K01915
vamb.spades.857_17_23	K02004
vamb.spades.857_17_23	K11636

vamb.spades.857_18_1	K01875
vamb.spades.857_18_3	K00008
vamb.spades.857_18_4	K00058
vamb.spades.857_19_2	K02372
vamb.spades.857_19_3	K02395
vamb.spades.857_19_4	K02390
vamb.spades.857_19_4	K02392

vamb.spades.857_19_5	K02392
vamb.spades.857_19_6	K03569
vamb.spades.857_19_7	K06283
vamb.spades.857_19_9	K06381
vamb.spades.857_19_10	K00790
vamb.spades.857_19_12	K02120
vamb.spades.857_19_13	K02118
vamb.spades.857_19_14	K02117
vamb.spades.857_19_15	K02122
vamb.spades.857_19_16	K02119
vamb.spades.857_19_17	K02121
vamb.spades.857_19_18	K02124
vamb.spades.857_19_19	K02123
vamb.spades.857_19_20	K02107
vamb.spades.857_19_22	K03093
vamb.spades.857_19_23	K02824
vamb.spades.857_20_1	K01687
vamb.spades.857_20_2	K01653
vamb.spades.857_20_3	K02654
vamb.spades.857_20_4	K02456
vamb.spades.857_20_4	K02650

vamb.spades.857_20_5	K06215
vamb.spades.857_20_6	K05825
vamb.spades.857_20_8	K00805
vamb.spades.857_20_8	K21275

vamb.spades.857_21_1	K00611
vamb.spades.857_21_2	K00821
vamb.spades.857_21_3	K00930
vamb.spades.857_21_4	K00620
vamb.spades.857_21_5	K00145
vamb.spades.857_21_6	K19221
vamb.spades.857_21_7	K03491
vamb.spades.857_21_8	K02759
vamb.spades.857_21_9	K02760
vamb.spades.857_21_10	K02761
vamb.spades.857_21_12	K01223
vamb.spades.857_21_14	K03424
vamb.spades.857_22_1	K18640
vamb.spades.857_22_2	K03605
vamb.spades.857_22_3	K04651
vamb.spades.857_22_4	K04652
vamb.spades.857_22_5	K04656
vamb.spades.857_22_6	K04653
vamb.spades.857_22_7	K04654
vamb.spades.857_22_8	K04655
vamb.spades.857_22_9	K17686
vamb.spades.857_23_2	K00567
vamb.spades.857_23_2	K13531

vamb.spades.857_23_4	K01989
vamb.spades.857_23_5	K00868
vamb.spades.857_23_5	K00941
vamb.spades.857_23_5	K14153

vamb.spades.857_23_7	K00788
vamb.spades.857_23_8	K00878
vamb.spades.857_24_3	K03498
vamb.spades.857_24_4	K03499
vamb.spades.857_24_7	K07646
vamb.spades.857_25_1	K01537
vamb.spades.857_25_2	K03711
vamb.spades.857_25_3	K00058
vamb.spades.857_25_5	K07447
vamb.spades.857_25_8	K01872
vamb.spades.857_25_9	K03803
vamb.spades.857_25_10	K21600
vamb.spades.857_25_11	K22132
vamb.spades.857_25_12	K01876
vamb.spades.857_25_16	K07560
vamb.spades.857_25_17	K00951
vamb.spades.857_25_18	K00759
vamb.spades.857_25_19	K07462
vamb.spades.857_25_20	K03404
vamb.spades.857_25_21	K03404
vamb.spades.857_25_21	K03405

vamb.spades.857_25_25	K03210
vamb.spades.857_25_26	K00773
vamb.spades.857_25_28	K07568
vamb.spades.857_25_29	K06381
vamb.spades.857_25_30	K03551
vamb.spades.857_25_31	K03550
vamb.spades.857_25_32	K01159
vamb.spades.857_25_35	K01916
vamb.spades.857_25_37	K01449
vamb.spades.857_25_39	K07576
vamb.spades.857_26_1	K00609
vamb.spades.857_26_2	K01465
vamb.spades.857_26_3	K01955
vamb.spades.857_26_4	K02823
vamb.spades.857_26_5	K17828
vamb.spades.857_26_6	K01591
vamb.spades.857_26_7	K00762
vamb.spades.857_26_9	K01887
vamb.spades.857_27_1	K20487
vamb.spades.857_27_2	K20488
vamb.spades.857_28_1	K21515
vamb.spades.857_28_2	K01426
vamb.spades.857_29_4	K00362
vamb.spades.857_29_4	K22405

vamb.spades.857_29_6	K01755
vamb.spades.857_29_8	K09155
vamb.spades.857_29_10	K00001
vamb.spades.857_29_11	K13641
vamb.spades.857_29_16	K03665
vamb.spades.857_29_18	K03309
vamb.spades.857_29_19	K01424
vamb.spades.857_29_22	K06206
vamb.spades.857_29_23	K11069
vamb.spades.857_29_23	K11070

vamb.spades.857_29_24	K11070
vamb.spades.857_29_25	K11071
vamb.spades.857_29_26	K11072
vamb.spades.857_29_29	K00239
vamb.spades.857_29_33	K01687
vamb.spades.857_29_35	K01995
vamb.spades.857_29_36	K01998
vamb.spades.857_29_39	K02529
vamb.spades.857_29_40	K00874
vamb.spades.857_29_41	K01625
vamb.spades.857_29_42	K05337
vamb.spades.857_29_43	K04759
vamb.spades.857_29_44	K04758
vamb.spades.857_29_45	K03709
vamb.spades.857_29_46	K03800
vamb.spades.857_29_47	K06295
vamb.spades.857_29_48	K06296
vamb.spades.857_29_49	K06297
vamb.spades.857_29_51	K02057
vamb.spades.857_29_52	K02057
vamb.spades.857_29_53	K02056
vamb.spades.857_29_55	K01271
vamb.spades.857_29_56	K07105
vamb.spades.857_29_57	K16788
vamb.spades.857_29_59	K07009
vamb.spades.857_29_62	K01912
vamb.spades.857_30_1	K02416
vamb.spades.857_30_2	K02415
vamb.spades.857_30_3	K02557
vamb.spades.857_30_4	K02556
vamb.spades.857_30_5	K02385
vamb.spades.857_30_6	K02390
vamb.spades.857_30_8	K02389
vamb.spades.857_30_9	K02414
vamb.spades.857_30_10	K02383
vamb.spades.857_30_11	K02413
vamb.spades.857_30_12	K02412
vamb.spades.857_30_12	K03224

vamb.spades.857_30_13	K02411
vamb.spades.857_30_14	K02410
vamb.spades.857_30_15	K02409
vamb.spades.857_30_16	K02408
vamb.spades.857_30_17	K02388
vamb.spades.857_30_18	K02387
vamb.spades.857_30_19	K03706
vamb.spades.857_30_20	K03667
vamb.spades.857_30_21	K01419
vamb.spades.857_30_22	K03733
vamb.spades.857_30_22	K04763

vamb.spades.857_30_23	K04094
vamb.spades.857_30_24	K03168
vamb.spades.857_30_25	K04096
vamb.spades.857_30_26	K07391
vamb.spades.857_30_27	K03627
vamb.spades.857_30_28	K07496
vamb.spades.857_30_30	K03111
vamb.spades.857_30_31	K03581
vamb.spades.857_30_38	K18640
vamb.spades.857_30_39	K07496
vamb.spades.857_30_48	K02283
vamb.spades.857_30_49	K02279
vamb.spades.857_30_50	K02236
vamb.spades.857_30_50	K02654

vamb.spades.857_30_53	K02278
vamb.spades.857_31_2	K00575
vamb.spades.857_31_2	K03408
vamb.spades.857_31_2	K13924

vamb.spades.857_31_3	K03710
vamb.spades.857_31_5	K21993
vamb.spades.857_31_6	K02437
vamb.spades.857_31_7	K00297
vamb.spades.857_31_9	K01491
vamb.spades.857_31_11	K01938
vamb.spades.857_31_12	K00548
vamb.spades.857_32_3	K06990
vamb.spades.857_32_3	K09141

vamb.spades.857_32_4	K00931
vamb.spades.857_32_5	K00147
vamb.spades.857_32_6	K03386
vamb.spades.857_32_9	K04069
vamb.spades.857_32_10	K02909
vamb.spades.857_32_12	K02835
vamb.spades.857_32_13	K02493
vamb.spades.857_32_14	K07238
vamb.spades.857_32_15	K07566
vamb.spades.857_32_16	K01104
vamb.spades.857_32_16	K20201

vamb.spades.857_32_17	K01808
vamb.spades.857_32_18	K00600
vamb.spades.857_32_19	K00761
vamb.spades.857_32_21	K01493
vamb.spades.857_33_1	K06878
vamb.spades.857_33_2	K02996
vamb.spades.857_33_3	K02871
vamb.spades.857_33_4	K06173
vamb.spades.857_33_5	K16783
vamb.spades.857_33_5	K16785

vamb.spades.857_33_6	K16786
vamb.spades.857_33_6	K16787

vamb.spades.857_33_7	K16784
vamb.spades.857_33_7	K16786
vamb.spades.857_33_7	K16787

vamb.spades.857_33_8	K02879
vamb.spades.857_33_9	K03040
vamb.spades.857_33_10	K02986
vamb.spades.857_33_11	K02948
vamb.spades.857_33_12	K02952
vamb.spades.857_33_13	K02919
vamb.spades.857_33_14	K02518
vamb.spades.857_33_16	K01265
vamb.spades.857_33_17	K00939
vamb.spades.857_33_18	K03076
vamb.spades.857_33_19	K02876
vamb.spades.857_33_20	K02988
vamb.spades.857_33_21	K02881
vamb.spades.857_33_22	K02933
vamb.spades.857_33_23	K02994
vamb.spades.857_33_24	K02931
vamb.spades.857_33_25	K02895
vamb.spades.857_33_26	K02874
vamb.spades.857_33_27	K02961
vamb.spades.857_33_28	K02904
vamb.spades.857_33_29	K02878
vamb.spades.857_33_30	K02982
vamb.spades.857_33_31	K02890
vamb.spades.857_33_32	K02965
vamb.spades.857_33_33	K02886
vamb.spades.857_33_34	K02892
vamb.spades.857_33_35	K02926
vamb.spades.857_33_36	K02906
vamb.spades.857_33_37	K02946
vamb.spades.857_33_38	K02358
vamb.spades.857_34_6	K05540
vamb.spades.857_34_7	K03525
vamb.spades.857_34_10	K09936
vamb.spades.857_34_11	K03798
vamb.spades.857_34_12	K00760
vamb.spades.857_35_2	K02528
vamb.spades.857_35_3	K09776
vamb.spades.857_35_5	K06436
vamb.spades.857_35_12	K13282
vamb.spades.857_35_13	K03802
vamb.spades.857_35_14	K00919
vamb.spades.857_35_17	K09685
vamb.spades.857_35_18	K06412
vamb.spades.857_35_19	K04042
vamb.spades.857_35_20	K00948
vamb.spades.857_35_21	K02897
vamb.spades.857_35_22	K01056
vamb.spades.857_35_26	K03671
vamb.spades.857_35_27	K09815
vamb.spades.857_35_28	K09817
vamb.spades.857_35_29	K09816
vamb.spades.857_35_30	K02076
vamb.spades.857_35_30	K03711

vamb.spades.857_35_32	K19114
vamb.spades.857_35_33	K19115
vamb.spades.857_35_34	K19116
vamb.spades.857_35_35	K07012
vamb.spades.857_35_36	K07464
vamb.spades.857_35_37	K15342
vamb.spades.857_36_1	K08972
vamb.spades.857_36_2	K06012
vamb.spades.857_36_3	K06385
vamb.spades.857_36_5	K03596
vamb.spades.857_36_7	K03705
vamb.spades.857_37_1	K01537
vamb.spades.857_37_2	K02004
vamb.spades.857_38_1	K07491
vamb.spades.857_38_2	K02081
vamb.spades.857_38_2	K03436

vamb.spades.857_38_9	K00854
vamb.spades.857_38_12	K06971
vamb.spades.857_38_14	K03215
vamb.spades.857_39_2	K02279
vamb.spades.857_39_6	K12510
vamb.spades.857_39_6	K12511

vamb.spades.857_39_7	K12510
vamb.spades.857_39_8	K02283
vamb.spades.857_39_9	K02282
vamb.spades.857_39_9	K04562

vamb.spades.857_39_10	K02278
vamb.spades.857_40_1	K01866
vamb.spades.857_40_2	K01246
vamb.spades.857_40_4	K02119
vamb.spades.857_40_5	K02123
vamb.spades.857_40_6	K02124
vamb.spades.857_40_7	K02122
vamb.spades.857_40_8	K02121
vamb.spades.857_40_9	K02117
vamb.spades.857_40_10	K02118
vamb.spades.857_40_11	K02120
vamb.spades.857_40_12	K00111
vamb.spades.857_40_14	K10797
vamb.spades.857_40_15	K00692
vamb.spades.857_40_17	K03315
vamb.spades.857_40_18	K03392
vamb.spades.857_40_22	K00567
vamb.spades.857_40_22	K13531

vamb.spades.857_40_24	K01989
vamb.spades.857_40_25	K00941
vamb.spades.857_40_25	K14153

vamb.spades.857_40_27	K00788
vamb.spades.857_40_28	K00878
vamb.spades.857_40_29	K06147
vamb.spades.857_40_30	K06147
vamb.spades.857_41_1	K01992
vamb.spades.857_41_2	K01990
vamb.spades.857_41_2	K19340

vamb.spades.857_43_2	K00917
vamb.spades.857_43_3	K08302
vamb.spades.857_43_4	K00008
vamb.spades.857_43_5	K02775
vamb.spades.857_43_6	K02774
vamb.spades.857_43_7	K02773
vamb.spades.857_44_1	K00052
vamb.spades.857_44_2	K01704
vamb.spades.857_44_2	K20453

vamb.spades.857_44_3	K01703
vamb.spades.857_44_3	K20452

vamb.spades.857_44_4	K01649
vamb.spades.857_44_5	K00053
vamb.spades.857_44_6	K01653
vamb.spades.857_44_7	K01652
vamb.spades.857_45_1	K07098
vamb.spades.857_45_3	K00571
vamb.spades.857_45_3	K00590

vamb.spades.857_45_5	K07216
vamb.spades.857_45_7	K02238
vamb.spades.857_45_13	K19224
vamb.spades.857_45_13	K21471

vamb.spades.857_45_14	K06959
vamb.spades.857_45_15	K22278
vamb.spades.857_45_17	K02190
vamb.spades.857_45_18	K05895
vamb.spades.857_45_19	K05934
vamb.spades.857_45_19	K21479

vamb.spades.857_45_20	K02189
vamb.spades.857_45_21	K05936
vamb.spades.857_45_22	K03394
vamb.spades.857_45_23	K00595
vamb.spades.857_45_23	K02191

vamb.spades.857_45_24	K00595
vamb.spades.857_45_24	K03399

vamb.spades.857_45_25	K02188
vamb.spades.857_45_26	K06042
vamb.spades.857_45_27	K02224
vamb.spades.857_45_28	K02016
vamb.spades.857_45_29	K02013
vamb.spades.857_45_30	K02015
vamb.spades.857_45_32	K06001
vamb.spades.857_45_38	K09951
vamb.spades.857_45_39	K00198
vamb.spades.857_46_2	K03721
vamb.spades.857_46_3	K01739
vamb.spades.857_46_3	K01761

vamb.spades.857_46_5	K04486
vamb.spades.857_46_6	K03216
vamb.spades.857_46_7	K03406
vamb.spades.857_46_8	K03215
vamb.spades.857_46_9	K19147
vamb.spades.857_46_10	K07452
vamb.spades.857_46_12	K01154
vamb.spades.857_46_13	K03427
vamb.spades.857_47_3	K03721
vamb.spades.857_47_7	K00797
vamb.spades.857_47_8	K03523
vamb.spades.857_47_10	K01779
vamb.spades.857_47_11	K07171
vamb.spades.857_47_13	K00783
vamb.spades.857_47_15	K00171
vamb.spades.857_47_15	K00176
vamb.spades.857_47_15	K03616
vamb.spades.857_47_15	K08941
vamb.spades.857_47_15	K13039

vamb.spades.857_47_16	K09740
vamb.spades.857_47_17	K02028
vamb.spades.857_47_18	K02029
vamb.spades.857_47_19	K02030
vamb.spades.857_47_20	K01940
vamb.spades.857_47_21	K04771
vamb.spades.857_47_22	K07138
vamb.spades.857_47_26	K07636
vamb.spades.857_47_26	K07652

vamb.spades.857_47_27	K07658
vamb.spades.857_47_27	K07667
vamb.spades.857_47_27	K07668
vamb.spades.857_47_27	K07776

vamb.spades.857_47_30	K08221
vamb.spades.857_47_30	K19578

vamb.spades.857_47_31	K02049
vamb.spades.857_47_32	K02050
vamb.spades.857_47_33	K02051
vamb.spades.857_48_3	K01155
vamb.spades.857_48_4	K06223
vamb.spades.857_48_6	K07076
vamb.spades.857_48_7	K06942
vamb.spades.857_48_13	K08884
vamb.spades.857_48_13	K12132

vamb.spades.857_49_5	K03664
vamb.spades.857_49_6	K00001
vamb.spades.857_49_8	K18640
vamb.spades.857_50_3	K03412
vamb.spades.857_50_4	K07478
vamb.spades.857_50_5	K01512
vamb.spades.857_50_6	K06398
vamb.spades.857_50_7	K00057
vamb.spades.857_50_8	K03977
vamb.spades.857_50_11	K06385
vamb.spades.857_50_13	K05810
vamb.spades.857_50_15	K07738
vamb.spades.857_50_18	K03091
vamb.spades.857_50_19	K03091
vamb.spades.857_50_20	K06383
vamb.spades.857_50_21	K03531
vamb.spades.857_50_22	K03590
vamb.spades.857_50_25	K03589
vamb.spades.857_50_26	K00790
vamb.spades.857_50_27	K01924
vamb.spades.857_50_28	K02563
vamb.spades.857_50_29	K03588
vamb.spades.857_50_30	K01925
vamb.spades.857_50_31	K01000
vamb.spades.857_50_32	K01929
vamb.spades.857_50_33	K01928
vamb.spades.857_50_34	K03587
vamb.spades.857_50_34	K08384

vamb.spades.857_50_36	K03438
vamb.spades.857_50_37	K03925
vamb.spades.857_51_1	K01921
vamb.spades.857_51_3	K04940
vamb.spades.857_51_5	K02614
vamb.spades.857_51_6	K13292
vamb.spades.857_51_11	K00528
vamb.spades.857_51_11	K16951

vamb.spades.857_51_12	K00266
vamb.spades.857_51_16	K01588
vamb.spades.857_52_1	K03615
vamb.spades.857_53_3	K01838
vamb.spades.857_53_5	K01572
vamb.spades.857_53_8	K01273
vamb.spades.857_53_9	K00563
vamb.spades.857_53_11	K03088
vamb.spades.857_54_1	K10440
vamb.spades.857_54_2	K10441
vamb.spades.857_54_6	K01628
vamb.spades.857_54_6	K03077
vamb.spades.857_54_6	K22130

vamb.spades.857_54_10	K01624
vamb.spades.857_54_11	K02796
vamb.spades.857_54_12	K02795
vamb.spades.857_54_13	K02794
vamb.spades.857_55_1	K00133
vamb.spades.857_55_2	K03721
vamb.spades.857_55_9	K00303
vamb.spades.857_55_9	K03153

vamb.spades.857_55_18	K13010
vamb.spades.857_55_19	K13012
vamb.spades.857_55_20	K16698
vamb.spades.857_55_21	K00012
vamb.spades.857_55_22	K00963
vamb.spades.857_55_25	K09809
vamb.spades.857_55_26	K00980
vamb.spades.857_55_27	K03980
vamb.spades.857_55_36	K01714
vamb.spades.857_55_38	K02479
vamb.spades.857_55_38	K07692

vamb.spades.857_55_39	K07777
vamb.spades.857_55_41	K09005
vamb.spades.857_55_42	K12511
vamb.spades.857_55_43	K12510
vamb.spades.857_55_44	K02283
vamb.spades.857_55_45	K02282
vamb.spades.857_55_46	K02279
vamb.spades.857_55_49	K02278
vamb.spades.857_55_50	K02651
vamb.spades.857_55_51	K02651
vamb.spades.857_55_53	K17218
vamb.spades.857_55_56	K02529
vamb.spades.857_55_56	K03484

vamb.spades.857_55_57	K06015
vamb.spades.857_55_58	K06373
vamb.spades.857_55_59	K06374
vamb.spades.857_55_60	K19824
vamb.spades.857_55_62	K07080
vamb.spades.857_55_65	K07220
vamb.spades.857_55_66	K03306
vamb.spades.857_55_67	K01734
vamb.spades.857_55_69	K07720
vamb.spades.857_55_72	K01699
vamb.spades.857_55_72	K06120

vamb.spades.857_55_73	K06121
vamb.spades.857_55_73	K13919

vamb.spades.857_55_74	K06122
vamb.spades.857_55_74	K13920

vamb.spades.857_55_78	K15024
vamb.spades.857_55_79	K04024
vamb.spades.857_55_81	K04028
vamb.spades.857_55_82	K00798
vamb.spades.857_55_83	K00132
vamb.spades.857_55_83	K13922

vamb.spades.857_55_84	K03615
vamb.spades.857_55_87	K03741
vamb.spades.857_55_88	K03695
vamb.spades.857_55_88	K03696

vamb.spades.857_55_89	K18231
vamb.spades.857_55_91	K01628
vamb.spades.857_55_96	K07048
vamb.spades.857_55_102	K05520
vamb.spades.857_55_105	K03409
vamb.spades.857_55_107	K01443
vamb.spades.857_55_110	K11689
vamb.spades.857_55_112	K01686
vamb.spades.857_55_113	K02529
vamb.spades.857_55_114	K14155
vamb.spades.857_56_2	K01207
vamb.spades.857_58_3	K00566
vamb.spades.857_58_4	K04488
vamb.spades.857_58_5	K04487
vamb.spades.857_58_8	K09749
vamb.spades.857_58_9	K02405
vamb.spades.857_58_10	K03411
vamb.spades.857_58_11	K03410
vamb.spades.857_58_12	K03408
vamb.spades.857_58_13	K03407
vamb.spades.857_58_15	K04562
vamb.spades.857_58_16	K02404
vamb.spades.857_58_17	K02400
vamb.spades.857_58_18	K02401
vamb.spades.857_58_18	K13820

vamb.spades.857_58_19	K02421
vamb.spades.857_58_20	K02420
vamb.spades.857_58_21	K02419
vamb.spades.857_58_22	K02418
vamb.spades.857_58_23	K03413
vamb.spades.857_58_24	K02417
vamb.spades.857_58_25	K02416
vamb.spades.857_59_2	K02822
vamb.spades.857_59_3	K03475
vamb.spades.857_59_4	K07048
vamb.spades.857_59_5	K01470
vamb.spades.857_59_7	K06201
vamb.spades.857_60_1	K02477
vamb.spades.857_60_1	K07705

vamb.spades.857_60_3	K08963
vamb.spades.857_61_1	K05878
vamb.spades.857_61_2	K05879
vamb.spades.857_61_3	K05881
vamb.spades.857_61_4	K05878
vamb.spades.857_61_5	K05879
vamb.spades.857_61_9	K02346
vamb.spades.857_61_9	K03502

vamb.spades.857_61_11	K01921
vamb.spades.857_61_12	K02548
vamb.spades.857_61_14	K00020
vamb.spades.857_61_14	K00042

vamb.spades.857_61_15	K00971
vamb.spades.857_61_15	K16011

vamb.spades.857_61_16	K07282
vamb.spades.857_61_19	K07651
vamb.spades.857_61_20	K07668
vamb.spades.857_61_20	K07775

vamb.spades.857_61_21	K01448
vamb.spades.857_62_2	K01812
vamb.spades.857_63_5	K18843
vamb.spades.857_64_1	K03309
vamb.spades.857_64_2	K00772
vamb.spades.857_64_2	K03783

vamb.spades.857_64_3	K12960
vamb.spades.857_64_3	K20810

vamb.spades.857_64_4	K01892
vamb.spades.857_64_10	K01042
vamb.spades.857_64_10	K17468

vamb.spades.857_64_11	K14155
vamb.spades.857_64_12	K02794
vamb.spades.857_64_13	K02793
vamb.spades.857_64_14	K02796
vamb.spades.857_64_14	K17467

vamb.spades.857_64_16	K02794
vamb.spades.857_64_17	K02793
vamb.spades.857_64_20	K00826
vamb.spades.857_64_21	K01652
vamb.spades.857_64_22	K00052
vamb.spades.857_65_1	K02968
vamb.spades.857_65_3	K02340
vamb.spades.857_65_4	K02238
vamb.spades.857_66_2	K03688
vamb.spades.857_66_3	K00845
vamb.spades.857_66_4	K01624
vamb.spades.857_66_8	K01885
vamb.spades.857_66_9	K09121
vamb.spades.857_66_10	K06898
vamb.spades.857_66_11	K06864
vamb.spades.857_66_12	K03581
vamb.spades.857_66_16	K07692
vamb.spades.857_66_17	K07777
vamb.spades.857_66_18	K00789
vamb.spades.857_67_1	K00817
vamb.spades.857_67_3	K08641
vamb.spades.857_67_5	K03797
vamb.spades.857_67_7	K02004
vamb.spades.857_67_8	K02005
vamb.spades.857_67_9	K02003
vamb.spades.857_67_11	K00219
vamb.spades.857_67_12	K03406
vamb.spades.857_67_13	K00805
vamb.spades.857_67_15	K03797
vamb.spades.857_67_16	K10773
vamb.spades.857_68_1	K04034
vamb.spades.857_68_2	K05833
vamb.spades.857_68_3	K05832
vamb.spades.857_68_4	K01989
vamb.spades.857_68_6	K07238
vamb.spades.857_68_7	K03324
vamb.spades.857_68_11	K07668
vamb.spades.857_68_11	K07775

vamb.spades.857_68_12	K07651
vamb.spades.857_68_13	K00259
vamb.spades.857_68_14	K03116
vamb.spades.857_68_14	K03117

vamb.spades.857_68_15	K03118
vamb.spades.857_68_16	K21903
vamb.spades.857_68_17	K03703
vamb.spades.857_68_18	K17836
vamb.spades.857_68_21	K06373
vamb.spades.857_68_22	K06374
vamb.spades.857_68_23	K03406
vamb.spades.857_68_24	K01620
vamb.spades.857_68_26	K07213
vamb.spades.857_68_28	K00805
vamb.spades.857_68_29	K00805
vamb.spades.857_68_31	K06287
vamb.spades.857_68_32	K03630
vamb.spades.857_68_33	K03569
vamb.spades.857_68_34	K03570
vamb.spades.857_68_35	K03571
vamb.spades.857_68_36	K05515
vamb.spades.857_68_37	K03610
vamb.spades.857_68_38	K03609
vamb.spades.857_68_39	K03608
vamb.spades.857_68_41	K05837
vamb.spades.857_68_43	K06402
vamb.spades.857_68_46	K08301
vamb.spades.857_68_50	K01449
vamb.spades.857_68_51	K06313
vamb.spades.857_68_53	K02888
vamb.spades.857_68_54	K07584
vamb.spades.857_68_55	K02899
vamb.spades.857_68_57	K03979
vamb.spades.857_68_58	K00969
vamb.spades.857_68_59	K00969
vamb.spades.857_68_61	K09710
vamb.spades.857_68_62	K01869
vamb.spades.857_68_64	K02232
vamb.spades.857_68_65	K02237
vamb.spades.857_68_69	K07258
vamb.spades.857_68_78	K03308
vamb.spades.857_68_79	K06877
vamb.spades.857_68_80	K07502
vamb.spades.857_68_82	K00616
