vamb.spades.1_1_1	K06381
vamb.spades.1_7_200	K03561
vamb.spades.1_7_201	K03559
vamb.spades.1_7_202	K03832
vamb.spades.1_7_205	K06405
vamb.spades.1_7_206	K06406
vamb.spades.1_7_207	K06407
vamb.spades.1_7_208	K03408
vamb.spades.1_7_209	K02416
vamb.spades.1_7_210	K02417
vamb.spades.1_7_211	K03407
vamb.spades.1_7_212	K03413
vamb.spades.1_7_213	K03410
vamb.spades.1_7_214	K03411
vamb.spades.1_7_215	K03412
vamb.spades.1_7_216	K00575
vamb.spades.1_7_217	K09749
vamb.spades.1_7_218	K00805
vamb.spades.1_7_221	K06168
vamb.spades.1_7_222	K03555
vamb.spades.1_7_223	K03572
vamb.spades.1_7_224	K00791
vamb.spades.1_7_225	K06413
vamb.spades.1_7_228	K07507
vamb.spades.1_7_229	K03787
vamb.spades.1_7_233	K01356
vamb.spades.1_7_237	K01867
vamb.spades.1_7_239	K03574
vamb.spades.1_7_240	K03671
vamb.spades.1_7_241	K02342
vamb.spades.1_7_242	K09155
vamb.spades.1_7_245	K00615
vamb.spades.1_7_246	K15024
vamb.spades.1_7_247	K06158
vamb.spades.1_7_247	K19350

vamb.spades.1_7_248	K03657
vamb.spades.1_7_250	K01834
vamb.spades.1_7_256	K01876
vamb.spades.1_7_256	K09759

vamb.spades.1_7_257	K01876
vamb.spades.1_7_257	K09759

vamb.spades.1_7_260	K07258
vamb.spades.1_7_262	K02355
vamb.spades.1_7_264	K00928
vamb.spades.1_7_265	K06398
vamb.spades.1_7_266	K08591
vamb.spades.1_7_267	K03977
vamb.spades.1_7_269	K05739
vamb.spades.1_7_270	K06385
vamb.spades.1_8_1	K07001
vamb.spades.1_8_2	K06434
vamb.spades.1_8_3	K05970
vamb.spades.1_8_4	K17318
vamb.spades.1_8_5	K17320
vamb.spades.1_8_6	K17319
vamb.spades.1_8_7	K01190
vamb.spades.1_8_10	K02027
vamb.spades.1_8_14	K02026
vamb.spades.1_8_15	K01181
vamb.spades.1_8_17	K02025
vamb.spades.1_8_19	K05349
vamb.spades.1_8_20	K01235
vamb.spades.1_8_21	K14155
vamb.spades.1_8_22	K00027
vamb.spades.1_8_26	K01515
vamb.spades.1_8_27	K04042
vamb.spades.1_8_27	K16881

vamb.spades.1_8_29	K02406
vamb.spades.1_8_30	K07238
vamb.spades.1_8_32	K11072
vamb.spades.1_8_33	K11071
vamb.spades.1_8_34	K11070
vamb.spades.1_8_35	K11069
vamb.spades.1_8_36	K11069
vamb.spades.1_9_2	K01990
vamb.spades.1_9_4	K07636
vamb.spades.1_9_5	K02483
vamb.spades.1_9_5	K07658
vamb.spades.1_9_5	K07668

vamb.spades.1_9_6	K00805
vamb.spades.1_9_7	K01875
vamb.spades.1_9_9	K00600
vamb.spades.1_9_11	K01893
vamb.spades.1_9_12	K01151
vamb.spades.1_9_14	K06942
vamb.spades.1_9_16	K03282
vamb.spades.1_9_17	K09574
vamb.spades.1_9_19	K00223
vamb.spades.1_9_19	K21310

vamb.spades.1_9_21	K03088
vamb.spades.1_10_1	K00798
vamb.spades.1_10_2	K07397
vamb.spades.1_10_3	K01885
vamb.spades.1_10_4	K03496
vamb.spades.1_10_6	K03973
vamb.spades.1_10_10	K00208
vamb.spades.1_10_11	K01926
vamb.spades.1_10_16	K10773
vamb.spades.1_10_17	K03587
vamb.spades.1_10_17	K08384

vamb.spades.1_10_18	K07258
vamb.spades.1_10_19	K05363
vamb.spades.1_10_19	K11693

vamb.spades.1_10_20	K01775
vamb.spades.1_10_22	K21600
vamb.spades.1_10_24	K00384
vamb.spades.1_10_25	K03734
vamb.spades.1_10_26	K03616
vamb.spades.1_10_27	K03617
vamb.spades.1_10_28	K03613
vamb.spades.1_10_29	K03612
vamb.spades.1_10_30	K03614
vamb.spades.1_10_31	K03615
vamb.spades.1_11_1	K02824
vamb.spades.1_11_2	K02825
vamb.spades.1_11_3	K06180
vamb.spades.1_11_4	K03101
vamb.spades.1_11_7	K01870
vamb.spades.1_11_8	K01715
vamb.spades.1_11_9	K00074
vamb.spades.1_11_10	K00626
vamb.spades.1_11_11	K01843
vamb.spades.1_11_12	K01029
vamb.spades.1_11_12	K01035

vamb.spades.1_11_13	K01034
vamb.spades.1_11_14	K18013
vamb.spades.1_11_15	K18014
vamb.spades.1_11_17	K01844
vamb.spades.1_11_18	K07456
vamb.spades.1_11_20	K18012
vamb.spades.1_11_21	K04074
vamb.spades.1_11_23	K02221
vamb.spades.1_11_24	K09772
vamb.spades.1_11_25	K06997
vamb.spades.1_11_26	K06153
vamb.spades.1_11_27	K03324
vamb.spades.1_11_29	K01358
vamb.spades.1_11_30	K12574
vamb.spades.1_11_31	K01714
vamb.spades.1_11_32	K00928
vamb.spades.1_11_33	K00133
vamb.spades.1_11_34	K06411
vamb.spades.1_11_35	K06410
vamb.spades.1_11_36	K00215
vamb.spades.1_11_45	K01449
vamb.spades.1_11_47	K20534
vamb.spades.1_11_50	K07699
vamb.spades.1_11_52	K01677
vamb.spades.1_11_53	K04835
vamb.spades.1_11_56	K19268
vamb.spades.1_11_58	K01846
vamb.spades.1_11_59	K06399
vamb.spades.1_11_60	K03631
vamb.spades.1_11_61	K03402
vamb.spades.1_11_62	K00858
vamb.spades.1_11_63	K06442
vamb.spades.1_11_64	K01662
vamb.spades.1_11_66	K13789
vamb.spades.1_11_68	K03601
vamb.spades.1_11_69	K01409
vamb.spades.1_11_70	K03625
vamb.spades.1_11_74	K01961
vamb.spades.1_11_75	K01571
vamb.spades.1_11_75	K01960

vamb.spades.1_11_76	K06397
vamb.spades.1_11_77	K06396
vamb.spades.1_11_78	K06395
vamb.spades.1_11_79	K06394
vamb.spades.1_11_80	K06393
vamb.spades.1_11_81	K06392
vamb.spades.1_11_82	K06391
vamb.spades.1_11_83	K06390
vamb.spades.1_11_85	K02356
vamb.spades.1_11_86	K01262
vamb.spades.1_11_86	K01271

vamb.spades.1_11_88	K06948
vamb.spades.1_11_89	K07015
vamb.spades.1_11_90	K03091
vamb.spades.1_11_91	K06400
vamb.spades.1_11_92	K01838
vamb.spades.1_11_93	K00691
vamb.spades.1_11_94	K03091
vamb.spades.1_11_97	K03892
vamb.spades.1_11_100	K03592
vamb.spades.1_11_101	K03568
vamb.spades.1_11_105	K01179
vamb.spades.1_11_106	K01179
vamb.spades.1_11_107	K01126
vamb.spades.1_11_108	K01778
vamb.spades.1_11_109	K19715
vamb.spades.1_11_110	K00821
vamb.spades.1_11_114	K06177
vamb.spades.1_11_114	K06180

vamb.spades.1_11_115	K09819
vamb.spades.1_11_116	K09820
vamb.spades.1_11_117	K02077
vamb.spades.1_11_118	K01809
vamb.spades.1_11_119	K01810
vamb.spades.1_11_120	K01243
vamb.spades.1_11_121	K01448
vamb.spades.1_11_123	K07173
vamb.spades.1_11_124	K01886
vamb.spades.1_11_128	K06206
vamb.spades.1_11_129	K00974
vamb.spades.1_11_131	K09768
vamb.spades.1_11_132	K01610
vamb.spades.1_11_133	K09764
vamb.spades.1_11_134	K00566
vamb.spades.1_11_135	K06147
vamb.spades.1_11_136	K06147
vamb.spades.1_11_138	K01866
vamb.spades.1_11_141	K00603
vamb.spades.1_11_141	K13990

vamb.spades.1_11_142	K01468
vamb.spades.1_11_143	K00603
vamb.spades.1_11_143	K01746

vamb.spades.1_11_144	K01712
vamb.spades.1_11_145	K01745
vamb.spades.1_12_1	K02033
vamb.spades.1_12_2	K02034
vamb.spades.1_12_3	K02031
vamb.spades.1_12_4	K02032
vamb.spades.1_12_4	K10823

vamb.spades.1_12_6	K03406
vamb.spades.1_12_9	K10234
vamb.spades.1_13_3	K09951
vamb.spades.1_13_4	K15342
vamb.spades.1_13_5	K19126
vamb.spades.1_13_6	K19125
vamb.spades.1_13_7	K19124
vamb.spades.1_13_8	K19046
vamb.spades.1_13_9	K19123
vamb.spades.1_13_10	K19123
vamb.spades.1_13_11	K07012
vamb.spades.1_14_2	K01933
vamb.spades.1_14_3	K00764
vamb.spades.1_14_4	K01952
vamb.spades.1_15_9	K03340
vamb.spades.1_15_10	K00324
vamb.spades.1_15_11	K00324
vamb.spades.1_15_12	K00325
vamb.spades.1_15_13	K03856
vamb.spades.1_15_14	K01735
vamb.spades.1_15_14	K13829

vamb.spades.1_15_15	K03786
vamb.spades.1_15_16	K03273
vamb.spades.1_15_17	K02027
vamb.spades.1_15_18	K02026
vamb.spades.1_15_19	K02025
vamb.spades.1_15_20	K01785
vamb.spades.1_15_21	K07576
vamb.spades.1_15_22	K03648
vamb.spades.1_15_23	K09760
vamb.spades.1_15_24	K07079
vamb.spades.1_15_25	K16788
vamb.spades.1_15_26	K07105
vamb.spades.1_15_27	K00876
vamb.spades.1_15_30	K10907
vamb.spades.1_15_31	K00865
vamb.spades.1_15_32	K03299
vamb.spades.1_15_33	K07444
vamb.spades.1_15_34	K01200
vamb.spades.1_16_1	K11622
vamb.spades.1_16_2	K11617
vamb.spades.1_16_3	K11618
vamb.spades.1_16_4	K02016
vamb.spades.1_16_5	K02013
vamb.spades.1_16_6	K02015
vamb.spades.1_16_7	K02015
vamb.spades.1_16_8	K03555
vamb.spades.1_16_10	K07263
vamb.spades.1_16_11	K01999
vamb.spades.1_16_12	K01997
vamb.spades.1_16_13	K01998
vamb.spades.1_16_14	K01995
vamb.spades.1_16_15	K01996
vamb.spades.1_16_16	K03926
vamb.spades.1_16_17	K06113
vamb.spades.1_17_7	K02031
vamb.spades.1_17_7	K02034

vamb.spades.1_17_8	K02033
vamb.spades.1_17_9	K02035
vamb.spades.1_17_10	K02016
vamb.spades.1_17_13	K21903
vamb.spades.1_17_14	K01534
vamb.spades.1_17_15	K09807
vamb.spades.1_17_16	K06180
vamb.spades.1_17_17	K01950
vamb.spades.1_17_19	K06958
vamb.spades.1_18_1	K06381
vamb.spades.1_18_4	K05589
vamb.spades.1_18_5	K07570
vamb.spades.1_18_5	K07571

vamb.spades.1_18_6	K09009
vamb.spades.1_18_7	K01524
vamb.spades.1_18_11	K11751
vamb.spades.1_19_1	K10117
vamb.spades.1_19_2	K10118
vamb.spades.1_19_3	K10119
vamb.spades.1_19_4	K00158
vamb.spades.1_19_4	K01576
vamb.spades.1_19_4	K01652

vamb.spades.1_19_6	K21515
vamb.spades.1_19_9	K06131
vamb.spades.1_19_11	K03413
vamb.spades.1_19_12	K10119
vamb.spades.1_19_13	K10118
vamb.spades.1_19_14	K10117
vamb.spades.1_19_16	K01745
vamb.spades.1_20_7	K06877
vamb.spades.1_20_8	K07502
vamb.spades.1_20_11	K07025
vamb.spades.1_20_11	K20866

vamb.spades.1_20_14	K11065
vamb.spades.1_20_24	K00702
vamb.spades.1_20_25	K06901
vamb.spades.1_20_33	K00111
vamb.spades.1_20_34	K00096
vamb.spades.1_20_35	K00010
vamb.spades.1_20_35	K16044

vamb.spades.1_20_38	K00111
vamb.spades.1_20_39	K01601
vamb.spades.1_20_39	K08965

vamb.spades.1_20_40	K01803
vamb.spades.1_20_43	K02027
vamb.spades.1_20_44	K05815
vamb.spades.1_20_45	K05814
vamb.spades.1_20_46	K05816
vamb.spades.1_20_46	K10112

vamb.spades.1_20_48	K01808
vamb.spades.1_21_2	K06317
vamb.spades.1_21_4	K06187
vamb.spades.1_21_5	K09747
vamb.spades.1_21_6	K02343
vamb.spades.1_21_8	K11991
vamb.spades.1_21_9	K06421
vamb.spades.1_21_10	K06421
vamb.spades.1_21_11	K05337
vamb.spades.1_21_12	K06142
vamb.spades.1_21_14	K01524
vamb.spades.1_21_15	K22405
vamb.spades.1_21_16	K08968
vamb.spades.1_21_17	K00688
vamb.spades.1_21_18	K00966
vamb.spades.1_21_18	K16881

vamb.spades.1_21_19	K16150
vamb.spades.1_21_20	K05342
vamb.spades.1_21_21	K01081
vamb.spades.1_21_21	K07004
vamb.spades.1_21_21	K08693
vamb.spades.1_21_21	K11751

vamb.spades.1_21_24	K03737
vamb.spades.1_21_25	K03671
vamb.spades.1_21_26	K10671
vamb.spades.1_21_27	K10670
vamb.spades.1_21_28	K10670
vamb.spades.1_21_29	K10672
vamb.spades.1_21_31	K21577
vamb.spades.1_21_34	K01990
vamb.spades.1_21_35	K07979
vamb.spades.1_21_41	K05349
vamb.spades.1_21_44	K06223
vamb.spades.1_21_45	K07124
vamb.spades.1_21_46	K01258
vamb.spades.1_21_47	K19285
vamb.spades.1_21_48	K15987
vamb.spades.1_21_53	K01739
vamb.spades.1_21_53	K01761

vamb.spades.1_21_54	K03790
vamb.spades.1_21_57	K02035
vamb.spades.1_22_2	K09684
vamb.spades.1_22_3	K02056
vamb.spades.1_22_4	K02057
vamb.spades.1_22_5	K02057
vamb.spades.1_22_6	K07335
vamb.spades.1_23_1	K03499
vamb.spades.1_23_2	K03498
vamb.spades.1_23_7	K22278
vamb.spades.1_23_8	K04486
vamb.spades.1_23_9	K14415
vamb.spades.1_23_10	K07335
vamb.spades.1_23_11	K02056
vamb.spades.1_23_12	K02057
vamb.spades.1_23_13	K02057
vamb.spades.1_23_14	K06147
vamb.spades.1_23_16	K02056
vamb.spades.1_23_17	K02057
vamb.spades.1_23_18	K02057
vamb.spades.1_23_22	K01992
vamb.spades.1_23_23	K01990
vamb.spades.1_23_25	K03088
vamb.spades.1_23_31	K09807
vamb.spades.1_23_33	K01990
vamb.spades.1_23_33	K09695
vamb.spades.1_23_33	K11050

vamb.spades.1_23_34	K01992
vamb.spades.1_23_34	K11051

vamb.spades.1_23_35	K01092
vamb.spades.1_23_38	K07727
vamb.spades.1_23_41	K07729
vamb.spades.1_23_45	K07282
vamb.spades.1_23_48	K09749
vamb.spades.1_23_51	K00334
vamb.spades.1_23_51	K18330

vamb.spades.1_23_53	K00336
vamb.spades.1_23_53	K18332

vamb.spades.1_23_54	K02051
vamb.spades.1_23_55	K02050
vamb.spades.1_23_56	K15555
vamb.spades.1_23_57	K04047
vamb.spades.1_23_58	K02529
vamb.spades.1_23_58	K03604

vamb.spades.1_23_59	K05349
vamb.spades.1_23_60	K03116
vamb.spades.1_23_61	K03118
vamb.spades.1_23_63	K02197
vamb.spades.1_23_64	K02198
vamb.spades.1_23_65	K02193
vamb.spades.1_23_66	K02194
vamb.spades.1_23_67	K02195
vamb.spades.1_23_69	K07216
vamb.spades.1_23_70	K01999
vamb.spades.1_23_74	K02010
vamb.spades.1_23_75	K02011
vamb.spades.1_23_76	K02012
vamb.spades.1_23_79	K01436
vamb.spades.1_23_81	K00590
vamb.spades.1_23_83	K01937
vamb.spades.1_23_84	K01916
vamb.spades.1_23_85	K10206
vamb.spades.1_23_86	K02026
vamb.spades.1_23_87	K02025
vamb.spades.1_23_88	K02027
vamb.spades.1_23_88	K10188

vamb.spades.1_23_89	K02035
vamb.spades.1_23_90	K02033
vamb.spades.1_23_91	K02034
vamb.spades.1_23_92	K02031
vamb.spades.1_23_92	K02032
vamb.spades.1_23_92	K15583

vamb.spades.1_23_93	K02032
vamb.spades.1_23_94	K16907
vamb.spades.1_23_95	K01992
vamb.spades.1_23_95	K16906

vamb.spades.1_23_96	K16905
vamb.spades.1_23_99	K04750
vamb.spades.1_23_101	K03406
vamb.spades.1_23_104	K07104
vamb.spades.1_23_108	K02033
vamb.spades.1_23_109	K02034
vamb.spades.1_23_110	K02031
vamb.spades.1_23_111	K02032
vamb.spades.1_23_112	K02035
vamb.spades.1_23_114	K15987
vamb.spades.1_23_119	K12862
vamb.spades.1_23_125	K00657
vamb.spades.1_24_1	K02035
vamb.spades.1_24_3	K02031
vamb.spades.1_24_3	K02032
vamb.spades.1_24_3	K15583

vamb.spades.1_24_8	K13274
vamb.spades.1_24_8	K14645

vamb.spades.1_24_11	K05989
vamb.spades.1_24_11	K20541

vamb.spades.1_24_12	K02026
vamb.spades.1_24_13	K15771
vamb.spades.1_24_14	K02027
vamb.spades.1_24_21	K05521
vamb.spades.1_25_4	K14731
vamb.spades.1_26_2	K03215
vamb.spades.1_26_3	K08303
vamb.spades.1_26_4	K07082
vamb.spades.1_26_6	K07447
vamb.spades.1_26_10	K01872
vamb.spades.1_26_14	K04488
vamb.spades.1_26_15	K04487
vamb.spades.1_26_17	K07478
vamb.spades.1_26_18	K22132
vamb.spades.1_26_20	K01876
vamb.spades.1_26_21	K01892
vamb.spades.1_26_22	K07533
vamb.spades.1_26_25	K07560
vamb.spades.1_26_26	K00951
vamb.spades.1_26_27	K00759
vamb.spades.1_26_28	K07462
vamb.spades.1_26_29	K00760
vamb.spades.1_26_30	K09163
vamb.spades.1_26_34	K03210
vamb.spades.1_26_35	K00773
vamb.spades.1_26_36	K07568
vamb.spades.1_26_38	K03093
vamb.spades.1_26_39	K03595
vamb.spades.1_26_40	K01489
vamb.spades.1_26_41	K00887
vamb.spades.1_26_41	K00901

vamb.spades.1_26_42	K07042
vamb.spades.1_26_43	K07037
vamb.spades.1_26_44	K06217
vamb.spades.1_26_45	K06438
vamb.spades.1_26_49	K07403
vamb.spades.1_26_50	K02970
vamb.spades.1_26_51	K02503
vamb.spades.1_26_52	K18707
vamb.spades.1_26_53	K09761
vamb.spades.1_26_54	K02687
vamb.spades.1_26_55	K03686
vamb.spades.1_26_56	K04043
vamb.spades.1_26_57	K03687
vamb.spades.1_26_58	K03705
vamb.spades.1_26_60	K03596
vamb.spades.1_26_61	K03980
vamb.spades.1_26_62	K06385
vamb.spades.1_26_64	K06012
vamb.spades.1_26_65	K02968
vamb.spades.1_26_66	K02340
vamb.spades.1_26_67	K02238
vamb.spades.1_26_68	K02237
vamb.spades.1_26_69	K03617
vamb.spades.1_26_70	K03613
vamb.spades.1_26_71	K03614
vamb.spades.1_26_72	K03615
