metabat2.spades.25_1_1	K00973
metabat2.spades.25_1_205	K01081
metabat2.spades.25_1_205	K01119

metabat2.spades.25_2_3	K01990
metabat2.spades.25_2_3	K16907

metabat2.spades.25_2_6	K03186
metabat2.spades.25_2_7	K21903
metabat2.spades.25_2_8	K01534
metabat2.spades.25_2_9	K00754
metabat2.spades.25_2_10	K06877
metabat2.spades.25_2_11	K07502
metabat2.spades.25_2_14	K22227
metabat2.spades.25_2_15	K01996
metabat2.spades.25_2_16	K01995
metabat2.spades.25_2_17	K01998
metabat2.spades.25_2_18	K01997
metabat2.spades.25_2_19	K01999
metabat2.spades.25_2_20	K00797
metabat2.spades.25_2_21	K03638
metabat2.spades.25_2_23	K01258
metabat2.spades.25_2_26	K01883
metabat2.spades.25_2_26	K02533
metabat2.spades.25_2_26	K08281
metabat2.spades.25_2_26	K15396

metabat2.spades.25_2_29	K02016
metabat2.spades.25_2_30	K02013
metabat2.spades.25_2_31	K02015
metabat2.spades.25_2_32	K02015
metabat2.spades.25_2_33	K21701
metabat2.spades.25_2_34	K00343
metabat2.spades.25_2_35	K00341
metabat2.spades.25_2_35	K05565

metabat2.spades.25_2_36	K00340
metabat2.spades.25_2_36	K05576

metabat2.spades.25_2_37	K00339
metabat2.spades.25_2_38	K00338
metabat2.spades.25_2_39	K00337
metabat2.spades.25_2_40	K00336
metabat2.spades.25_2_40	K05299

metabat2.spades.25_2_41	K00335
metabat2.spades.25_2_42	K00334
metabat2.spades.25_2_43	K00333
metabat2.spades.25_2_44	K00332
metabat2.spades.25_2_45	K00331
metabat2.spades.25_2_46	K00330
metabat2.spades.25_2_47	K07258
metabat2.spades.25_2_49	K08281
metabat2.spades.25_2_50	K01893
metabat2.spades.25_2_57	K06045
metabat2.spades.25_2_60	K02160
metabat2.spades.25_2_64	K17836
metabat2.spades.25_2_65	K01308
metabat2.spades.25_2_66	K16788
metabat2.spades.25_2_67	K03179
metabat2.spades.25_2_68	K03182
metabat2.spades.25_2_68	K16239

metabat2.spades.25_2_69	K03466
metabat2.spades.25_2_70	K03711
metabat2.spades.25_2_72	K01358
metabat2.spades.25_2_74	K12574
metabat2.spades.25_2_80	K01714
metabat2.spades.25_2_81	K00928
metabat2.spades.25_2_82	K00133
metabat2.spades.25_2_83	K06411
metabat2.spades.25_2_84	K06410
metabat2.spades.25_2_85	K00215
metabat2.spades.25_2_86	K03409
metabat2.spades.25_2_87	K00575
metabat2.spades.25_2_88	K03412
metabat2.spades.25_2_89	K03413
metabat2.spades.25_2_90	K03411
metabat2.spades.25_2_91	K03410
metabat2.spades.25_2_92	K03407
metabat2.spades.25_2_93	K03407
metabat2.spades.25_2_94	K03408
metabat2.spades.25_2_95	K03408
metabat2.spades.25_2_97	K01520
metabat2.spades.25_2_99	K00962
metabat2.spades.25_2_101	K03088
metabat2.spades.25_2_102	K02956
metabat2.spades.25_2_103	K06183
metabat2.spades.25_2_104	K11753
metabat2.spades.25_2_105	K03177
metabat2.spades.25_2_106	K06881
metabat2.spades.25_2_107	K02834
metabat2.spades.25_2_108	K02519
metabat2.spades.25_2_109	K07590
metabat2.spades.25_2_109	K07742

metabat2.spades.25_2_110	K07742
metabat2.spades.25_2_111	K02600
metabat2.spades.25_2_112	K09748
metabat2.spades.25_2_114	K05521
metabat2.spades.25_2_117	K03800
metabat2.spades.25_2_118	K03763
metabat2.spades.25_2_119	K07507
metabat2.spades.25_2_121	K09819
metabat2.spades.25_2_121	K11709
metabat2.spades.25_2_121	K19976

metabat2.spades.25_2_122	K11708
metabat2.spades.25_2_123	K09817
metabat2.spades.25_2_123	K09820
metabat2.spades.25_2_123	K11710
metabat2.spades.25_2_123	K19973

metabat2.spades.25_2_124	K11707
metabat2.spades.25_2_126	K07001
metabat2.spades.25_2_134	K07052
metabat2.spades.25_2_135	K08217
metabat2.spades.25_2_136	K01881
metabat2.spades.25_2_139	K03526
metabat2.spades.25_2_140	K11749
metabat2.spades.25_2_141	K00099
metabat2.spades.25_2_143	K00981
metabat2.spades.25_2_144	K00806
metabat2.spades.25_2_146	K02838
metabat2.spades.25_2_147	K09903
metabat2.spades.25_2_148	K02357
metabat2.spades.25_2_149	K02967
metabat2.spades.25_2_153	K09749
metabat2.spades.25_2_155	K02385
metabat2.spades.25_2_156	K03706
metabat2.spades.25_2_157	K03733
metabat2.spades.25_2_157	K04763

metabat2.spades.25_2_158	K04094
metabat2.spades.25_2_159	K03168
metabat2.spades.25_2_160	K04096
metabat2.spades.25_2_164	K07391
metabat2.spades.25_2_165	K07460
metabat2.spades.25_2_166	K03470
metabat2.spades.25_2_167	K14540
metabat2.spades.25_2_168	K03100
metabat2.spades.25_2_169	K02884
metabat2.spades.25_2_170	K00554
metabat2.spades.25_2_171	K02860
metabat2.spades.25_2_173	K06960
metabat2.spades.25_2_174	K02959
metabat2.spades.25_2_175	K03106
metabat2.spades.25_2_176	K09787
metabat2.spades.25_2_183	K03110
metabat2.spades.25_2_185	K03529
metabat2.spades.25_2_186	K06416
metabat2.spades.25_2_187	K03685
metabat2.spades.25_2_188	K02078
metabat2.spades.25_2_189	K00059
metabat2.spades.25_2_190	K00645
metabat2.spades.25_2_192	K00648
metabat2.spades.25_2_193	K03621
metabat2.spades.25_2_200	K02911
metabat2.spades.25_2_201	K07040
metabat2.spades.25_2_202	K07177
metabat2.spades.25_2_204	K00954
metabat2.spades.25_2_205	K08316
metabat2.spades.25_2_207	K07318
metabat2.spades.25_2_208	K00571
metabat2.spades.25_2_209	K06012
metabat2.spades.25_2_210	K06418
metabat2.spades.25_2_210	K06419
metabat2.spades.25_2_210	K06420
metabat2.spades.25_2_210	K06421

metabat2.spades.25_2_211	K06418
metabat2.spades.25_2_211	K06419
metabat2.spades.25_2_211	K06420
metabat2.spades.25_2_211	K06421

metabat2.spades.25_2_212	K06418
metabat2.spades.25_2_212	K06419
metabat2.spades.25_2_212	K06420
metabat2.spades.25_2_212	K06421

metabat2.spades.25_2_215	K06147
metabat2.spades.25_2_216	K06147
metabat2.spades.25_2_217	K03340
metabat2.spades.25_3_1	K03800
metabat2.spades.25_3_6	K03483
metabat2.spades.25_3_8	K07048
metabat2.spades.25_3_11	K02257
metabat2.spades.25_3_15	K01420
metabat2.spades.25_3_19	K01990
metabat2.spades.25_3_20	K01990
metabat2.spades.25_3_21	K01992
metabat2.spades.25_3_23	K02217
metabat2.spades.25_3_26	K00354
metabat2.spades.25_3_27	K06213
metabat2.spades.25_3_28	K01175
metabat2.spades.25_3_29	K06306
metabat2.spades.25_3_30	K19955
metabat2.spades.25_3_31	K03595
metabat2.spades.25_3_32	K01489
metabat2.spades.25_3_33	K00887
metabat2.spades.25_3_33	K00901

metabat2.spades.25_3_34	K01489
metabat2.spades.25_3_34	K07042

metabat2.spades.25_3_35	K07037
metabat2.spades.25_3_36	K06217
metabat2.spades.25_3_37	K06438
metabat2.spades.25_3_39	K07282
metabat2.spades.25_3_41	K04567
metabat2.spades.25_3_43	K07335
metabat2.spades.25_3_44	K02056
metabat2.spades.25_3_45	K02057
metabat2.spades.25_3_46	K02057
metabat2.spades.25_3_47	K01251
metabat2.spades.25_3_48	K00943
metabat2.spades.25_3_48	K08217
metabat2.spades.25_3_48	K18833

metabat2.spades.25_3_52	K07403
metabat2.spades.25_3_56	K02572
metabat2.spades.25_3_56	K02573

metabat2.spades.25_3_57	K09117
metabat2.spades.25_3_58	K02970
metabat2.spades.25_3_59	K02503
metabat2.spades.25_3_60	K01921
metabat2.spades.25_3_64	K09761
metabat2.spades.25_3_65	K02687
metabat2.spades.25_3_67	K03686
metabat2.spades.25_3_67	K05516

metabat2.spades.25_3_68	K04043
metabat2.spades.25_3_69	K03687
metabat2.spades.25_3_70	K03705
metabat2.spades.25_3_71	K01951
metabat2.spades.25_3_72	K00760
metabat2.spades.25_3_78	K03752
metabat2.spades.25_3_78	K13818

metabat2.spades.25_3_80	K11618
metabat2.spades.25_3_81	K02028
metabat2.spades.25_3_81	K09972
metabat2.spades.25_3_81	K10041

metabat2.spades.25_3_82	K10039
metabat2.spades.25_3_83	K10040
metabat2.spades.25_3_84	K09971
metabat2.spades.25_3_84	K10040

metabat2.spades.25_3_85	K13274
metabat2.spades.25_3_85	K14645

metabat2.spades.25_3_86	K13274
metabat2.spades.25_3_86	K14645

metabat2.spades.25_3_88	K01755
metabat2.spades.25_3_89	K18446
metabat2.spades.25_3_92	K03596
metabat2.spades.25_3_93	K06385
metabat2.spades.25_3_94	K03624
metabat2.spades.25_3_97	K08972
metabat2.spades.25_3_98	K02968
metabat2.spades.25_3_99	K02340
metabat2.spades.25_3_101	K02238
metabat2.spades.25_3_103	K02010
metabat2.spades.25_3_103	K11072

metabat2.spades.25_3_104	K11071
metabat2.spades.25_3_105	K11070
metabat2.spades.25_3_106	K11069
metabat2.spades.25_3_106	K11070

metabat2.spades.25_3_110	K03924
metabat2.spades.25_3_112	K06384
metabat2.spades.25_3_114	K01151
metabat2.spades.25_3_117	K02237
metabat2.spades.25_3_118	K04065
metabat2.spades.25_3_119	K04561
metabat2.spades.25_3_120	K06147
metabat2.spades.25_3_121	K06147
metabat2.spades.25_3_123	K01821
metabat2.spades.25_3_125	K01869
metabat2.spades.25_3_127	K03308
metabat2.spades.25_3_128	K01667
metabat2.spades.25_3_129	K01667
metabat2.spades.25_3_130	K06714
metabat2.spades.25_3_131	K05366
metabat2.spades.25_3_132	K09710
metabat2.spades.25_3_134	K00969
metabat2.spades.25_3_135	K00969
metabat2.spades.25_3_136	K07574
metabat2.spades.25_3_137	K03979
metabat2.spades.25_3_138	K02899
metabat2.spades.25_3_139	K07584
metabat2.spades.25_3_140	K02888
metabat2.spades.25_3_142	K00111
metabat2.spades.25_3_143	K08301
metabat2.spades.25_3_147	K06402
metabat2.spades.25_3_148	K01611
metabat2.spades.25_3_150	K06423
metabat2.spades.25_3_156	K02483
metabat2.spades.25_3_156	K07669

metabat2.spades.25_3_157	K00382
metabat2.spades.25_3_158	K00627
metabat2.spades.25_3_158	K09699

metabat2.spades.25_3_159	K00162
metabat2.spades.25_3_160	K00161
metabat2.spades.25_3_160	K21416

metabat2.spades.25_3_162	K13292
metabat2.spades.25_3_166	K00329
metabat2.spades.25_3_166	K00356

metabat2.spades.25_3_172	K02283
metabat2.spades.25_3_173	K12510
metabat2.spades.25_3_174	K12511
metabat2.spades.25_3_175	K02651
metabat2.spades.25_3_178	K12511
metabat2.spades.25_3_179	K12510
metabat2.spades.25_3_180	K02283
metabat2.spades.25_3_181	K02282
metabat2.spades.25_3_181	K04562

metabat2.spades.25_3_182	K02279
metabat2.spades.25_3_185	K05772
metabat2.spades.25_3_186	K05772
metabat2.spades.25_3_187	K05773
metabat2.spades.25_3_188	K06857
metabat2.spades.25_3_189	K03100
metabat2.spades.25_3_191	K03608
metabat2.spades.25_3_192	K03609
metabat2.spades.25_3_193	K03610
metabat2.spades.25_3_194	K03571
metabat2.spades.25_3_195	K03570
metabat2.spades.25_3_196	K03569
metabat2.spades.25_3_197	K03630
metabat2.spades.25_3_198	K06287
metabat2.spades.25_3_201	K11754
metabat2.spades.25_3_202	K01873
metabat2.spades.25_3_205	K03406
metabat2.spades.25_4_2	K07642
metabat2.spades.25_4_3	K07814
metabat2.spades.25_4_8	K02337
metabat2.spades.25_4_8	K14162

metabat2.spades.25_4_10	K08282
metabat2.spades.25_4_13	K09138
metabat2.spades.25_4_14	K09138
metabat2.spades.25_4_15	K02013
metabat2.spades.25_4_15	K09820

metabat2.spades.25_4_16	K02015
metabat2.spades.25_4_17	K02016
metabat2.spades.25_4_18	K03406
metabat2.spades.25_4_18	K07673
metabat2.spades.25_4_18	K07675

metabat2.spades.25_4_19	K07696
metabat2.spades.25_4_19	K11624

metabat2.spades.25_4_20	K01990
metabat2.spades.25_4_21	K01992
metabat2.spades.25_4_22	K00294
metabat2.spades.25_4_23	K00318
metabat2.spades.25_4_24	K01750
metabat2.spades.25_4_25	K01996
metabat2.spades.25_4_26	K01995
metabat2.spades.25_4_27	K01998
metabat2.spades.25_4_28	K01997
metabat2.spades.25_4_29	K01997
metabat2.spades.25_4_31	K00426
metabat2.spades.25_4_32	K00425
metabat2.spades.25_4_33	K04487
metabat2.spades.25_4_43	K09001
metabat2.spades.25_4_45	K02033
metabat2.spades.25_4_46	K02034
metabat2.spades.25_4_47	K02031
metabat2.spades.25_4_48	K02032
metabat2.spades.25_4_51	K02035
metabat2.spades.25_4_55	K06147
metabat2.spades.25_4_56	K06147
metabat2.spades.25_4_57	K03406
metabat2.spades.25_4_58	K03574
metabat2.spades.25_4_60	K02443
metabat2.spades.25_4_61	K00537
metabat2.spades.25_4_61	K16509

metabat2.spades.25_4_62	K01040
metabat2.spades.25_4_63	K01039
metabat2.spades.25_4_65	K03299
metabat2.spades.25_4_67	K01687
metabat2.spades.25_4_69	K04073
metabat2.spades.25_4_70	K01617
metabat2.spades.25_4_70	K02554

metabat2.spades.25_4_79	K01897
metabat2.spades.25_4_81	K07250
metabat2.spades.25_4_85	K00798
metabat2.spades.25_4_86	K03657
metabat2.spades.25_4_87	K07025
metabat2.spades.25_4_88	K01046
metabat2.spades.25_4_89	K02003
metabat2.spades.25_4_90	K02004
metabat2.spades.25_4_91	K02564
metabat2.spades.25_4_92	K01443
metabat2.spades.25_4_93	K07106
metabat2.spades.25_4_95	K00845
metabat2.spades.25_4_97	K07098
metabat2.spades.25_4_98	K02031
metabat2.spades.25_4_98	K02032
metabat2.spades.25_4_98	K15583

metabat2.spades.25_4_99	K02031
metabat2.spades.25_4_99	K02032
metabat2.spades.25_4_99	K15583

metabat2.spades.25_4_101	K06967
metabat2.spades.25_4_104	K01637
metabat2.spades.25_4_105	K01638
metabat2.spades.25_4_106	K02001
metabat2.spades.25_4_107	K02002
metabat2.spades.25_4_108	K02000
metabat2.spades.25_4_109	K03086
metabat2.spades.25_4_110	K02316
metabat2.spades.25_4_111	K01006
metabat2.spades.25_4_112	K09773
metabat2.spades.25_4_113	K00627
metabat2.spades.25_4_113	K09699

metabat2.spades.25_4_114	K00166
metabat2.spades.25_4_115	K17840
metabat2.spades.25_4_117	K01657
metabat2.spades.25_4_117	K13503

metabat2.spades.25_4_118	K01912
metabat2.spades.25_4_120	K00059
metabat2.spades.25_4_122	K01879
metabat2.spades.25_4_123	K01878
metabat2.spades.25_4_126	K02034
metabat2.spades.25_4_127	K02033
metabat2.spades.25_4_128	K02034
metabat2.spades.25_4_129	K02034
metabat2.spades.25_4_130	K02033
metabat2.spades.25_4_131	K03584
metabat2.spades.25_4_134	K01619
metabat2.spades.25_5_4	K15975
metabat2.spades.25_5_5	K06999
metabat2.spades.25_5_6	K02454
metabat2.spades.25_5_6	K02652

metabat2.spades.25_5_7	K02653
metabat2.spades.25_5_8	K02456
metabat2.spades.25_5_8	K02650

metabat2.spades.25_5_12	K02662
metabat2.spades.25_5_19	K08966
metabat2.spades.25_5_22	K03116
metabat2.spades.25_5_24	K04767
metabat2.spades.25_5_25	K06180
metabat2.spades.25_5_26	K16048
metabat2.spades.25_5_27	K14161
metabat2.spades.25_5_29	K14162
metabat2.spades.25_5_31	K02076
metabat2.spades.25_5_31	K03711

metabat2.spades.25_5_32	K09815
metabat2.spades.25_5_33	K09817
metabat2.spades.25_5_34	K09816
metabat2.spades.25_5_39	K03406
metabat2.spades.25_5_40	K00060
metabat2.spades.25_5_41	K00639
metabat2.spades.25_5_42	K19225
metabat2.spades.25_5_43	K03786
metabat2.spades.25_5_44	K01262
metabat2.spades.25_5_44	K01271

metabat2.spades.25_5_45	K02356
metabat2.spades.25_5_47	K06390
metabat2.spades.25_5_48	K06391
metabat2.spades.25_5_49	K06392
metabat2.spades.25_5_50	K06393
metabat2.spades.25_5_51	K06394
metabat2.spades.25_5_52	K06395
metabat2.spades.25_5_53	K06396
metabat2.spades.25_5_54	K06397
metabat2.spades.25_5_56	K22278
metabat2.spades.25_5_60	K03625
metabat2.spades.25_5_61	K01409
metabat2.spades.25_5_62	K01491
metabat2.spades.25_5_63	K03601
metabat2.spades.25_5_64	K03602
metabat2.spades.25_5_65	K13789
metabat2.spades.25_5_67	K01662
metabat2.spades.25_5_68	K06442
metabat2.spades.25_5_72	K00858
metabat2.spades.25_5_73	K03402
metabat2.spades.25_5_74	K03631
metabat2.spades.25_5_75	K06399
metabat2.spades.25_5_76	K07699
metabat2.spades.25_5_77	K06714
metabat2.spades.25_5_78	K00263
metabat2.spades.25_5_79	K00929
metabat2.spades.25_5_80	K00634
metabat2.spades.25_5_81	K00263
metabat2.spades.25_5_82	K00929
metabat2.spades.25_5_83	K01515
metabat2.spades.25_5_85	K06384
metabat2.spades.25_5_86	K00259
metabat2.spades.25_5_87	K04763
metabat2.spades.25_5_88	K01839
metabat2.spades.25_5_93	K01990
metabat2.spades.25_5_93	K16907

metabat2.spades.25_5_94	K07258
metabat2.spades.25_5_95	K04749
metabat2.spades.25_5_95	K06378

metabat2.spades.25_5_96	K06379
metabat2.spades.25_5_97	K03090
metabat2.spades.25_5_97	K03091

metabat2.spades.25_5_99	K06407
metabat2.spades.25_5_100	K01586
metabat2.spades.25_5_101	K02005
metabat2.spades.25_5_101	K13408

metabat2.spades.25_5_102	K02004
metabat2.spades.25_5_103	K01589
metabat2.spades.25_5_104	K01588
metabat2.spades.25_5_105	K00970
metabat2.spades.25_5_105	K00974

metabat2.spades.25_5_107	K05896
metabat2.spades.25_5_108	K06024
metabat2.spades.25_5_109	K07025
metabat2.spades.25_5_112	K10979
metabat2.spades.25_5_113	K01971
metabat2.spades.25_5_113	K10747

metabat2.spades.25_5_115	K01971
metabat2.spades.25_5_116	K09386
metabat2.spades.25_5_119	K03406
metabat2.spades.25_5_122	K06373
metabat2.spades.25_5_123	K06374
metabat2.spades.25_5_126	K06178
metabat2.spades.25_5_126	K06183

metabat2.spades.25_5_129	K18682
metabat2.spades.25_5_131	K09769
metabat2.spades.25_5_132	K06416
metabat2.spades.25_5_133	K01273
metabat2.spades.25_5_134	K01255
metabat2.spades.25_5_135	K07053
metabat2.spades.25_5_138	K03924
metabat2.spades.25_5_146	K07586
metabat2.spades.25_5_147	K00384
metabat2.spades.25_5_148	K07304
metabat2.spades.25_5_148	K12267

metabat2.spades.25_5_149	K06168
metabat2.spades.25_5_151	K03555
metabat2.spades.25_5_153	K13993
metabat2.spades.25_5_154	K03298
metabat2.spades.25_5_155	K01834
metabat2.spades.25_5_155	K15640

metabat2.spades.25_5_157	K03572
metabat2.spades.25_5_158	K00791
metabat2.spades.25_5_159	K03666
metabat2.spades.25_6_1	K03636
metabat2.spades.25_6_3	K03738
metabat2.spades.25_6_4	K12139
metabat2.spades.25_6_5	K12137
metabat2.spades.25_6_10	K12141
metabat2.spades.25_6_12	K08315
metabat2.spades.25_6_13	K04651
metabat2.spades.25_6_14	K04652
metabat2.spades.25_6_15	K04656
metabat2.spades.25_6_16	K04653
metabat2.spades.25_6_17	K04654
metabat2.spades.25_6_18	K04655
metabat2.spades.25_6_19	K07448
metabat2.spades.25_6_21	K00015
metabat2.spades.25_6_24	K02003
metabat2.spades.25_6_25	K02004
metabat2.spades.25_6_25	K11636

metabat2.spades.25_6_27	K00336
metabat2.spades.25_6_27	K18332

metabat2.spades.25_6_28	K00335
metabat2.spades.25_6_28	K18331

metabat2.spades.25_6_29	K00334
metabat2.spades.25_6_29	K18330

metabat2.spades.25_6_31	K03409
metabat2.spades.25_6_32	K01992
metabat2.spades.25_6_33	K01992
metabat2.spades.25_6_34	K03753
metabat2.spades.25_6_34	K13818

metabat2.spades.25_6_35	K03750
metabat2.spades.25_6_36	K06382
metabat2.spades.25_6_37	K04075
metabat2.spades.25_6_38	K03798
metabat2.spades.25_6_42	K01745
metabat2.spades.25_6_43	K01712
metabat2.spades.25_6_44	K00603
metabat2.spades.25_6_44	K01746

metabat2.spades.25_6_45	K01468
metabat2.spades.25_6_47	K01938
metabat2.spades.25_6_48	K00796
metabat2.spades.25_6_49	K01633
metabat2.spades.25_6_50	K00950
metabat2.spades.25_6_50	K13940

metabat2.spades.25_6_51	K00767
metabat2.spades.25_6_52	K03525
metabat2.spades.25_6_53	K03525
metabat2.spades.25_6_55	K03635
metabat2.spades.25_6_55	K21142

metabat2.spades.25_6_56	K08999
metabat2.spades.25_6_57	K00830
metabat2.spades.25_6_59	K00241
metabat2.spades.25_6_60	K00239
metabat2.spades.25_6_60	K00244

metabat2.spades.25_6_61	K00240
metabat2.spades.25_6_63	K05837
metabat2.spades.25_6_65	K01465
metabat2.spades.25_6_65	K06015

metabat2.spades.25_6_68	K03737
metabat2.spades.25_6_69	K00681
metabat2.spades.25_6_72	K01681
metabat2.spades.25_6_73	K11623
metabat2.spades.25_6_78	K05540
metabat2.spades.25_6_79	K03624
metabat2.spades.25_6_83	K00404
metabat2.spades.25_6_84	K00405
metabat2.spades.25_6_88	K00412
metabat2.spades.25_6_88	K02635

metabat2.spades.25_6_90	K02636
metabat2.spades.25_6_95	K01091
metabat2.spades.25_6_95	K06019

metabat2.spades.25_6_96	K02355
metabat2.spades.25_6_99	K06969
metabat2.spades.25_6_100	K03708
metabat2.spades.25_6_101	K19411
metabat2.spades.25_6_102	K19405
metabat2.spades.25_6_103	K03696
metabat2.spades.25_6_104	K07112
metabat2.spades.25_6_107	K03856
metabat2.spades.25_6_107	K04516

metabat2.spades.25_6_108	K04485
metabat2.spades.25_6_109	K07067
metabat2.spades.25_6_111	K07736
metabat2.spades.25_6_113	K00991
metabat2.spades.25_6_114	K01770
metabat2.spades.25_6_114	K12506

metabat2.spades.25_6_115	K00640
metabat2.spades.25_6_116	K01883
metabat2.spades.25_6_117	K11145
metabat2.spades.25_6_118	K00560
metabat2.spades.25_6_119	K00287
metabat2.spades.25_6_120	K03218
metabat2.spades.25_6_122	K03091
metabat2.spades.25_6_125	K07150
metabat2.spades.25_6_126	K18967
