vamb.megahit.77_1_1	K06385
vamb.megahit.77_2_112	K01258
vamb.megahit.77_2_113	K03216
vamb.megahit.77_2_114	K03409
vamb.megahit.77_2_115	K03716
vamb.megahit.77_2_116	K06407
vamb.megahit.77_2_117	K06407
vamb.megahit.77_2_118	K06406
vamb.megahit.77_2_119	K06405
vamb.megahit.77_2_121	K03091
vamb.megahit.77_2_122	K06379
vamb.megahit.77_2_123	K06378
vamb.megahit.77_2_124	K11189
vamb.megahit.77_2_125	K09762
vamb.megahit.77_2_128	K06958
vamb.megahit.77_2_129	K00075
vamb.megahit.77_2_130	K04477
vamb.megahit.77_2_131	K06023
vamb.megahit.77_2_132	K15987
vamb.megahit.77_2_133	K00261
vamb.megahit.77_2_133	K00262

vamb.megahit.77_2_134	K00266
vamb.megahit.77_2_135	K00528
vamb.megahit.77_2_135	K16951

vamb.megahit.77_2_136	K00297
vamb.megahit.77_2_139	K09157
vamb.megahit.77_2_140	K07166
vamb.megahit.77_2_141	K01567
vamb.megahit.77_2_142	K06402
vamb.megahit.77_2_143	K21471
vamb.megahit.77_2_145	K01734
vamb.megahit.77_2_146	K03608
vamb.megahit.77_2_147	K03609
vamb.megahit.77_2_148	K03610
vamb.megahit.77_2_149	K05515
vamb.megahit.77_2_150	K03571
vamb.megahit.77_2_151	K03570
vamb.megahit.77_2_152	K03569
vamb.megahit.77_2_153	K03630
vamb.megahit.77_2_154	K06287
vamb.megahit.77_2_156	K07814
vamb.megahit.77_2_159	K07027
vamb.megahit.77_2_161	K01893
vamb.megahit.77_2_162	K21900
vamb.megahit.77_2_163	K01572
vamb.megahit.77_2_166	K03324
vamb.megahit.77_2_167	K03308
vamb.megahit.77_2_169	K00031
vamb.megahit.77_2_172	K07001
vamb.megahit.77_2_174	K03182
vamb.megahit.77_2_174	K16239

vamb.megahit.77_2_175	K03179
vamb.megahit.77_2_176	K03186
vamb.megahit.77_2_177	K02051
vamb.megahit.77_2_178	K02049
vamb.megahit.77_2_179	K02050
vamb.megahit.77_2_180	K16785
vamb.megahit.77_2_181	K16786
vamb.megahit.77_2_181	K16787

vamb.megahit.77_2_182	K16786
vamb.megahit.77_2_184	K01912
vamb.megahit.77_2_185	K00180
vamb.megahit.77_2_186	K00179
vamb.megahit.77_2_187	K04069
vamb.megahit.77_2_191	K00656
vamb.megahit.77_2_192	K00656
vamb.megahit.77_2_192	K20038

vamb.megahit.77_2_196	K07238
vamb.megahit.77_2_198	K19955
vamb.megahit.77_2_203	K03466
vamb.megahit.77_2_205	K07216
vamb.megahit.77_2_208	K02028
vamb.megahit.77_2_209	K02029
vamb.megahit.77_2_210	K02030
vamb.megahit.77_2_211	K07045
vamb.megahit.77_2_214	K06518
vamb.megahit.77_2_215	K02103
vamb.megahit.77_2_217	K07088
vamb.megahit.77_2_218	K00027
vamb.megahit.77_3_2	K00844
vamb.megahit.77_3_3	K03710
vamb.megahit.77_3_4	K10439
vamb.megahit.77_3_5	K10441
vamb.megahit.77_3_6	K10440
vamb.megahit.77_3_7	K10440
vamb.megahit.77_3_9	K00963
vamb.megahit.77_3_11	K07138
vamb.megahit.77_3_16	K02372
vamb.megahit.77_3_17	K01924
vamb.megahit.77_3_18	K09685
vamb.megahit.77_3_19	K06412
vamb.megahit.77_3_20	K04042
vamb.megahit.77_3_21	K00948
vamb.megahit.77_3_22	K01056
vamb.megahit.77_3_23	K03723
vamb.megahit.77_3_24	K07533
vamb.megahit.77_3_25	K04769
vamb.megahit.77_4_2	K03406
vamb.megahit.77_4_7	K07238
vamb.megahit.77_4_8	K01534
vamb.megahit.77_4_9	K21903
vamb.megahit.77_4_11	K03737
vamb.megahit.77_4_15	K01572
vamb.megahit.77_4_16	K00948
vamb.megahit.77_4_18	K01447
vamb.megahit.77_4_19	K02238
vamb.megahit.77_4_20	K02340
vamb.megahit.77_4_21	K02968
vamb.megahit.77_4_26	K07718
vamb.megahit.77_4_27	K07718
vamb.megahit.77_4_28	K07720
vamb.megahit.77_4_29	K02058
vamb.megahit.77_4_33	K02058
vamb.megahit.77_4_34	K02056
vamb.megahit.77_4_34	K10441

vamb.megahit.77_4_35	K02056
vamb.megahit.77_4_35	K10441

vamb.megahit.77_4_36	K02057
vamb.megahit.77_4_37	K02057
vamb.megahit.77_4_38	K02057
vamb.megahit.77_4_39	K07718
vamb.megahit.77_4_40	K03406
vamb.megahit.77_4_42	K00966
vamb.megahit.77_4_42	K16881

vamb.megahit.77_4_48	K01567
vamb.megahit.77_4_50	K06438
vamb.megahit.77_4_51	K06217
vamb.megahit.77_4_52	K07037
vamb.megahit.77_4_53	K01489
vamb.megahit.77_4_53	K07042

vamb.megahit.77_4_54	K00887
vamb.megahit.77_4_54	K00901

vamb.megahit.77_4_55	K01489
vamb.megahit.77_4_56	K03595
vamb.megahit.77_4_58	K03584
vamb.megahit.77_4_61	K00928
vamb.megahit.77_4_62	K00215
vamb.megahit.77_4_63	K01714
vamb.megahit.77_4_64	K00133
vamb.megahit.77_4_65	K06381
vamb.megahit.77_4_66	K07568
vamb.megahit.77_4_67	K00773
vamb.megahit.77_4_68	K03210
vamb.megahit.77_5_1	K02884
vamb.megahit.77_5_2	K03100
vamb.megahit.77_5_3	K14540
vamb.megahit.77_5_4	K03470
vamb.megahit.77_5_6	K04061
vamb.megahit.77_5_7	K07460
vamb.megahit.77_5_8	K01273
vamb.megahit.77_5_10	K03716
vamb.megahit.77_5_13	K01756
vamb.megahit.77_5_14	K03710
vamb.megahit.77_5_19	K03733
vamb.megahit.77_5_19	K04763

vamb.megahit.77_5_22	K02431
vamb.megahit.77_5_24	K04486
vamb.megahit.77_5_25	K00566
vamb.megahit.77_5_26	K04488
vamb.megahit.77_5_27	K04487
vamb.megahit.77_5_29	K01599
vamb.megahit.77_5_32	K02057
vamb.megahit.77_5_32	K10440

vamb.megahit.77_5_33	K02056
vamb.megahit.77_5_34	K02058
vamb.megahit.77_5_34	K10439

vamb.megahit.77_5_35	K10439
vamb.megahit.77_5_36	K07718
vamb.megahit.77_5_37	K07720
vamb.megahit.77_5_40	K07478
vamb.megahit.77_5_42	K04771
vamb.megahit.77_5_43	K00600
vamb.megahit.77_5_44	K04655
vamb.megahit.77_5_45	K18346
vamb.megahit.77_5_46	K03151
vamb.megahit.77_5_47	K04487
vamb.megahit.77_5_50	K01356
vamb.megahit.77_5_51	K03666
vamb.megahit.77_5_52	K00791
vamb.megahit.77_5_53	K03572
vamb.megahit.77_5_54	K03555
vamb.megahit.77_5_55	K06168
vamb.megahit.77_6_1	K20276
vamb.megahit.77_6_3	K03744
vamb.megahit.77_6_6	K03088
vamb.megahit.77_7_2	K06871
vamb.megahit.77_7_5	K09163
vamb.megahit.77_7_6	K03072
vamb.megahit.77_7_6	K12257

vamb.megahit.77_7_7	K03074
vamb.megahit.77_8_1	K00170
vamb.megahit.77_8_2	K00169
vamb.megahit.77_8_3	K00171
vamb.megahit.77_8_4	K00172
vamb.megahit.77_8_5	K06317
vamb.megahit.77_8_8	K18346
vamb.megahit.77_8_11	K02342
vamb.megahit.77_8_11	K03763

vamb.megahit.77_8_12	K01875
vamb.megahit.77_8_15	K03497
vamb.megahit.77_8_16	K03496
vamb.megahit.77_8_18	K02470
vamb.megahit.77_8_20	K03629
vamb.megahit.77_8_21	K14761
vamb.megahit.77_8_22	K02338
vamb.megahit.77_8_23	K02313
vamb.megahit.77_8_24	K03536
vamb.megahit.77_8_25	K03217
vamb.megahit.77_8_26	K06346
vamb.megahit.77_8_27	K03650
vamb.megahit.77_8_28	K03495
vamb.megahit.77_8_29	K03501
vamb.megahit.77_8_30	K03497
vamb.megahit.77_8_31	K02469
vamb.megahit.77_9_5	K03308
vamb.megahit.77_9_7	K03406
vamb.megahit.77_10_1	K07491
vamb.megahit.77_10_3	K03708
vamb.megahit.77_10_4	K19411
vamb.megahit.77_10_5	K19405
vamb.megahit.77_10_6	K03695
vamb.megahit.77_10_6	K03696

vamb.megahit.77_10_10	K04485
vamb.megahit.77_10_12	K07736
vamb.megahit.77_10_14	K00991
vamb.megahit.77_10_14	K21030

vamb.megahit.77_10_15	K01770
vamb.megahit.77_10_15	K12506

vamb.megahit.77_10_16	K01881
vamb.megahit.77_10_18	K06179
vamb.megahit.77_10_25	K10914
vamb.megahit.77_10_25	K21563

vamb.megahit.77_10_26	K02443
vamb.megahit.77_10_27	K00111
vamb.megahit.77_10_29	K00096
vamb.megahit.77_10_30	K01101
vamb.megahit.77_10_30	K02566

vamb.megahit.77_10_32	K00864
vamb.megahit.77_10_33	K01483
vamb.megahit.77_10_36	K09988
vamb.megahit.77_10_37	K00009
vamb.megahit.77_10_40	K07718
vamb.megahit.77_10_41	K07720
vamb.megahit.77_10_42	K10439
vamb.megahit.77_10_45	K02027
vamb.megahit.77_10_45	K10117

vamb.megahit.77_10_46	K02025
vamb.megahit.77_10_47	K02026
vamb.megahit.77_10_47	K17317

vamb.megahit.77_10_48	K01599
vamb.megahit.77_10_51	K02027
vamb.megahit.77_10_52	K02025
vamb.megahit.77_10_53	K02026
vamb.megahit.77_10_55	K00847
vamb.megahit.77_10_56	K06959
vamb.megahit.77_10_58	K01449
vamb.megahit.77_10_64	K06196
vamb.megahit.77_10_65	K06196
vamb.megahit.77_10_66	K00384
vamb.megahit.77_10_71	K09776
vamb.megahit.77_10_75	K00001
vamb.megahit.77_10_76	K00823
vamb.megahit.77_10_76	K07250

vamb.megahit.77_10_78	K12251
vamb.megahit.77_10_79	K10536
vamb.megahit.77_10_80	K00128
vamb.megahit.77_10_81	K11072
vamb.megahit.77_10_83	K11071
vamb.megahit.77_10_84	K11070
vamb.megahit.77_10_85	K11069
vamb.megahit.77_10_86	K09251
vamb.megahit.77_10_87	K17234
vamb.megahit.77_10_88	K17235
vamb.megahit.77_10_89	K10190
vamb.megahit.77_10_90	K01209
vamb.megahit.77_10_97	K03296
vamb.megahit.77_10_98	K02529
vamb.megahit.77_10_101	K01921
vamb.megahit.77_10_101	K18856

vamb.megahit.77_10_102	K01776
vamb.megahit.77_10_104	K01887
vamb.megahit.77_10_110	K03797
vamb.megahit.77_10_111	K01937
vamb.megahit.77_10_112	K06387
vamb.megahit.77_10_113	K00088
vamb.megahit.77_10_114	K07718
vamb.megahit.77_10_116	K02027
vamb.megahit.77_10_118	K10441
vamb.megahit.77_10_120	K01599
vamb.megahit.77_10_122	K03624
vamb.megahit.77_10_123	K04567
vamb.megahit.77_10_125	K04749
vamb.megahit.77_10_126	K04757
vamb.megahit.77_10_127	K03090
vamb.megahit.77_10_127	K03091

vamb.megahit.77_10_128	K04757
vamb.megahit.77_11_1	K02056
vamb.megahit.77_11_2	K02058
vamb.megahit.77_11_3	K01805
vamb.megahit.77_11_5	K06382
vamb.megahit.77_11_7	K03093
vamb.megahit.77_11_8	K00848
vamb.megahit.77_11_8	K00879

vamb.megahit.77_11_9	K01818
vamb.megahit.77_11_10	K01775
vamb.megahit.77_11_10	K02529

vamb.megahit.77_12_2	K06400
vamb.megahit.77_12_11	K03086
vamb.megahit.77_12_11	K03091

vamb.megahit.77_12_21	K03407
vamb.megahit.77_12_22	K03408
vamb.megahit.77_12_23	K03406
vamb.megahit.77_12_24	K02015
vamb.megahit.77_12_25	K02013
vamb.megahit.77_12_26	K02016
vamb.megahit.77_12_30	K21636
vamb.megahit.77_12_31	K04069
vamb.megahit.77_12_32	K02016
vamb.megahit.77_12_33	K02015
vamb.megahit.77_12_34	K02013
vamb.megahit.77_13_6	K07720
vamb.megahit.77_13_7	K10117
vamb.megahit.77_13_8	K10118
vamb.megahit.77_13_9	K10119
vamb.megahit.77_13_10	K05350
vamb.megahit.77_13_12	K04759
vamb.megahit.77_13_13	K04758
vamb.megahit.77_13_14	K03709
vamb.megahit.77_13_18	K10117
vamb.megahit.77_13_19	K02025
vamb.megahit.77_13_19	K10118

vamb.megahit.77_13_20	K10119
vamb.megahit.77_14_2	K00611
vamb.megahit.77_14_2	K09065
vamb.megahit.77_14_2	K13252

vamb.megahit.77_14_3	K01955
vamb.megahit.77_14_4	K01956
vamb.megahit.77_14_5	K00821
vamb.megahit.77_14_6	K00930
vamb.megahit.77_14_7	K00145
vamb.megahit.77_14_8	K10112
vamb.megahit.77_14_9	K02647
vamb.megahit.77_14_10	K09812
vamb.megahit.77_14_11	K09811
vamb.megahit.77_14_12	K21471
vamb.megahit.77_14_13	K03797
vamb.megahit.77_14_16	K07443
vamb.megahit.77_14_17	K03704
vamb.megahit.77_14_18	K04083
vamb.megahit.77_15_1	K00666
vamb.megahit.77_15_3	K10947
vamb.megahit.77_15_5	K07124
vamb.megahit.77_15_11	K02004
vamb.megahit.77_15_11	K11636

vamb.megahit.77_15_12	K02003
vamb.megahit.77_15_16	K03744
vamb.megahit.77_15_21	K07777
vamb.megahit.77_16_1	K12960
vamb.megahit.77_16_1	K20810

vamb.megahit.77_16_2	K01251
vamb.megahit.77_16_3	K03783
vamb.megahit.77_16_4	K06415
vamb.megahit.77_16_5	K09786
vamb.megahit.77_16_6	K07180
vamb.megahit.77_16_9	K02347
vamb.megahit.77_16_10	K09126
vamb.megahit.77_16_11	K02654
vamb.megahit.77_16_17	K00652
vamb.megahit.77_16_18	K07150
vamb.megahit.77_16_20	K19824
vamb.megahit.77_16_21	K00560
vamb.megahit.77_16_22	K00208
vamb.megahit.77_16_23	K03534
vamb.megahit.77_17_1	K00627
vamb.megahit.77_17_2	K00162
vamb.megahit.77_17_2	K21417

vamb.megahit.77_17_3	K00161
vamb.megahit.77_17_3	K21416

vamb.megahit.77_17_4	K04069
vamb.megahit.77_17_5	K00854
vamb.megahit.77_17_6	K00656
vamb.megahit.77_17_7	K17205
vamb.megahit.77_17_8	K10440
vamb.megahit.77_17_9	K17215
vamb.megahit.77_17_10	K10441
vamb.megahit.77_17_16	K07560
vamb.megahit.77_17_17	K00951
vamb.megahit.77_17_18	K00759
vamb.megahit.77_17_19	K07462
vamb.megahit.77_17_20	K09117
vamb.megahit.77_17_21	K02970
vamb.megahit.77_17_22	K02503
vamb.megahit.77_17_23	K01872
vamb.megahit.77_17_28	K00058
vamb.megahit.77_17_29	K00058
vamb.megahit.77_18_2	K10440
vamb.megahit.77_18_5	K10439
vamb.megahit.77_18_6	K03335
vamb.megahit.77_18_8	K02058
vamb.megahit.77_18_9	K10440
vamb.megahit.77_18_10	K02057
vamb.megahit.77_18_11	K02056
vamb.megahit.77_18_12	K10441
vamb.megahit.77_19_1	K06383
vamb.megahit.77_19_2	K03091
vamb.megahit.77_19_3	K03091
vamb.megahit.77_19_5	K07738
vamb.megahit.77_19_7	K07391
vamb.megahit.77_19_8	K04096
vamb.megahit.77_19_10	K03168
vamb.megahit.77_19_11	K04094
vamb.megahit.77_19_12	K02387
vamb.megahit.77_19_13	K02388
vamb.megahit.77_19_14	K02408
vamb.megahit.77_19_15	K02409
vamb.megahit.77_19_16	K02409
vamb.megahit.77_19_17	K02410
vamb.megahit.77_19_18	K02411
vamb.megahit.77_19_19	K02412
vamb.megahit.77_19_19	K03224

vamb.megahit.77_19_20	K02413
vamb.megahit.77_19_22	K02414
vamb.megahit.77_19_23	K02389
vamb.megahit.77_19_25	K02390
vamb.megahit.77_19_26	K02385
vamb.megahit.77_19_28	K02416
vamb.megahit.77_19_29	K02417
vamb.megahit.77_19_30	K03413
vamb.megahit.77_19_31	K02418
vamb.megahit.77_19_32	K02419
vamb.megahit.77_19_33	K02420
vamb.megahit.77_19_34	K02421
vamb.megahit.77_19_35	K02401
vamb.megahit.77_19_35	K13820

vamb.megahit.77_19_36	K02400
vamb.megahit.77_19_37	K02404
vamb.megahit.77_19_38	K04562
vamb.megahit.77_19_39	K03412
vamb.megahit.77_19_40	K03407
vamb.megahit.77_19_41	K03408
vamb.megahit.77_19_42	K03410
vamb.megahit.77_19_43	K03411
vamb.megahit.77_19_45	K02405
vamb.megahit.77_19_46	K09749
vamb.megahit.77_19_51	K14475
vamb.megahit.77_19_52	K01077
vamb.megahit.77_19_55	K03413
vamb.megahit.77_19_55	K07699

vamb.megahit.77_19_58	K03408
vamb.megahit.77_19_59	K03412
vamb.megahit.77_19_60	K17762
vamb.megahit.77_19_61	K17752
vamb.megahit.77_19_62	K02482
vamb.megahit.77_19_64	K03407
vamb.megahit.77_19_66	K00575
vamb.megahit.77_19_67	K03413
vamb.megahit.77_19_68	K03407
vamb.megahit.77_19_69	K03413
vamb.megahit.77_19_71	K03409
vamb.megahit.77_19_72	K03496
vamb.megahit.77_19_73	K03408
vamb.megahit.77_19_74	K06012
vamb.megahit.77_19_76	K01972
vamb.megahit.77_19_77	K01886
vamb.megahit.77_19_78	K01885
vamb.megahit.77_19_78	K09698

vamb.megahit.77_19_80	K00768
vamb.megahit.77_19_82	K01934
vamb.megahit.77_19_83	K07052
vamb.megahit.77_19_84	K03092
vamb.megahit.77_19_88	K07029
vamb.megahit.77_19_89	K06398
vamb.megahit.77_19_90	K01835
vamb.megahit.77_19_90	K01840

vamb.megahit.77_19_92	K02337
vamb.megahit.77_19_92	K14162

vamb.megahit.77_19_93	K06285
vamb.megahit.77_19_95	K07107
vamb.megahit.77_19_96	K00995
vamb.megahit.77_19_96	K08744

vamb.megahit.77_19_97	K00820
vamb.megahit.77_19_98	K03710
vamb.megahit.77_19_99	K06923
vamb.megahit.77_19_106	K06019
vamb.megahit.77_19_107	K07456
vamb.megahit.77_19_108	K06207
vamb.megahit.77_19_109	K07082
vamb.megahit.77_19_111	K08303
vamb.megahit.77_19_112	K05515
vamb.megahit.77_19_113	K03091
vamb.megahit.77_19_115	K01779
vamb.megahit.77_19_118	K09005
vamb.megahit.77_19_121	K01533
vamb.megahit.77_19_121	K17686

vamb.megahit.77_19_122	K07213
vamb.megahit.77_19_126	K06439
vamb.megahit.77_19_129	K07217
vamb.megahit.77_19_135	K07813
vamb.megahit.77_20_1	K01579
vamb.megahit.77_20_2	K01918
vamb.megahit.77_20_3	K00606
vamb.megahit.77_20_6	K02428
vamb.megahit.77_20_6	K02499

vamb.megahit.77_20_7	K03530
vamb.megahit.77_20_12	K07570
vamb.megahit.77_20_12	K07571

vamb.megahit.77_21_1	K02836
vamb.megahit.77_21_3	K00812
vamb.megahit.77_21_3	K10907

vamb.megahit.77_21_5	K01838
vamb.megahit.77_21_6	K00691
vamb.megahit.77_21_7	K02026
vamb.megahit.77_21_8	K02025
vamb.megahit.77_21_8	K05814
vamb.megahit.77_21_8	K10118
vamb.megahit.77_21_8	K10193
vamb.megahit.77_21_8	K15771
vamb.megahit.77_21_8	K17242

vamb.megahit.77_21_9	K02027
vamb.megahit.77_21_10	K01208
vamb.megahit.77_21_11	K01775
vamb.megahit.77_21_12	K00701
vamb.megahit.77_21_13	K04074
vamb.megahit.77_21_14	K03671
vamb.megahit.77_21_15	K21600
vamb.megahit.77_21_19	K10439
vamb.megahit.77_21_20	K10440
vamb.megahit.77_21_21	K10441
vamb.megahit.77_21_22	K10439
vamb.megahit.77_21_23	K07718
vamb.megahit.77_21_24	K07720
vamb.megahit.77_21_26	K00688
vamb.megahit.77_21_27	K01537
vamb.megahit.77_21_28	K01286
vamb.megahit.77_21_28	K07258

vamb.megahit.77_21_29	K17836
vamb.megahit.77_21_30	K00215
vamb.megahit.77_21_35	K01624
vamb.megahit.77_21_36	K21071
vamb.megahit.77_21_38	K07457
vamb.megahit.77_21_39	K01992
vamb.megahit.77_21_40	K01990
vamb.megahit.77_21_42	K00336
vamb.megahit.77_21_42	K18332

vamb.megahit.77_21_43	K00335
vamb.megahit.77_21_43	K18331
vamb.megahit.77_21_43	K22339

vamb.megahit.77_21_44	K17992
vamb.megahit.77_21_46	K00334
vamb.megahit.77_21_46	K18330
vamb.megahit.77_21_46	K22340

vamb.megahit.77_21_47	K00651
vamb.megahit.77_21_48	K01740
vamb.megahit.77_21_49	K07053
vamb.megahit.77_21_56	K00003
vamb.megahit.77_21_57	K06209
vamb.megahit.77_21_58	K01733
vamb.megahit.77_21_59	K07001
vamb.megahit.77_21_61	K11754
vamb.megahit.77_21_62	K03070
vamb.megahit.77_21_66	K00720
vamb.megahit.77_21_68	K07023
vamb.megahit.77_21_68	K08722

vamb.megahit.77_21_69	K01129
vamb.megahit.77_21_73	K03284
vamb.megahit.77_21_74	K01443
vamb.megahit.77_21_75	K10544
vamb.megahit.77_21_76	K10545
vamb.megahit.77_21_77	K10543
vamb.megahit.77_21_78	K10543
vamb.megahit.77_21_78	K10820

vamb.megahit.77_21_79	K07720
vamb.megahit.77_21_81	K10439
vamb.megahit.77_21_82	K03587
vamb.megahit.77_21_82	K08384

vamb.megahit.77_21_84	K03601
vamb.megahit.77_21_85	K07095
vamb.megahit.77_21_86	K02428
vamb.megahit.77_21_87	K00989
vamb.megahit.77_21_87	K02428

vamb.megahit.77_21_88	K06298
vamb.megahit.77_21_89	K01448
vamb.megahit.77_21_90	K03551
vamb.megahit.77_21_91	K03550
vamb.megahit.77_21_92	K01159
vamb.megahit.77_21_93	K01940
vamb.megahit.77_21_94	K01755
vamb.megahit.77_21_100	K05601
vamb.megahit.77_21_101	K03546
vamb.megahit.77_21_102	K03547
vamb.megahit.77_21_103	K07088
vamb.megahit.77_21_105	K16898
vamb.megahit.77_21_106	K16899
vamb.megahit.77_21_107	K01305
vamb.megahit.77_21_108	K02028
vamb.megahit.77_21_108	K10041

vamb.megahit.77_21_109	K02029
vamb.megahit.77_21_109	K02030

vamb.megahit.77_21_110	K02029
vamb.megahit.77_21_110	K02030

vamb.megahit.77_21_112	K02028
vamb.megahit.77_21_113	K02029
vamb.megahit.77_21_113	K16962

vamb.megahit.77_21_114	K02030
vamb.megahit.77_21_114	K02424

vamb.megahit.77_21_117	K02057
vamb.megahit.77_21_118	K02057
vamb.megahit.77_21_119	K02056
vamb.megahit.77_21_119	K10441

vamb.megahit.77_21_120	K02058
vamb.megahit.77_21_121	K07718
vamb.megahit.77_21_122	K02058
vamb.megahit.77_21_122	K10439

vamb.megahit.77_21_123	K07720
vamb.megahit.77_21_125	K16371
vamb.megahit.77_21_126	K00008
vamb.megahit.77_21_127	K00854
vamb.megahit.77_21_129	K03190
vamb.megahit.77_21_130	K03189
vamb.megahit.77_21_131	K03188
vamb.megahit.77_21_132	K03187
vamb.megahit.77_21_133	K01428
vamb.megahit.77_21_134	K01429
vamb.megahit.77_21_134	K14048

vamb.megahit.77_21_135	K01430
vamb.megahit.77_21_136	K01996
vamb.megahit.77_21_136	K11963

vamb.megahit.77_21_137	K11962
vamb.megahit.77_21_138	K01998
vamb.megahit.77_21_138	K11961

vamb.megahit.77_21_139	K01997
vamb.megahit.77_21_139	K11960

vamb.megahit.77_21_141	K01999
vamb.megahit.77_21_141	K11959

vamb.megahit.77_21_142	K07720
vamb.megahit.77_21_145	K06726
vamb.megahit.77_21_146	K00852
vamb.megahit.77_21_147	K01599
vamb.megahit.77_21_148	K10441
vamb.megahit.77_21_149	K02057
vamb.megahit.77_21_150	K02058
vamb.megahit.77_21_151	K02529
vamb.megahit.77_21_152	K07720
vamb.megahit.77_21_153	K07718
vamb.megahit.77_21_154	K02027
vamb.megahit.77_21_154	K17311

vamb.megahit.77_21_155	K00975
vamb.megahit.77_21_156	K00975
vamb.megahit.77_21_159	K07574
vamb.megahit.77_21_160	K03979
vamb.megahit.77_21_161	K02899
vamb.megahit.77_21_162	K07584
vamb.megahit.77_21_163	K02888
vamb.megahit.77_21_164	K08301
vamb.megahit.77_21_167	K00097
vamb.megahit.77_21_167	K22024

vamb.megahit.77_21_170	K01308
vamb.megahit.77_21_175	K07447
vamb.megahit.77_21_178	K18707
vamb.megahit.77_21_180	K12573
vamb.megahit.77_21_183	K00854
vamb.megahit.77_21_185	K00876
vamb.megahit.77_21_188	K02837
vamb.megahit.77_21_191	K00852
vamb.megahit.77_21_192	K21029
vamb.megahit.77_21_193	K03154
vamb.megahit.77_21_194	K03147
vamb.megahit.77_21_195	K00788
vamb.megahit.77_21_196	K03150
vamb.megahit.77_21_197	K03149
vamb.megahit.77_21_199	K01996
vamb.megahit.77_21_200	K01995
vamb.megahit.77_21_201	K01997
vamb.megahit.77_21_201	K01998

vamb.megahit.77_21_202	K01997
vamb.megahit.77_21_203	K01999
vamb.megahit.77_21_204	K01952
vamb.megahit.77_21_207	K01895
vamb.megahit.77_21_208	K04079
vamb.megahit.77_21_209	K02076
vamb.megahit.77_21_209	K03711

vamb.megahit.77_21_210	K07496
vamb.megahit.77_21_215	K00336
vamb.megahit.77_21_215	K18332

vamb.megahit.77_21_216	K00335
vamb.megahit.77_21_216	K18331

vamb.megahit.77_21_217	K00334
vamb.megahit.77_21_219	K03800
vamb.megahit.77_21_222	K07137
vamb.megahit.77_21_223	K16789
vamb.megahit.77_21_224	K09116
vamb.megahit.77_21_228	K07088
vamb.megahit.77_21_233	K00820
vamb.megahit.77_21_237	K03088
vamb.megahit.77_22_1	K00850
vamb.megahit.77_22_1	K21071

