vamb.spades.21_1_1	K10112
vamb.spades.21_2_70	K01000
vamb.spades.21_2_71	K01929
vamb.spades.21_2_72	K01928
vamb.spades.21_2_73	K03587
vamb.spades.21_2_73	K08384

vamb.spades.21_2_75	K03438
vamb.spades.21_2_76	K03925
vamb.spades.21_2_79	K09825
vamb.spades.21_2_85	K07301
vamb.spades.21_2_86	K04486
vamb.spades.21_2_87	K10979
vamb.spades.21_2_88	K06423
vamb.spades.21_2_89	K02417
vamb.spades.21_2_90	K02416
vamb.spades.21_2_91	K03413
vamb.spades.21_2_92	K03410
vamb.spades.21_2_93	K00575
vamb.spades.21_2_94	K03411
vamb.spades.21_2_95	K02392
vamb.spades.21_2_96	K02392
vamb.spades.21_2_99	K02405
vamb.spades.21_2_101	K04562
vamb.spades.21_2_102	K02404
vamb.spades.21_2_103	K02400
vamb.spades.21_2_104	K02401
vamb.spades.21_2_104	K13820

vamb.spades.21_2_105	K02421
vamb.spades.21_2_106	K02420
vamb.spades.21_2_107	K02419
vamb.spades.21_2_108	K02418
vamb.spades.21_2_109	K02417
vamb.spades.21_2_110	K02415
vamb.spades.21_3_1	K12960
vamb.spades.21_3_2	K01486
vamb.spades.21_3_3	K06901
vamb.spades.21_4_2	K03088
vamb.spades.21_4_3	K07460
vamb.spades.21_4_4	K03470
vamb.spades.21_4_5	K14540
vamb.spades.21_4_6	K03100
vamb.spades.21_4_7	K02884
vamb.spades.21_4_8	K00554
vamb.spades.21_4_9	K02860
vamb.spades.21_4_10	K06960
vamb.spades.21_4_11	K02959
vamb.spades.21_4_12	K03106
vamb.spades.21_4_13	K09787
vamb.spades.21_4_14	K12960
vamb.spades.21_4_14	K20810

vamb.spades.21_4_15	K03110
vamb.spades.21_4_17	K03529
vamb.spades.21_4_18	K03685
vamb.spades.21_4_19	K09458
vamb.spades.21_4_21	K02078
vamb.spades.21_4_22	K00059
vamb.spades.21_4_23	K00645
vamb.spades.21_4_24	K02371
vamb.spades.21_4_25	K00648
vamb.spades.21_4_26	K03621
vamb.spades.21_5_2	K16329
vamb.spades.21_5_6	K09126
vamb.spades.21_5_10	K02049
vamb.spades.21_5_10	K15555

vamb.spades.21_5_13	K02051
vamb.spades.21_5_15	K07089
vamb.spades.21_6_2	K07335
vamb.spades.21_6_3	K01951
vamb.spades.21_6_4	K00760
vamb.spades.21_6_7	K04077
vamb.spades.21_6_8	K04078
vamb.spades.21_6_11	K03637
vamb.spades.21_6_12	K03639
vamb.spades.21_6_13	K03750
vamb.spades.21_6_13	K07219

vamb.spades.21_6_14	K03750
vamb.spades.21_7_1	K00087
vamb.spades.21_7_2	K05592
vamb.spades.21_7_3	K09775
vamb.spades.21_7_4	K03439
vamb.spades.21_7_5	K16188
vamb.spades.21_7_7	K00805
vamb.spades.21_7_7	K02523

vamb.spades.21_7_9	K03856
vamb.spades.21_7_10	K03088
vamb.spades.21_7_11	K03641
vamb.spades.21_7_12	K01887
vamb.spades.21_7_13	K01937
vamb.spades.21_7_14	K05363
vamb.spades.21_7_14	K11693

vamb.spades.21_7_15	K01775
vamb.spades.21_7_16	K02490
vamb.spades.21_7_18	K01624
vamb.spades.21_7_21	K00616
vamb.spades.21_7_22	K02446
vamb.spades.21_7_23	K03628
vamb.spades.21_7_26	K02909
vamb.spades.21_7_28	K02835
vamb.spades.21_7_29	K02493
vamb.spades.21_7_30	K07566
vamb.spades.21_7_31	K07238
vamb.spades.21_7_33	K01104
vamb.spades.21_7_33	K20201

vamb.spades.21_7_34	K01808
vamb.spades.21_7_36	K00761
vamb.spades.21_7_37	K12960
vamb.spades.21_7_38	K01493
vamb.spades.21_7_40	K01791
vamb.spades.21_7_41	K02116
vamb.spades.21_7_42	K02108
vamb.spades.21_7_43	K02110
vamb.spades.21_7_44	K02109
vamb.spades.21_7_45	K02111
vamb.spades.21_7_46	K02115
vamb.spades.21_7_47	K02112
vamb.spades.21_7_48	K02114
vamb.spades.21_7_50	K00790
vamb.spades.21_7_51	K06381
vamb.spades.21_7_53	K06283
vamb.spades.21_7_54	K03569
vamb.spades.21_7_59	K05946
vamb.spades.21_7_64	K07397
vamb.spades.21_7_65	K01714
vamb.spades.21_7_67	K07080
vamb.spades.21_7_70	K01488
vamb.spades.21_7_72	K19091
vamb.spades.21_7_73	K07016
vamb.spades.21_7_74	K19138
vamb.spades.21_7_75	K09002
vamb.spades.21_7_76	K19139
vamb.spades.21_7_77	K19140
vamb.spades.21_7_79	K19114
vamb.spades.21_7_80	K19115
vamb.spades.21_7_80	K19118

vamb.spades.21_7_81	K19116
vamb.spades.21_7_82	K07012
vamb.spades.21_7_83	K07464
vamb.spades.21_7_84	K15342
vamb.spades.21_7_85	K09951
vamb.spades.21_7_87	K00123
vamb.spades.21_7_87	K05299
vamb.spades.21_7_87	K22341

vamb.spades.21_7_88	K00123
vamb.spades.21_7_88	K05299
vamb.spades.21_7_88	K22341

vamb.spades.21_7_89	K02549
vamb.spades.21_7_91	K02083
vamb.spades.21_7_92	K06901
vamb.spades.21_7_93	K01486
vamb.spades.21_7_103	K03797
vamb.spades.21_7_104	K00575
vamb.spades.21_7_104	K03408
vamb.spades.21_7_104	K13924

vamb.spades.21_7_106	K03296
vamb.spades.21_7_108	K13770
vamb.spades.21_7_109	K13274
vamb.spades.21_7_109	K13276

vamb.spades.21_7_112	K03406
vamb.spades.21_8_1	K07485
vamb.spades.21_9_2	K07056
vamb.spades.21_9_3	K07461
vamb.spades.21_9_3	K15460

vamb.spades.21_9_6	K02341
vamb.spades.21_9_7	K00943
vamb.spades.21_9_8	K01585
vamb.spades.21_9_11	K03412
vamb.spades.21_9_12	K00575
vamb.spades.21_9_13	K03406
vamb.spades.21_9_14	K03406
vamb.spades.21_9_15	K03408
vamb.spades.21_9_16	K03407
vamb.spades.21_9_17	K03407
vamb.spades.21_9_18	K03413
vamb.spades.21_9_20	K16785
vamb.spades.21_9_21	K16786
vamb.spades.21_9_21	K16787

vamb.spades.21_9_22	K16925
vamb.spades.21_9_23	K00008
vamb.spades.21_9_24	K11645
vamb.spades.21_9_25	K01007
vamb.spades.21_9_25	K08483

vamb.spades.21_9_26	K11189
vamb.spades.21_9_27	K02796
vamb.spades.21_9_29	K01470
vamb.spades.21_9_31	K02793
vamb.spades.21_9_31	K02794

vamb.spades.21_10_1	K04066
vamb.spades.21_10_2	K01462
vamb.spades.21_10_3	K00604
vamb.spades.21_10_4	K06973
vamb.spades.21_10_5	K03500
vamb.spades.21_10_7	K06941
vamb.spades.21_10_10	K20074
vamb.spades.21_10_11	K03588
vamb.spades.21_10_12	K05364
vamb.spades.21_10_13	K12132
vamb.spades.21_10_14	K06949
vamb.spades.21_10_15	K01783
vamb.spades.21_10_17	K07095
vamb.spades.21_10_18	K02902
vamb.spades.21_10_20	K07030
vamb.spades.21_10_21	K03655
vamb.spades.21_10_22	K08221
vamb.spades.21_10_22	K19578

vamb.spades.21_10_23	K10914
vamb.spades.21_10_23	K21563

vamb.spades.21_10_24	K16788
vamb.spades.21_10_25	K01821
vamb.spades.21_10_27	K03800
vamb.spades.21_10_31	K03523
vamb.spades.21_10_35	K01258
vamb.spades.21_10_38	K06421
vamb.spades.21_10_39	K06421
vamb.spades.21_10_40	K06012
vamb.spades.21_10_41	K07282
vamb.spades.21_10_43	K03429
vamb.spades.21_10_45	K08316
vamb.spades.21_10_48	K07001
vamb.spades.21_10_49	K00925
vamb.spades.21_10_50	K07040
vamb.spades.21_10_51	K02911
vamb.spades.21_11_1	K00433
vamb.spades.21_11_1	K01055

vamb.spades.21_11_2	K00266
vamb.spades.21_11_4	K01207
vamb.spades.21_11_9	K13963
vamb.spades.21_11_12	K02003
vamb.spades.21_11_13	K02004
vamb.spades.21_12_1	K00567
vamb.spades.21_12_2	K01485
vamb.spades.21_13_3	K06436
vamb.spades.21_13_4	K04070
vamb.spades.21_13_5	K01449
vamb.spades.21_13_7	K02528
vamb.spades.21_13_17	K01308
vamb.spades.21_13_19	K00286
vamb.spades.21_13_26	K03744
vamb.spades.21_13_32	K18231
vamb.spades.21_13_34	K06959
vamb.spades.21_13_35	K01619
vamb.spades.21_13_37	K01990
vamb.spades.21_13_38	K07979
vamb.spades.21_13_39	K01601
vamb.spades.21_13_40	K00615
vamb.spades.21_13_41	K00615
vamb.spades.21_13_43	K03169
vamb.spades.21_13_44	K01091
vamb.spades.21_13_44	K18979

vamb.spades.21_13_45	K01809
vamb.spades.21_13_46	K15524
vamb.spades.21_13_47	K02529
vamb.spades.21_13_49	K00015
vamb.spades.21_13_50	K00865
vamb.spades.21_13_51	K03424
vamb.spades.21_13_52	K01874
vamb.spades.21_13_53	K06284
vamb.spades.21_14_1	K00176
vamb.spades.21_14_2	K00177
vamb.spades.21_14_3	K00175
vamb.spades.21_14_4	K00174
vamb.spades.21_14_6	K06317
vamb.spades.21_14_12	K06187
vamb.spades.21_14_13	K09747
vamb.spades.21_14_14	K02343
vamb.spades.21_14_18	K02050
vamb.spades.21_14_19	K02051
vamb.spades.21_14_20	K02049
vamb.spades.21_14_21	K08177
vamb.spades.21_14_22	K13993
vamb.spades.21_14_25	K02057
vamb.spades.21_14_26	K02057
vamb.spades.21_14_27	K02056
vamb.spades.21_14_28	K07335
vamb.spades.21_14_29	K03382
vamb.spades.21_14_31	K01448
vamb.spades.21_14_32	K08978
vamb.spades.21_14_33	K01486
vamb.spades.21_14_34	K01486
vamb.spades.21_14_35	K07335
vamb.spades.21_14_37	K02057
vamb.spades.21_14_38	K02056
vamb.spades.21_14_40	K06295
vamb.spades.21_14_41	K06297
vamb.spades.21_14_43	K06296
vamb.spades.21_14_46	K11991
vamb.spades.21_14_49	K11041
vamb.spades.21_14_52	K04759
vamb.spades.21_14_53	K04758
vamb.spades.21_14_54	K04758
vamb.spades.21_14_57	K07088
vamb.spades.21_14_58	K01875
vamb.spades.21_14_60	K02469
vamb.spades.21_14_61	K04655
vamb.spades.21_14_62	K07052
vamb.spades.21_14_63	K02548
vamb.spades.21_14_64	K03695
vamb.spades.21_14_70	K19824
vamb.spades.21_14_71	K02470
vamb.spades.21_14_73	K03629
vamb.spades.21_14_74	K14761
vamb.spades.21_14_75	K02338
vamb.spades.21_14_76	K02313
vamb.spades.21_14_77	K03536
vamb.spades.21_14_78	K03217
vamb.spades.21_14_79	K06346
vamb.spades.21_14_80	K03650
vamb.spades.21_14_81	K03495
vamb.spades.21_14_82	K03501
vamb.spades.21_14_83	K03496
vamb.spades.21_14_84	K03497
vamb.spades.21_14_91	K03976
vamb.spades.21_14_92	K00563
vamb.spades.21_14_93	K13993
vamb.spades.21_14_95	K07150
vamb.spades.21_14_96	K09121
vamb.spades.21_14_103	K01999
vamb.spades.21_14_104	K01997
vamb.spades.21_14_105	K01998
vamb.spades.21_14_106	K01995
vamb.spades.21_14_107	K01996
vamb.spades.21_14_108	K04767
vamb.spades.21_14_109	K01042
vamb.spades.21_14_110	K03833
vamb.spades.21_14_114	K04771
vamb.spades.21_14_114	K07126

vamb.spades.21_14_116	K03386
vamb.spades.21_14_118	K01537
vamb.spades.21_14_119	K01695
vamb.spades.21_14_120	K01696
vamb.spades.21_14_121	K01817
vamb.spades.21_14_122	K01609
vamb.spades.21_14_123	K00766
vamb.spades.21_14_125	K02016
vamb.spades.21_14_126	K02013
vamb.spades.21_14_127	K02015
vamb.spades.21_14_129	K03406
vamb.spades.21_14_131	K03406
vamb.spades.21_14_132	K03406
vamb.spades.21_14_133	K03406
vamb.spades.21_14_134	K19224
vamb.spades.21_14_134	K21471

vamb.spades.21_14_142	K01465
vamb.spades.21_14_142	K06015

vamb.spades.21_14_143	K03816
vamb.spades.21_14_144	K01653
vamb.spades.21_14_153	K19814
vamb.spades.21_14_154	K05337
vamb.spades.21_14_157	K01999
vamb.spades.21_14_158	K01997
vamb.spades.21_14_159	K01998
vamb.spades.21_14_160	K01995
vamb.spades.21_14_161	K01996
vamb.spades.21_14_164	K08097
vamb.spades.21_14_165	K05979
vamb.spades.21_14_169	K01008
vamb.spades.21_14_170	K04085
vamb.spades.21_14_173	K01533
vamb.spades.21_14_173	K17686

vamb.spades.21_14_174	K21600
vamb.spades.21_14_175	K00951
vamb.spades.21_14_175	K07816

vamb.spades.21_14_177	K02020
vamb.spades.21_14_178	K02018
vamb.spades.21_14_179	K02017
vamb.spades.21_14_181	K02990
vamb.spades.21_14_182	K03111
vamb.spades.21_14_183	K02963
vamb.spades.21_14_185	K02939
vamb.spades.21_14_186	K01338
vamb.spades.21_14_186	K04076

vamb.spades.21_14_187	K02314
vamb.spades.21_14_189	K00936
vamb.spades.21_14_190	K22010
vamb.spades.21_14_191	K03735
vamb.spades.21_14_193	K03736
vamb.spades.21_14_194	K04019
vamb.spades.21_14_195	K04026
vamb.spades.21_14_196	K04032
vamb.spades.21_14_197	K04024
vamb.spades.21_14_198	K04028
vamb.spades.21_14_199	K03615
vamb.spades.21_14_201	K04030
vamb.spades.21_14_202	K04027
vamb.spades.21_14_203	K00132
vamb.spades.21_14_204	K15024
vamb.spades.21_14_207	K03738
vamb.spades.21_14_208	K03154
vamb.spades.21_14_214	K07137
vamb.spades.21_14_215	K01939
vamb.spades.21_15_3	K07813
vamb.spades.21_15_5	K06206
vamb.spades.21_15_6	K02030
vamb.spades.21_15_7	K02029
vamb.spades.21_15_8	K02028
vamb.spades.21_15_9	K00031
vamb.spades.21_15_12	K06518
vamb.spades.21_15_14	K03665
vamb.spades.21_15_15	K03100
vamb.spades.21_15_16	K00876
vamb.spades.21_15_17	K01151
vamb.spades.21_15_19	K10773
vamb.spades.21_15_20	K01681
vamb.spades.21_15_21	K09764
vamb.spades.21_15_22	K03216
vamb.spades.21_15_23	K07095
vamb.spades.21_15_30	K01999
vamb.spades.21_15_31	K01997
vamb.spades.21_15_32	K01998
vamb.spades.21_15_33	K01995
vamb.spades.21_15_34	K01996
vamb.spades.21_15_38	K02337
vamb.spades.21_15_39	K01095
vamb.spades.21_15_40	K00954
vamb.spades.21_15_41	K06285
vamb.spades.21_15_43	K00850
vamb.spades.21_15_44	K00873
vamb.spades.21_15_45	K03610
vamb.spades.21_15_47	K20445
vamb.spades.21_15_48	K03518
vamb.spades.21_15_49	K20447
vamb.spades.21_15_50	K20448
vamb.spades.21_15_51	K12960
vamb.spades.21_15_53	K00615
vamb.spades.21_15_55	K07706
vamb.spades.21_15_57	K03088
vamb.spades.21_15_59	K02335
vamb.spades.21_15_60	K10563
vamb.spades.21_15_61	K00859
vamb.spades.21_15_62	K08309
vamb.spades.21_15_63	K00763
vamb.spades.21_15_64	K02035
vamb.spades.21_15_64	K15580

vamb.spades.21_15_67	K01715
vamb.spades.21_15_68	K01733
vamb.spades.21_15_69	K01696
vamb.spades.21_15_69	K06001

vamb.spades.21_15_71	K08974
vamb.spades.21_15_72	K00019
vamb.spades.21_15_72	K00059
vamb.spades.21_15_72	K00068

vamb.spades.21_15_73	K01499
vamb.spades.21_15_74	K00161
vamb.spades.21_15_74	K21416

vamb.spades.21_15_75	K21417
vamb.spades.21_15_76	K00627
vamb.spades.21_15_77	K01499
vamb.spades.21_15_78	K01499
vamb.spades.21_15_79	K01499
vamb.spades.21_15_82	K03499
vamb.spades.21_15_83	K03498
vamb.spades.21_15_86	K03795
vamb.spades.21_15_88	K04769
vamb.spades.21_15_89	K01962
vamb.spades.21_15_89	K01963

vamb.spades.21_15_90	K01962
vamb.spades.21_15_93	K06942
vamb.spades.21_15_96	K07335
vamb.spades.21_15_97	K02056
vamb.spades.21_15_98	K02057
vamb.spades.21_15_99	K02057
vamb.spades.21_15_101	K22373
vamb.spades.21_15_102	K03486
vamb.spades.21_15_102	K03710

vamb.spades.21_15_103	K11645
vamb.spades.21_15_104	K03716
vamb.spades.21_15_108	K00797
vamb.spades.21_15_109	K01480
vamb.spades.21_15_111	K00261
vamb.spades.21_15_115	K03406
vamb.spades.21_15_116	K03406
vamb.spades.21_15_117	K03284
vamb.spades.21_15_118	K12960
vamb.spades.21_15_118	K20810

vamb.spades.21_15_119	K01448
vamb.spades.21_15_121	K01915
vamb.spades.21_15_122	K09779
vamb.spades.21_15_123	K00087
vamb.spades.21_15_124	K13479
vamb.spades.21_15_125	K03518
vamb.spades.21_15_126	K00087
vamb.spades.21_15_128	K03710
vamb.spades.21_15_132	K12527
vamb.spades.21_15_133	K00926
vamb.spades.21_15_138	K07099
vamb.spades.21_15_142	K00821
vamb.spades.21_15_142	K09251

vamb.spades.21_15_148	K01886
vamb.spades.21_15_149	K03453
vamb.spades.21_15_151	K03340
vamb.spades.21_15_153	K00382
vamb.spades.21_15_156	K01868
vamb.spades.21_15_157	K02520
vamb.spades.21_15_158	K02916
vamb.spades.21_15_159	K02887
vamb.spades.21_15_160	K03437
vamb.spades.21_15_161	K01889
vamb.spades.21_15_162	K01890
vamb.spades.21_15_163	K09888
vamb.spades.21_15_164	K02347
vamb.spades.21_15_165	K03652
vamb.spades.21_15_167	K08303
vamb.spades.21_15_168	K07456
vamb.spades.21_15_169	K05366
vamb.spades.21_15_169	K12555

vamb.spades.21_16_2	K00820
vamb.spades.21_16_3	K03431
vamb.spades.21_16_4	K07137
vamb.spades.21_16_6	K18672
vamb.spades.21_16_10	K02529
vamb.spades.21_16_11	K02057
vamb.spades.21_16_12	K02057
vamb.spades.21_16_13	K02056
vamb.spades.21_16_14	K07335
vamb.spades.21_16_15	K12960
vamb.spades.21_16_15	K20810

vamb.spades.21_16_17	K12960
vamb.spades.21_16_17	K20810

vamb.spades.21_16_18	K00082
vamb.spades.21_16_19	K01286
vamb.spades.21_16_21	K00027
vamb.spades.21_16_23	K00927
vamb.spades.21_16_24	K00150
vamb.spades.21_16_26	K21417
vamb.spades.21_16_28	K03518
vamb.spades.21_16_28	K13483

vamb.spades.21_16_29	K03519
vamb.spades.21_16_32	K04477
vamb.spades.21_16_34	K01006
vamb.spades.21_16_34	K01007

vamb.spades.21_16_37	K00074
vamb.spades.21_16_37	K17735

vamb.spades.21_16_39	K02017
vamb.spades.21_16_39	K02052

vamb.spades.21_16_40	K02051
vamb.spades.21_16_41	K02050
vamb.spades.21_16_43	K01649
vamb.spades.21_16_44	K00052
vamb.spades.21_16_45	K01704
vamb.spades.21_16_46	K01703
vamb.spades.21_16_47	K01649
vamb.spades.21_16_48	K01652
vamb.spades.21_16_49	K01653
vamb.spades.21_16_50	K01652
vamb.spades.21_16_51	K01687
vamb.spades.21_16_52	K00826
vamb.spades.21_16_56	K18889
vamb.spades.21_16_57	K18890
vamb.spades.21_16_58	K02057
vamb.spades.21_16_59	K02057
vamb.spades.21_16_60	K02056
vamb.spades.21_16_61	K07335
vamb.spades.21_16_63	K07397
vamb.spades.21_16_64	K01738
vamb.spades.21_16_65	K02051
vamb.spades.21_16_66	K02050
vamb.spades.21_16_66	K15552
vamb.spades.21_16_66	K15554

vamb.spades.21_16_67	K02049
vamb.spades.21_16_68	K07651
vamb.spades.21_16_69	K07668
vamb.spades.21_16_69	K07775

vamb.spades.21_16_70	K06864
vamb.spades.21_16_72	K22132
vamb.spades.21_16_76	K17686
vamb.spades.21_16_77	K21405
vamb.spades.21_16_78	K04077
vamb.spades.21_16_79	K04078
vamb.spades.21_16_81	K11068
vamb.spades.21_16_82	K01582
vamb.spades.21_16_82	K01583
vamb.spades.21_16_82	K01585

vamb.spades.21_16_85	K06310
vamb.spades.21_16_86	K07636
vamb.spades.21_16_87	K07658
vamb.spades.21_16_88	K02039
vamb.spades.21_16_89	K02036
vamb.spades.21_16_90	K02038
vamb.spades.21_16_91	K02037
vamb.spades.21_16_92	K02040
vamb.spades.21_16_93	K00180
vamb.spades.21_16_94	K00179
vamb.spades.21_16_95	K01912
vamb.spades.21_16_96	K03307
vamb.spades.21_16_96	K11928

vamb.spades.21_16_97	K03928
vamb.spades.21_16_98	K01755
vamb.spades.21_16_99	K01940
vamb.spades.21_16_100	K00821
vamb.spades.21_16_101	K00930
vamb.spades.21_16_102	K00620
vamb.spades.21_16_103	K00145
vamb.spades.21_16_112	K00655
vamb.spades.21_16_113	K04069
vamb.spades.21_16_114	K06990
vamb.spades.21_16_114	K09141

vamb.spades.21_16_115	K01448
vamb.spades.21_16_116	K03183
vamb.spades.21_16_117	K16788
vamb.spades.21_16_118	K02996
vamb.spades.21_16_119	K02871
vamb.spades.21_16_120	K03710
vamb.spades.21_16_121	K06173
vamb.spades.21_16_122	K16783
vamb.spades.21_16_122	K16785

vamb.spades.21_16_123	K16786
vamb.spades.21_16_123	K16787

vamb.spades.21_16_124	K16786
vamb.spades.21_16_124	K16787

vamb.spades.21_16_125	K02879
vamb.spades.21_16_126	K03040
vamb.spades.21_16_127	K02986
vamb.spades.21_16_128	K02948
vamb.spades.21_16_129	K02952
vamb.spades.21_16_130	K02919
vamb.spades.21_16_131	K02518
vamb.spades.21_16_133	K01265
vamb.spades.21_16_134	K00939
vamb.spades.21_16_135	K03076
vamb.spades.21_16_136	K02876
vamb.spades.21_16_137	K02907
vamb.spades.21_16_138	K02988
vamb.spades.21_16_139	K02881
vamb.spades.21_16_140	K02933
vamb.spades.21_16_141	K02994
vamb.spades.21_16_142	K02954
vamb.spades.21_16_143	K02931
vamb.spades.21_16_144	K02895
vamb.spades.21_16_145	K02874
vamb.spades.21_16_146	K02961
vamb.spades.21_16_147	K02904
vamb.spades.21_16_148	K02878
vamb.spades.21_16_149	K02982
vamb.spades.21_16_150	K02890
vamb.spades.21_16_151	K02965
vamb.spades.21_16_152	K02886
vamb.spades.21_16_153	K02892
vamb.spades.21_16_154	K02926
vamb.spades.21_16_155	K02906
vamb.spades.21_16_156	K02946
vamb.spades.21_16_157	K02358
vamb.spades.21_16_158	K02355
vamb.spades.21_16_159	K02992
vamb.spades.21_16_160	K02950
vamb.spades.21_16_161	K07590
vamb.spades.21_16_162	K03046
vamb.spades.21_16_163	K03043
vamb.spades.21_16_164	K02935
vamb.spades.21_16_165	K02864
vamb.spades.21_16_166	K02863
vamb.spades.21_16_167	K02867
vamb.spades.21_16_168	K02601
vamb.spades.21_16_169	K03073
vamb.spades.21_16_170	K02358
vamb.spades.21_17_2	K00123
vamb.spades.21_17_2	K05299

vamb.spades.21_17_3	K00336
vamb.spades.21_17_3	K05299

vamb.spades.21_17_4	K22338
vamb.spades.21_17_6	K00334
vamb.spades.21_17_6	K18330

vamb.spades.21_17_7	K01934
vamb.spades.21_17_9	K01409
vamb.spades.21_17_10	K02019
vamb.spades.21_17_10	K05772

vamb.spades.21_17_11	K03752
vamb.spades.21_17_11	K13818

vamb.spades.21_17_12	K00130
vamb.spades.21_17_14	K03789
vamb.spades.21_17_15	K14742
vamb.spades.21_17_16	K06925
vamb.spades.21_17_17	K02490
vamb.spades.21_17_20	K07010
vamb.spades.21_17_21	K07171
vamb.spades.21_17_22	K07723
vamb.spades.21_17_23	K01775
vamb.spades.21_17_24	K17758
vamb.spades.21_17_24	K17759

vamb.spades.21_17_25	K00997
vamb.spades.21_17_26	K07491
vamb.spades.21_17_27	K05845
vamb.spades.21_17_27	K05846

vamb.spades.21_17_28	K05846
vamb.spades.21_17_29	K05847
vamb.spades.21_17_32	K00123
vamb.spades.21_17_32	K22341

vamb.spades.21_17_36	K05601
vamb.spades.21_17_37	K04079
vamb.spades.21_17_39	K01734
vamb.spades.21_17_41	K12960
vamb.spades.21_17_42	K07045
vamb.spades.21_17_47	K16784
vamb.spades.21_17_47	K16786
vamb.spades.21_17_47	K16787

vamb.spades.21_17_48	K16786
vamb.spades.21_17_48	K16787

vamb.spades.21_17_49	K16785
vamb.spades.21_17_49	K16786
vamb.spades.21_17_49	K16787

vamb.spades.21_17_50	K00303
vamb.spades.21_17_50	K10816
vamb.spades.21_17_50	K21061

vamb.spades.21_17_51	K01499
vamb.spades.21_17_53	K02076
vamb.spades.21_17_53	K03711

vamb.spades.21_17_54	K09816
vamb.spades.21_17_55	K02074
vamb.spades.21_17_55	K09817

vamb.spades.21_17_56	K09815
vamb.spades.21_17_59	K01919
vamb.spades.21_17_60	K00756
vamb.spades.21_17_60	K00758

vamb.spades.21_17_61	K01489
vamb.spades.21_17_63	K00845
vamb.spades.21_17_71	K00087
vamb.spades.21_17_71	K20447

vamb.spades.21_17_72	K13479
vamb.spades.21_17_72	K20445

vamb.spades.21_17_74	K07720
vamb.spades.21_17_79	K03088
vamb.spades.21_18_1	K03294
vamb.spades.21_18_3	K01912
vamb.spades.21_18_4	K01912
vamb.spades.21_18_5	K07045
vamb.spades.21_18_6	K02051
vamb.spades.21_18_7	K02049
vamb.spades.21_18_8	K02050
vamb.spades.21_18_8	K15599

vamb.spades.21_18_11	K11645
vamb.spades.21_18_12	K17835
vamb.spades.21_18_13	K01537
vamb.spades.21_18_14	K13292
vamb.spades.21_18_16	K09747
vamb.spades.21_18_18	K06313
vamb.spades.21_18_19	K01449
vamb.spades.21_18_26	K01989
vamb.spades.21_18_27	K05832
vamb.spades.21_18_28	K05833
vamb.spades.21_19_2	K07216
vamb.spades.21_19_3	K01176
vamb.spades.21_19_3	K01448
vamb.spades.21_19_3	K02067
vamb.spades.21_19_3	K06385

vamb.spades.21_19_4	K00805
vamb.spades.21_19_6	K03734
vamb.spades.21_19_7	K03616
vamb.spades.21_19_8	K03617
vamb.spades.21_19_9	K03613
vamb.spades.21_19_10	K03612
vamb.spades.21_19_11	K03614
vamb.spades.21_19_12	K03615
vamb.spades.21_19_13	K03648
vamb.spades.21_19_14	K02564
vamb.spades.21_19_16	K01975
vamb.spades.21_19_16	K03743

vamb.spades.21_19_17	K06131
vamb.spades.21_19_24	K17074
vamb.spades.21_19_24	K17076

