vamb.spades.286_1_7	K06405
vamb.spades.286_4_72	K03530
vamb.spades.286_4_73	K02428
vamb.spades.286_4_73	K02499

vamb.spades.286_4_74	K07238
vamb.spades.286_4_75	K04769
vamb.spades.286_4_76	K07533
vamb.spades.286_4_77	K03723
vamb.spades.286_4_78	K01056
vamb.spades.286_4_79	K00948
vamb.spades.286_4_80	K04042
vamb.spades.286_4_81	K06412
vamb.spades.286_4_82	K09685
vamb.spades.286_4_83	K01924
vamb.spades.286_4_84	K02372
vamb.spades.286_4_86	K02395
vamb.spades.286_4_87	K02390
vamb.spades.286_4_87	K02392

vamb.spades.286_4_88	K02392
vamb.spades.286_4_89	K03569
vamb.spades.286_4_90	K06283
vamb.spades.286_4_92	K06381
vamb.spades.286_4_93	K00790
vamb.spades.286_4_102	K00033
vamb.spades.286_4_104	K00854
vamb.spades.286_4_106	K00891
vamb.spades.286_4_108	K01869
vamb.spades.286_4_110	K06001
vamb.spades.286_4_112	K08602
vamb.spades.286_4_114	K07130
vamb.spades.286_4_116	K11991
vamb.spades.286_4_119	K03088
vamb.spades.286_5_10	K03406
vamb.spades.286_5_17	K07240
vamb.spades.286_5_18	K07240
vamb.spades.286_5_20	K00104
vamb.spades.286_5_21	K03522
vamb.spades.286_5_22	K03521
vamb.spades.286_5_23	K03303
vamb.spades.286_5_25	K05799
vamb.spades.286_5_26	K01992
vamb.spades.286_5_27	K01992
vamb.spades.286_5_28	K01990
vamb.spades.286_5_40	K01990
vamb.spades.286_6_1	K07816
vamb.spades.286_6_4	K06147
vamb.spades.286_6_5	K06147
vamb.spades.286_6_10	K02003
vamb.spades.286_6_12	K02004
vamb.spades.286_6_13	K07814
vamb.spades.286_6_14	K01915
vamb.spades.286_6_15	K22010
vamb.spades.286_6_16	K05808
vamb.spades.286_6_17	K03657
vamb.spades.286_6_19	K02502
vamb.spades.286_6_20	K00765
vamb.spades.286_6_20	K02502

vamb.spades.286_6_21	K00013
vamb.spades.286_6_22	K00817
vamb.spades.286_6_23	K01693
vamb.spades.286_6_24	K01923
vamb.spades.286_6_25	K02501
vamb.spades.286_6_26	K01814
vamb.spades.286_6_27	K02500
vamb.spades.286_6_28	K01496
vamb.spades.286_6_28	K11755

vamb.spades.286_6_30	K04078
vamb.spades.286_6_31	K04077
vamb.spades.286_6_34	K00088
vamb.spades.286_6_37	K03624
vamb.spades.286_6_38	K04567
vamb.spades.286_6_40	K04749
vamb.spades.286_6_41	K04757
vamb.spades.286_6_42	K03090
vamb.spades.286_6_42	K03091

vamb.spades.286_6_43	K04757
vamb.spades.286_7_6	K02025
vamb.spades.286_7_8	K02529
vamb.spades.286_8_4	K02528
vamb.spades.286_8_8	K03424
vamb.spades.286_9_6	K01186
vamb.spades.286_9_7	K09888
vamb.spades.286_9_8	K01142
vamb.spades.286_9_9	K01286
vamb.spades.286_9_9	K07258

vamb.spades.286_9_11	K00966
vamb.spades.286_9_11	K16881

vamb.spades.286_9_16	K01567
vamb.spades.286_9_18	K06438
vamb.spades.286_9_19	K06217
vamb.spades.286_9_20	K07037
vamb.spades.286_9_21	K01489
vamb.spades.286_9_21	K07042

vamb.spades.286_9_22	K00887
vamb.spades.286_9_22	K00901

vamb.spades.286_9_23	K01489
vamb.spades.286_9_24	K03595
vamb.spades.286_9_26	K03584
vamb.spades.286_9_30	K01778
vamb.spades.286_9_31	K10206
vamb.spades.286_9_33	K21929
vamb.spades.286_9_34	K21929
vamb.spades.286_10_3	K03088
vamb.spades.286_10_12	K07729
vamb.spades.286_10_17	K03406
vamb.spades.286_10_18	K07343
vamb.spades.286_10_23	K03088
vamb.spades.286_11_2	K00847
vamb.spades.286_11_4	K03332
vamb.spades.286_11_5	K17318
vamb.spades.286_11_6	K17320
vamb.spades.286_11_7	K17319
vamb.spades.286_11_8	K02529
vamb.spades.286_11_9	K00941
vamb.spades.286_11_10	K00788
vamb.spades.286_11_13	K02031
vamb.spades.286_11_13	K02032

vamb.spades.286_11_14	K02034
vamb.spades.286_11_15	K02033
vamb.spades.286_11_15	K15581

vamb.spades.286_11_16	K02035
vamb.spades.286_11_19	K03088
vamb.spades.286_11_22	K10716
vamb.spades.286_11_30	K02030
vamb.spades.286_11_31	K02028
vamb.spades.286_11_32	K02029
vamb.spades.286_11_33	K02029
vamb.spades.286_12_1	K01992
vamb.spades.286_12_5	K16905
vamb.spades.286_12_6	K16906
vamb.spades.286_12_7	K01990
vamb.spades.286_12_7	K16907

vamb.spades.286_12_11	K05593
vamb.spades.286_12_33	K03311
vamb.spades.286_13_4	K02032
vamb.spades.286_13_5	K02031
vamb.spades.286_13_7	K02033
vamb.spades.286_13_8	K02035
vamb.spades.286_13_10	K00433
vamb.spades.286_13_10	K01055

vamb.spades.286_14_4	K02004
vamb.spades.286_15_1	K03657
vamb.spades.286_16_3	K02986
vamb.spades.286_16_4	K07088
vamb.spades.286_17_2	K07718
vamb.spades.286_17_3	K17319
vamb.spades.286_17_4	K17320
vamb.spades.286_17_5	K17318
vamb.spades.286_17_6	K19355
vamb.spades.286_17_10	K10563
vamb.spades.286_17_11	K06949
vamb.spades.286_17_15	K02348
vamb.spades.286_17_21	K02003
vamb.spades.286_17_22	K02004
vamb.spades.286_17_24	K17073
vamb.spades.286_17_25	K17073
vamb.spades.286_17_25	K17074

vamb.spades.286_17_26	K17074
vamb.spades.286_17_26	K17076

vamb.spades.286_17_27	K05919
vamb.spades.286_17_28	K07386
vamb.spades.286_17_31	K07456
vamb.spades.286_17_32	K04759
vamb.spades.286_17_33	K04758
vamb.spades.286_17_34	K03709
vamb.spades.286_17_35	K07240
vamb.spades.286_17_36	K07240
vamb.spades.286_17_38	K21562
vamb.spades.286_17_39	K07322
vamb.spades.286_17_41	K00566
vamb.spades.286_17_43	K01990
vamb.spades.286_17_46	K00564
vamb.spades.286_17_47	K02049
vamb.spades.286_17_48	K02050
vamb.spades.286_17_49	K02051
vamb.spades.286_17_51	K01990
vamb.spades.286_17_52	K01992
vamb.spades.286_17_53	K01992
vamb.spades.286_17_55	K06173
vamb.spades.286_17_58	K02647
vamb.spades.286_17_59	K03299
vamb.spades.286_17_60	K00865
vamb.spades.286_17_61	K06969
vamb.spades.286_17_65	K02483
vamb.spades.286_17_65	K18344

vamb.spades.286_17_69	K04719
vamb.spades.286_17_70	K02049
vamb.spades.286_17_71	K02051
vamb.spades.286_17_72	K02050
vamb.spades.286_17_75	K07720
vamb.spades.286_17_76	K07718
vamb.spades.286_17_77	K02027
vamb.spades.286_17_78	K02025
vamb.spades.286_17_79	K02026
vamb.spades.286_17_87	K09811
vamb.spades.286_17_88	K03088
vamb.spades.286_17_91	K00121
vamb.spades.286_17_91	K00148
vamb.spades.286_17_91	K18369

vamb.spades.286_17_92	K21472
vamb.spades.286_17_93	K02824
vamb.spades.286_17_95	K00666
vamb.spades.286_17_96	K01620
vamb.spades.286_17_99	K07720
vamb.spades.286_17_101	K00563
vamb.spades.286_17_103	K01596
vamb.spades.286_17_105	K21600
vamb.spades.286_17_106	K17686
vamb.spades.286_17_108	K07718
vamb.spades.286_17_109	K07720
vamb.spades.286_17_111	K17319
vamb.spades.286_17_112	K17320
vamb.spades.286_17_115	K00297
vamb.spades.286_17_116	K03521
vamb.spades.286_17_117	K03522
vamb.spades.286_17_117	K22432

vamb.spades.286_17_119	K03587
vamb.spades.286_17_119	K08384

vamb.spades.286_17_120	K03737
vamb.spades.286_17_124	K02025
vamb.spades.286_17_125	K02026
vamb.spades.286_17_126	K09955
vamb.spades.286_17_128	K06345
vamb.spades.286_17_136	K07444
vamb.spades.286_17_144	K07775
vamb.spades.286_17_148	K00800
vamb.spades.286_17_149	K00891
vamb.spades.286_17_150	K07699
vamb.spades.286_17_151	K03530
vamb.spades.286_17_153	K01677
vamb.spades.286_17_154	K01678
vamb.spades.286_17_168	K02445
vamb.spades.286_17_168	K07783

vamb.spades.286_17_169	K02081
vamb.spades.286_17_169	K02530

vamb.spades.286_17_171	K06306
vamb.spades.286_17_172	K00003
vamb.spades.286_17_174	K07448
vamb.spades.286_17_175	K00384
vamb.spades.286_17_176	K06889
vamb.spades.286_17_178	K06888
vamb.spades.286_17_184	K07727
vamb.spades.286_17_193	K17319
vamb.spades.286_17_197	K06310
vamb.spades.286_17_198	K06297
vamb.spades.286_17_199	K06311
vamb.spades.286_18_1	K07484
vamb.spades.286_20_4	K09749
vamb.spades.286_20_5	K02405
vamb.spades.286_20_7	K03411
vamb.spades.286_20_8	K03410
vamb.spades.286_20_9	K03408
vamb.spades.286_20_10	K03407
vamb.spades.286_20_11	K03412
vamb.spades.286_20_13	K04562
vamb.spades.286_20_14	K02404
vamb.spades.286_20_15	K02400
vamb.spades.286_20_16	K02401
vamb.spades.286_20_16	K13820

vamb.spades.286_20_17	K02421
vamb.spades.286_20_18	K02420
vamb.spades.286_20_19	K02419
vamb.spades.286_20_20	K02418
vamb.spades.286_20_21	K03413
vamb.spades.286_20_22	K02417
vamb.spades.286_20_23	K02416
vamb.spades.286_20_25	K02390
vamb.spades.286_20_27	K02389
vamb.spades.286_20_28	K02414
vamb.spades.286_20_30	K02413
vamb.spades.286_20_31	K02412
vamb.spades.286_20_31	K03224

vamb.spades.286_20_32	K02411
vamb.spades.286_20_33	K02410
vamb.spades.286_21_1	K02003
vamb.spades.286_21_2	K02004
vamb.spades.286_22_3	K15256
vamb.spades.286_23_2	K00525
vamb.spades.286_23_4	K07238
vamb.spades.286_23_5	K01628
vamb.spades.286_23_7	K00848
vamb.spades.286_23_7	K00879

vamb.spades.286_23_8	K02854
vamb.spades.286_23_10	K01813
vamb.spades.286_23_14	K16203
vamb.spades.286_23_16	K02564
vamb.spades.286_23_17	K01443
vamb.spades.286_23_19	K00198
vamb.spades.286_23_21	K02529
vamb.spades.286_23_25	K02025
vamb.spades.286_23_31	K02026
vamb.spades.286_23_34	K00134
vamb.spades.286_23_37	K03924
vamb.spades.286_23_38	K00016
vamb.spades.286_23_39	K03742
vamb.spades.286_23_39	K03743

vamb.spades.286_23_40	K03980
vamb.spades.286_23_41	K03553
vamb.spades.286_23_42	K03565
vamb.spades.286_23_43	K03546
vamb.spades.286_23_44	K03546
vamb.spades.286_23_46	K14441
vamb.spades.286_23_47	K00995
vamb.spades.286_23_49	K03621
vamb.spades.286_23_50	K00648
vamb.spades.286_23_51	K00645
vamb.spades.286_23_52	K00059
vamb.spades.286_23_53	K02078
vamb.spades.286_23_54	K09458
vamb.spades.286_23_55	K03685
vamb.spades.286_23_57	K06416
vamb.spades.286_23_58	K03529
vamb.spades.286_23_59	K03110
vamb.spades.286_23_60	K01992
vamb.spades.286_23_61	K01992
vamb.spades.286_23_62	K01990
vamb.spades.286_23_63	K09787
vamb.spades.286_23_64	K03106
vamb.spades.286_23_65	K02959
vamb.spades.286_23_66	K06960
vamb.spades.286_23_67	K02860
vamb.spades.286_23_68	K00554
vamb.spades.286_23_69	K02884
vamb.spades.286_23_70	K03100
vamb.spades.286_23_71	K14540
vamb.spades.286_23_72	K03470
vamb.spades.286_23_74	K04061
vamb.spades.286_23_75	K07460
vamb.spades.286_23_76	K01273
vamb.spades.286_23_78	K01572
vamb.spades.286_23_82	K01756
vamb.spades.286_23_83	K03710
vamb.spades.286_23_87	K03790
vamb.spades.286_23_89	K12251
vamb.spades.286_23_90	K15256
vamb.spades.286_24_1	K02026
vamb.spades.286_24_3	K01218
vamb.spades.286_24_9	K01921
vamb.spades.286_24_10	K01776
vamb.spades.286_24_15	K03797
vamb.spades.286_24_16	K01937
vamb.spades.286_24_17	K06387
vamb.spades.286_24_18	K07507
vamb.spades.286_24_19	K01448
vamb.spades.286_24_20	K01537
vamb.spades.286_24_22	K15770
vamb.spades.286_24_23	K15771
vamb.spades.286_24_24	K15772
vamb.spades.286_24_25	K01208
vamb.spades.286_24_26	K01176
vamb.spades.286_24_28	K01990
vamb.spades.286_24_29	K01992
vamb.spades.286_24_30	K01992
vamb.spades.286_24_35	K01687
vamb.spades.286_24_36	K01652
vamb.spades.286_24_37	K01625
vamb.spades.286_24_38	K00874
vamb.spades.286_24_43	K00239
vamb.spades.286_24_47	K05349
vamb.spades.286_24_50	K02913
vamb.spades.286_24_51	K03073
vamb.spades.286_24_52	K02601
vamb.spades.286_24_53	K02867
vamb.spades.286_24_54	K02863
vamb.spades.286_24_55	K02864
vamb.spades.286_24_56	K02935
vamb.spades.286_24_57	K03043
vamb.spades.286_24_58	K03046
vamb.spades.286_24_59	K07590
vamb.spades.286_24_60	K02950
vamb.spades.286_24_61	K02992
vamb.spades.286_24_62	K02355
vamb.spades.286_24_63	K02358
vamb.spades.286_24_64	K03523
vamb.spades.286_24_67	K10544
vamb.spades.286_24_67	K10547

vamb.spades.286_24_68	K10548
vamb.spades.286_24_69	K10546
vamb.spades.286_24_70	K10543
vamb.spades.286_24_70	K10820

vamb.spades.286_24_71	K07720
vamb.spades.286_24_73	K10439
vamb.spades.286_24_74	K03924
vamb.spades.286_24_77	K01338
vamb.spades.286_24_81	K16511
vamb.spades.286_24_83	K06287
vamb.spades.286_24_84	K03630
vamb.spades.286_24_85	K03569
vamb.spades.286_24_86	K03570
vamb.spades.286_24_87	K03571
vamb.spades.286_24_88	K03610
vamb.spades.286_24_89	K03609
vamb.spades.286_24_90	K03608
vamb.spades.286_24_93	K06402
vamb.spades.286_24_96	K00297
vamb.spades.286_24_97	K00528
vamb.spades.286_24_97	K16951

vamb.spades.286_24_98	K00266
vamb.spades.286_24_99	K00261
vamb.spades.286_24_99	K00262

vamb.spades.286_24_100	K02556
vamb.spades.286_24_101	K02557
vamb.spades.286_24_102	K01885
vamb.spades.286_24_102	K09698

vamb.spades.286_24_103	K01886
vamb.spades.286_24_104	K06023
vamb.spades.286_24_105	K04477
vamb.spades.286_24_106	K00075
vamb.spades.286_24_107	K06958
vamb.spades.286_24_109	K09762
vamb.spades.286_24_110	K06378
vamb.spades.286_24_111	K06379
vamb.spades.286_24_112	K03091
vamb.spades.286_24_114	K06405
vamb.spades.286_24_115	K06406
vamb.spades.286_24_116	K06407
vamb.spades.286_24_117	K03409
vamb.spades.286_24_118	K03216
vamb.spades.286_24_119	K01258
vamb.spades.286_24_120	K21071
vamb.spades.286_24_121	K01163
vamb.spades.286_24_122	K01129
vamb.spades.286_24_123	K13653
vamb.spades.286_24_128	K05593
vamb.spades.286_24_133	K00134
vamb.spades.286_24_134	K00927
vamb.spades.286_24_134	K01803

vamb.spades.286_24_135	K01060
vamb.spades.286_24_136	K15633
vamb.spades.286_24_137	K01689
vamb.spades.286_24_138	K03075
vamb.spades.286_24_139	K12573
vamb.spades.286_24_141	K18707
vamb.spades.286_24_144	K07447
vamb.spades.286_24_148	K00970
vamb.spades.286_24_148	K00974

vamb.spades.286_24_150	K01736
vamb.spades.286_24_152	K00097
vamb.spades.286_24_152	K22024

vamb.spades.286_24_155	K08301
vamb.spades.286_24_156	K02888
vamb.spades.286_24_157	K07584
vamb.spades.286_24_158	K02899
vamb.spades.286_24_159	K03979
vamb.spades.286_24_160	K07574
vamb.spades.286_24_163	K17318
vamb.spades.286_24_164	K07718
vamb.spades.286_24_166	K01999
vamb.spades.286_24_168	K01998
vamb.spades.286_24_169	K01995
vamb.spades.286_24_170	K01996
vamb.spades.286_24_171	K04767
vamb.spades.286_24_172	K01071
vamb.spades.286_24_173	K01599
vamb.spades.286_24_174	K05989
vamb.spades.286_24_177	K02035
vamb.spades.286_24_178	K07720
vamb.spades.286_24_180	K00077
vamb.spades.286_24_181	K07052
vamb.spades.286_24_182	K19955
vamb.spades.286_24_183	K00215
vamb.spades.286_24_185	K17836
vamb.spades.286_24_186	K01286
vamb.spades.286_24_186	K07258

vamb.spades.286_24_191	K03671
vamb.spades.286_24_192	K06213
vamb.spades.286_24_193	K04074
vamb.spades.286_24_195	K10907
vamb.spades.286_24_199	K10188
vamb.spades.286_24_199	K17234

vamb.spades.286_24_200	K03699
vamb.spades.286_24_201	K02836
vamb.spades.286_24_203	K06898
vamb.spades.286_24_204	K09121
vamb.spades.286_24_205	K07139
vamb.spades.286_24_206	K01951
vamb.spades.286_24_207	K06147
vamb.spades.286_24_208	K06147
vamb.spades.286_24_214	K06901
vamb.spades.286_24_215	K01588
vamb.spades.286_24_216	K00764
vamb.spades.286_24_217	K01933
vamb.spades.286_24_218	K11175
vamb.spades.286_24_219	K00602
vamb.spades.286_24_220	K01945
vamb.spades.286_24_221	K00969
vamb.spades.286_24_222	K00969
vamb.spades.286_24_223	K09710
vamb.spades.286_24_224	K01091
vamb.spades.286_24_225	K01897
vamb.spades.286_24_226	K07258
vamb.spades.286_24_227	K02237
vamb.spades.286_24_228	K06298
vamb.spades.286_24_231	K02027
vamb.spades.286_24_232	K02025
vamb.spades.286_24_233	K02026
vamb.spades.286_24_237	K01868
vamb.spades.286_24_238	K02003
vamb.spades.286_24_238	K02004

vamb.spades.286_24_240	K01201
vamb.spades.286_24_243	K02025
vamb.spades.286_24_248	K02026
vamb.spades.286_25_2	K02968
vamb.spades.286_25_3	K02340
vamb.spades.286_25_4	K02238
vamb.spades.286_25_5	K01447
vamb.spades.286_25_7	K01887
vamb.spades.286_25_8	K01191
vamb.spades.286_25_9	K02855
vamb.spades.286_25_10	K03703
vamb.spades.286_25_11	K09117
vamb.spades.286_25_12	K02970
vamb.spades.286_25_13	K02503
vamb.spades.286_25_15	K01872
vamb.spades.286_25_20	K08884
vamb.spades.286_25_21	K00058
vamb.spades.286_25_23	K01586
vamb.spades.286_25_24	K07090
vamb.spades.286_25_25	K07090
vamb.spades.286_25_28	K19140
vamb.spades.286_25_29	K19139
vamb.spades.286_25_30	K09002
vamb.spades.286_25_31	K19138
vamb.spades.286_25_32	K07016
vamb.spades.286_25_33	K08591
vamb.spades.286_25_34	K03429
vamb.spades.286_25_35	K07462
vamb.spades.286_25_37	K03657
vamb.spades.286_25_44	K07150
vamb.spades.286_25_45	K01114
vamb.spades.286_25_46	K01738
vamb.spades.286_25_48	K02073
vamb.spades.286_25_49	K02072
vamb.spades.286_25_50	K02071
vamb.spades.286_25_51	K06864
vamb.spades.286_25_54	K15986
vamb.spades.286_25_55	K03624
vamb.spades.286_25_56	K01207
vamb.spades.286_25_57	K07095
vamb.spades.286_25_58	K01537
vamb.spades.286_25_62	K07216
vamb.spades.286_25_63	K07216
vamb.spades.286_27_3	K01191
vamb.spades.286_27_4	K02021
vamb.spades.286_27_4	K06147
vamb.spades.286_27_4	K11085
vamb.spades.286_27_4	K18104

vamb.spades.286_27_5	K11085
vamb.spades.286_27_7	K16149
vamb.spades.286_28_1	K03823
vamb.spades.286_28_3	K01992
vamb.spades.286_28_4	K01990
vamb.spades.286_28_5	K00336
vamb.spades.286_28_5	K18332

vamb.spades.286_28_6	K00335
vamb.spades.286_28_6	K18331
vamb.spades.286_28_6	K22339

vamb.spades.286_28_7	K17992
vamb.spades.286_28_9	K00334
vamb.spades.286_28_9	K18330
vamb.spades.286_28_9	K22340

vamb.spades.286_28_10	K00651
vamb.spades.286_28_11	K07053
vamb.spades.286_28_17	K00876
vamb.spades.286_28_18	K02837
vamb.spades.286_28_19	K00864
vamb.spades.286_28_22	K00111
vamb.spades.286_28_23	K02443
vamb.spades.286_28_26	K01950
vamb.spades.286_28_27	K01873
vamb.spades.286_28_29	K00620
vamb.spades.286_28_30	K03408
vamb.spades.286_28_32	K02040
vamb.spades.286_28_33	K02037
vamb.spades.286_28_34	K02038
vamb.spades.286_28_35	K02036
vamb.spades.286_28_36	K02039
vamb.spades.286_28_37	K02483
vamb.spades.286_28_37	K07658
vamb.spades.286_28_37	K07668

vamb.spades.286_28_38	K07636
vamb.spades.286_28_39	K03697
vamb.spades.286_28_40	K03701
vamb.spades.286_29_5	K01624
vamb.spades.286_29_5	K08302

vamb.spades.286_29_6	K09988
vamb.spades.286_30_2	K02032
vamb.spades.286_30_5	K10117
vamb.spades.286_30_6	K10119
vamb.spades.286_30_7	K10118
vamb.spades.286_30_8	K01222
vamb.spades.286_30_10	K07720
vamb.spades.286_31_2	K01928
vamb.spades.286_31_3	K13653
vamb.spades.286_31_5	K08884
vamb.spades.286_31_10	K08217
vamb.spades.286_31_12	K01992
vamb.spades.286_31_13	K01990
vamb.spades.286_31_14	K07720
vamb.spades.286_31_16	K12373
vamb.spades.286_31_19	K01808
vamb.spades.286_31_21	K00848
vamb.spades.286_31_21	K00851
vamb.spades.286_31_21	K00854

vamb.spades.286_31_22	K00615
vamb.spades.286_31_27	K17318
vamb.spades.286_31_28	K17320
vamb.spades.286_31_38	K03088
vamb.spades.286_31_42	K04655
vamb.spades.286_31_43	K04654
vamb.spades.286_31_44	K04653
vamb.spades.286_31_45	K07079
vamb.spades.286_31_46	K06147
vamb.spades.286_31_46	K11085

vamb.spades.286_31_48	K00266
vamb.spades.286_31_49	K00265
vamb.spades.286_31_49	K00284

vamb.spades.286_31_50	K04656
vamb.spades.286_31_51	K11753
vamb.spades.286_31_52	K03177
vamb.spades.286_31_53	K06881
vamb.spades.286_31_54	K02834
vamb.spades.286_31_55	K02519
vamb.spades.286_31_57	K07742
vamb.spades.286_31_58	K02600
vamb.spades.286_31_59	K09748
vamb.spades.286_31_60	K02342
vamb.spades.286_31_60	K03763

vamb.spades.286_31_61	K03526
vamb.spades.286_31_62	K11749
vamb.spades.286_31_63	K00099
vamb.spades.286_31_64	K00981
vamb.spades.286_31_65	K00806
vamb.spades.286_31_67	K02838
vamb.spades.286_31_68	K09903
vamb.spades.286_31_69	K02357
vamb.spades.286_31_70	K02967
vamb.spades.286_31_71	K00010
vamb.spades.286_31_72	K03335
vamb.spades.286_31_73	K03336
vamb.spades.286_31_74	K03337
vamb.spades.286_31_75	K00615
vamb.spades.286_31_76	K00615
vamb.spades.286_31_77	K00927
vamb.spades.286_31_78	K00150
vamb.spades.286_31_79	K02529
vamb.spades.286_31_80	K07507
vamb.spades.286_32_1	K01207
vamb.spades.286_32_2	K09001
vamb.spades.286_32_3	K02026
vamb.spades.286_32_4	K02025
vamb.spades.286_32_6	K07106
vamb.spades.286_32_8	K02897
vamb.spades.286_32_10	K02897
vamb.spades.286_32_13	K00966
vamb.spades.286_32_14	K07095
vamb.spades.286_32_18	K07727
vamb.spades.286_32_24	K01193
vamb.spades.286_32_24	K03332

vamb.spades.286_32_25	K01209
vamb.spades.286_32_29	K17319
vamb.spades.286_32_30	K17318
vamb.spades.286_32_33	K00847
vamb.spades.286_32_34	K00004
vamb.spades.286_32_35	K10117
vamb.spades.286_32_36	K10119
vamb.spades.286_32_37	K10118
vamb.spades.286_32_39	K07720
vamb.spades.286_32_40	K02013
vamb.spades.286_32_41	K02015
vamb.spades.286_32_42	K02015
vamb.spades.286_32_43	K02016
vamb.spades.286_33_1	K18890
vamb.spades.286_33_2	K06442
vamb.spades.286_33_3	K06442
vamb.spades.286_33_7	K01992
vamb.spades.286_33_8	K01990
vamb.spades.286_33_11	K03406
vamb.spades.286_33_12	K06425
vamb.spades.286_33_13	K03310
vamb.spades.286_33_14	K07079
vamb.spades.286_33_16	K09992
vamb.spades.286_33_18	K01599
vamb.spades.286_33_21	K06436
vamb.spades.286_33_22	K06306
vamb.spades.286_33_23	K02346
vamb.spades.286_33_24	K02013
vamb.spades.286_33_25	K02015
vamb.spades.286_33_26	K02016
vamb.spades.286_33_27	K19221
vamb.spades.286_33_31	K02004
vamb.spades.286_33_32	K02003
vamb.spades.286_33_33	K13954
vamb.spades.286_33_34	K02013
vamb.spades.286_34_1	K07493
vamb.spades.286_34_8	K03091
vamb.spades.286_34_9	K03218
vamb.spades.286_34_10	K11145
vamb.spades.286_34_11	K01883
vamb.spades.286_34_12	K00640
vamb.spades.286_34_17	K03660
vamb.spades.286_35_8	K02004
vamb.spades.286_35_9	K02003
vamb.spades.286_35_10	K02585
vamb.spades.286_35_11	K01738
vamb.spades.286_35_16	K02051
vamb.spades.286_35_18	K02588
vamb.spades.286_35_23	K02027
vamb.spades.286_35_24	K02025
vamb.spades.286_35_25	K02026
vamb.spades.286_35_25	K10119

vamb.spades.286_35_26	K05988
vamb.spades.286_35_27	K05988
vamb.spades.286_35_30	K07316
vamb.spades.286_35_37	K17319
vamb.spades.286_35_38	K02026
vamb.spades.286_35_38	K17320

vamb.spades.286_35_44	K04069
vamb.spades.286_35_45	K06990
vamb.spades.286_35_45	K09141

vamb.spades.286_35_46	K08281
vamb.spades.286_35_49	K06206
vamb.spades.286_35_50	K03306
vamb.spades.286_35_51	K07220
vamb.spades.286_35_52	K06434
vamb.spades.286_35_56	K17320
vamb.spades.286_35_61	K01811
vamb.spades.286_35_62	K01599
vamb.spades.286_35_63	K02855
vamb.spades.286_35_67	K00290
vamb.spades.286_35_68	K13747
vamb.spades.286_35_69	K12410
vamb.spades.286_35_70	K04068
vamb.spades.286_35_71	K21636
vamb.spades.286_35_73	K07003
vamb.spades.286_35_74	K01421
vamb.spades.286_35_78	K01929
vamb.spades.286_35_79	K01163
vamb.spades.286_35_81	K01955
vamb.spades.286_35_87	K07053
vamb.spades.286_35_88	K08234
vamb.spades.286_35_89	K20885
vamb.spades.286_35_90	K03929
vamb.spades.286_35_93	K02529
vamb.spades.286_35_96	K01192
vamb.spades.286_35_97	K05601
vamb.spades.286_35_102	K01755
vamb.spades.286_35_103	K01940
vamb.spades.286_35_104	K01159
vamb.spades.286_35_105	K03550
vamb.spades.286_35_106	K03551
vamb.spades.286_35_107	K01448
vamb.spades.286_35_108	K06298
vamb.spades.286_35_109	K00989
vamb.spades.286_35_109	K02428

vamb.spades.286_35_110	K02428
