vamb.spades.222_1_3	K07777
vamb.spades.222_7_19	K16329
vamb.spades.222_8_3	K02107
vamb.spades.222_8_4	K02123
vamb.spades.222_8_5	K02124
vamb.spades.222_8_6	K02121
vamb.spades.222_8_7	K02119
vamb.spades.222_8_8	K02122
vamb.spades.222_8_9	K02117
vamb.spades.222_8_10	K02118
vamb.spades.222_8_11	K02120
vamb.spades.222_8_13	K03088
vamb.spades.222_8_15	K21515
vamb.spades.222_9_1	K09778
vamb.spades.222_11_1	K02029
vamb.spades.222_11_1	K02030

vamb.spades.222_11_2	K02030
vamb.spades.222_11_6	K03088
vamb.spades.222_11_8	K07058
vamb.spades.222_11_9	K00712
vamb.spades.222_11_13	K03711
vamb.spades.222_11_13	K09825

vamb.spades.222_11_17	K08282
vamb.spades.222_12_3	K14445
vamb.spades.222_12_5	K01640
vamb.spades.222_12_6	K20454
vamb.spades.222_12_9	K01091
vamb.spades.222_12_10	K00845
vamb.spades.222_12_13	K19064
vamb.spades.222_12_14	K06714
vamb.spades.222_12_16	K20810
vamb.spades.222_13_1	K01243
vamb.spades.222_13_2	K01246
vamb.spades.222_13_5	K06410
vamb.spades.222_13_6	K06411
vamb.spades.222_13_7	K00928
vamb.spades.222_13_8	K00133
vamb.spades.222_13_9	K01714
vamb.spades.222_13_10	K01990
vamb.spades.222_13_11	K01992
vamb.spades.222_13_17	K00666
vamb.spades.222_13_17	K01911

vamb.spades.222_13_18	K00648
vamb.spades.222_13_19	K00059
vamb.spades.222_13_20	K07238
vamb.spades.222_13_23	K02484
vamb.spades.222_13_24	K07668
vamb.spades.222_13_25	K07149
vamb.spades.222_13_26	K03976
vamb.spades.222_13_27	K01919
vamb.spades.222_13_28	K00334
vamb.spades.222_13_28	K18330
vamb.spades.222_13_28	K22340

vamb.spades.222_13_29	K00335
vamb.spades.222_13_29	K18331
vamb.spades.222_13_29	K22339

vamb.spades.222_13_30	K00123
vamb.spades.222_13_30	K22341

vamb.spades.222_13_31	K00123
vamb.spades.222_13_31	K05299
vamb.spades.222_13_31	K22341

vamb.spades.222_13_32	K03752
vamb.spades.222_13_32	K13818

vamb.spades.222_13_33	K02379
vamb.spades.222_13_37	K07260
vamb.spades.222_13_40	K05844
vamb.spades.222_13_40	K14940

vamb.spades.222_13_42	K03189
vamb.spades.222_13_42	K04652

vamb.spades.222_13_46	K05601
vamb.spades.222_13_48	K01990
vamb.spades.222_13_50	K02003
vamb.spades.222_13_51	K02004
vamb.spades.222_13_53	K00354
vamb.spades.222_13_54	K03499
vamb.spades.222_13_55	K03498
vamb.spades.222_13_56	K01142
vamb.spades.222_13_59	K21515
vamb.spades.222_13_60	K07650
vamb.spades.222_13_61	K07770
vamb.spades.222_13_62	K04771
vamb.spades.222_13_64	K01270
vamb.spades.222_13_66	K11041
vamb.spades.222_13_69	K06972
vamb.spades.222_13_70	K01929
vamb.spades.222_13_71	K01921
vamb.spades.222_13_75	K01990
vamb.spades.222_13_76	K01992
vamb.spades.222_13_77	K01992
vamb.spades.222_13_82	K05592
vamb.spades.222_13_83	K02030
vamb.spades.222_13_85	K01534
vamb.spades.222_13_87	K09155
vamb.spades.222_13_89	K10914
vamb.spades.222_13_89	K21562

vamb.spades.222_13_90	K07139
vamb.spades.222_13_95	K03152
vamb.spades.222_13_96	K03652
vamb.spades.222_13_99	K03524
vamb.spades.222_13_101	K03523
vamb.spades.222_13_102	K07979
vamb.spades.222_13_103	K01990
vamb.spades.222_13_104	K01992
vamb.spades.222_13_106	K01753
vamb.spades.222_13_109	K07717
vamb.spades.222_13_110	K07719
vamb.spades.222_13_111	K03310
vamb.spades.222_13_113	K07216
vamb.spades.222_13_114	K21993
vamb.spades.222_13_116	K19689
vamb.spades.222_13_117	K13572
vamb.spades.222_14_1	K13276
vamb.spades.222_14_1	K17734

vamb.spades.222_14_4	K03798
vamb.spades.222_14_11	K19134
vamb.spades.222_14_18	K01823
vamb.spades.222_14_28	K00963
vamb.spades.222_15_2	K19244
vamb.spades.222_15_3	K10672
vamb.spades.222_15_7	K07484
vamb.spades.222_15_8	K03980
vamb.spades.222_15_14	K03924
vamb.spades.222_15_16	K01426
vamb.spades.222_15_18	K00259
vamb.spades.222_15_21	K03071
vamb.spades.222_15_26	K02034
vamb.spades.222_16_1	K07112
vamb.spades.222_16_4	K04488
vamb.spades.222_16_5	K11717
vamb.spades.222_16_6	K07033
vamb.spades.222_16_6	K09015

vamb.spades.222_16_7	K07033
vamb.spades.222_16_7	K09014

vamb.spades.222_16_8	K09013
vamb.spades.222_16_12	K07098
vamb.spades.222_16_15	K03088
vamb.spades.222_16_16	K01174
vamb.spades.222_16_20	K07095
vamb.spades.222_16_21	K02428
vamb.spades.222_16_22	K06298
vamb.spades.222_16_24	K01448
vamb.spades.222_16_25	K04655
vamb.spades.222_16_26	K02434
vamb.spades.222_16_27	K02433
vamb.spades.222_16_28	K02435
vamb.spades.222_16_29	K01972
vamb.spades.222_16_30	K03657
vamb.spades.222_16_32	K07043
vamb.spades.222_17_6	K04070
vamb.spades.222_18_2	K07497
vamb.spades.222_18_3	K03088
vamb.spades.222_18_7	K03088
vamb.spades.222_18_11	K01874
vamb.spades.222_18_12	K03424
vamb.spades.222_18_13	K05985
vamb.spades.222_18_14	K02528
vamb.spades.222_18_20	K06213
vamb.spades.222_18_24	K00919
vamb.spades.222_18_26	K06310
vamb.spades.222_18_27	K06296
vamb.spades.222_18_27	K06311

vamb.spades.222_18_28	K06297
vamb.spades.222_18_29	K06387
vamb.spades.222_18_31	K03310
vamb.spades.222_18_32	K06714
vamb.spades.222_18_33	K03310
vamb.spades.222_18_34	K01438
vamb.spades.222_18_34	K01439

vamb.spades.222_18_35	K01449
vamb.spades.222_18_36	K06313
vamb.spades.222_18_37	K01776
vamb.spades.222_18_38	K06714
vamb.spades.222_18_39	K18012
vamb.spades.222_18_40	K01843
vamb.spades.222_18_42	K07456
vamb.spades.222_18_43	K01844
vamb.spades.222_18_44	K18011
vamb.spades.222_18_46	K16788
vamb.spades.222_18_47	K01138
vamb.spades.222_18_48	K01138
vamb.spades.222_18_54	K03797
vamb.spades.222_18_56	K01119
vamb.spades.222_18_58	K01361
vamb.spades.222_18_59	K13276
vamb.spades.222_18_59	K17734

vamb.spades.222_18_60	K13276
vamb.spades.222_18_60	K17734

vamb.spades.222_18_61	K13276
vamb.spades.222_18_61	K17734

vamb.spades.222_18_62	K13276
vamb.spades.222_18_62	K17734

vamb.spades.222_18_63	K13276
vamb.spades.222_18_63	K17734

vamb.spades.222_18_64	K13276
vamb.spades.222_18_64	K17734

vamb.spades.222_18_65	K13276
vamb.spades.222_18_65	K17734

vamb.spades.222_19_1	K05825
vamb.spades.222_19_3	K22044
vamb.spades.222_19_5	K04085
vamb.spades.222_19_11	K03558
vamb.spades.222_20_1	K21929
vamb.spades.222_20_2	K21929
vamb.spades.222_20_3	K04567
vamb.spades.222_20_4	K03624
vamb.spades.222_20_6	K05540
vamb.spades.222_20_7	K03525
vamb.spades.222_20_9	K01572
vamb.spades.222_20_12	K01966
vamb.spades.222_20_13	K01759
vamb.spades.222_20_13	K05606

vamb.spades.222_20_14	K07588
vamb.spades.222_20_15	K01849
vamb.spades.222_20_16	K01847
vamb.spades.222_20_16	K01848

vamb.spades.222_20_17	K18118
vamb.spades.222_20_19	K00283
vamb.spades.222_20_22	K00008
vamb.spades.222_20_24	K01572
vamb.spades.222_20_27	K01966
vamb.spades.222_20_29	K18013
vamb.spades.222_20_30	K00833
vamb.spades.222_20_30	K03851
vamb.spades.222_20_30	K12256
vamb.spades.222_20_30	K15372

vamb.spades.222_20_31	K06956
vamb.spades.222_20_32	K03798
vamb.spades.222_20_33	K00760
vamb.spades.222_20_34	K04075
vamb.spades.222_20_35	K06382
vamb.spades.222_20_36	K07570
vamb.spades.222_20_36	K07571

vamb.spades.222_20_37	K13052
vamb.spades.222_20_41	K03530
vamb.spades.222_20_42	K02428
vamb.spades.222_20_42	K02499

vamb.spades.222_20_43	K06409
vamb.spades.222_20_44	K04769
vamb.spades.222_21_1	K07502
vamb.spades.222_21_6	K00433
vamb.spades.222_21_6	K01055

vamb.spades.222_21_9	K06997
vamb.spades.222_21_10	K09772
vamb.spades.222_21_11	K02221
vamb.spades.222_21_13	K04074
vamb.spades.222_21_14	K01626
vamb.spades.222_21_14	K03856
vamb.spades.222_21_14	K13853

vamb.spades.222_21_17	K03101
vamb.spades.222_21_18	K06180
vamb.spades.222_21_19	K02825
vamb.spades.222_21_22	K09777
vamb.spades.222_21_23	K00942
vamb.spades.222_21_24	K03060
vamb.spades.222_21_25	K01598
vamb.spades.222_21_25	K13038

vamb.spades.222_21_26	K04066
vamb.spades.222_21_27	K01462
vamb.spades.222_21_28	K00604
vamb.spades.222_21_29	K06973
vamb.spades.222_21_30	K03500
vamb.spades.222_21_31	K06941
vamb.spades.222_21_32	K20074
vamb.spades.222_21_33	K12132
vamb.spades.222_21_34	K06949
vamb.spades.222_21_35	K01783
vamb.spades.222_21_36	K16789
vamb.spades.222_21_37	K00949
vamb.spades.222_21_39	K02902
vamb.spades.222_21_41	K07030
vamb.spades.222_21_42	K03655
vamb.spades.222_21_43	K08316
vamb.spades.222_21_44	K00954
vamb.spades.222_21_48	K00925
vamb.spades.222_21_49	K07040
vamb.spades.222_21_50	K02911
vamb.spades.222_21_51	K03621
vamb.spades.222_21_52	K02078
vamb.spades.222_21_53	K03685
vamb.spades.222_21_55	K03529
vamb.spades.222_21_56	K03110
vamb.spades.222_22_2	K03733
vamb.spades.222_22_2	K04763

vamb.spades.222_22_3	K21029
vamb.spades.222_22_4	K00812
vamb.spades.222_22_4	K10907

vamb.spades.222_22_6	K07053
vamb.spades.222_22_7	K06416
vamb.spades.222_22_8	K18682
vamb.spades.222_22_11	K03546
vamb.spades.222_22_12	K03546
vamb.spades.222_22_13	K03553
vamb.spades.222_22_14	K03742
vamb.spades.222_22_14	K03743

vamb.spades.222_22_15	K00995
vamb.spades.222_22_15	K08744

vamb.spades.222_22_16	K14441
vamb.spades.222_22_17	K03466
vamb.spades.222_22_18	K01358
vamb.spades.222_22_20	K01520
vamb.spades.222_22_23	K00962
vamb.spades.222_22_24	K02956
vamb.spades.222_22_25	K11753
vamb.spades.222_22_26	K03177
vamb.spades.222_22_27	K06881
vamb.spades.222_22_28	K02834
vamb.spades.222_22_29	K02519
vamb.spades.222_22_30	K07742
vamb.spades.222_22_31	K02600
vamb.spades.222_22_32	K09748
vamb.spades.222_22_33	K02342
vamb.spades.222_22_33	K03763

vamb.spades.222_22_34	K07507
vamb.spades.222_22_35	K03526
vamb.spades.222_22_36	K11749
vamb.spades.222_22_37	K00981
vamb.spades.222_22_38	K00806
vamb.spades.222_22_39	K02838
vamb.spades.222_22_40	K09903
vamb.spades.222_22_41	K02357
vamb.spades.222_22_42	K02967
vamb.spades.222_22_45	K09749
vamb.spades.222_22_46	K02405
vamb.spades.222_22_47	K03411
vamb.spades.222_22_48	K03410
vamb.spades.222_22_49	K03408
vamb.spades.222_22_50	K03407
vamb.spades.222_22_51	K03412
vamb.spades.222_22_53	K04562
vamb.spades.222_22_54	K02404
vamb.spades.222_22_55	K02400
vamb.spades.222_22_56	K02401
vamb.spades.222_22_56	K13820

vamb.spades.222_22_57	K02421
vamb.spades.222_22_58	K02420
vamb.spades.222_22_59	K02419
vamb.spades.222_22_60	K02418
vamb.spades.222_22_61	K03413
vamb.spades.222_22_62	K02417
vamb.spades.222_22_63	K02416
vamb.spades.222_22_64	K02415
vamb.spades.222_22_65	K02557
vamb.spades.222_22_66	K02556
vamb.spades.222_22_67	K02385
vamb.spades.222_22_68	K02390
vamb.spades.222_22_70	K02389
vamb.spades.222_22_71	K02414
vamb.spades.222_22_74	K02412
vamb.spades.222_22_74	K03224

vamb.spades.222_22_75	K02411
vamb.spades.222_22_76	K02410
vamb.spades.222_22_77	K02409
vamb.spades.222_22_78	K02408
vamb.spades.222_22_79	K02388
vamb.spades.222_22_80	K02387
vamb.spades.222_22_81	K03706
vamb.spades.222_22_82	K03667
vamb.spades.222_22_83	K01419
vamb.spades.222_22_84	K03168
vamb.spades.222_22_85	K04096
vamb.spades.222_22_86	K07391
vamb.spades.222_22_87	K07460
vamb.spades.222_22_88	K03470
vamb.spades.222_22_89	K14540
vamb.spades.222_22_90	K02884
vamb.spades.222_22_91	K00554
vamb.spades.222_22_92	K02860
vamb.spades.222_22_93	K06960
vamb.spades.222_22_94	K02959
vamb.spades.222_22_95	K03106
vamb.spades.222_22_96	K09787
vamb.spades.222_22_98	K03833
vamb.spades.222_22_99	K01042
vamb.spades.222_22_100	K01008
vamb.spades.222_22_101	K02237
vamb.spades.222_22_102	K07258
vamb.spades.222_22_103	K09022
vamb.spades.222_22_104	K09710
vamb.spades.222_22_106	K00969
vamb.spades.222_22_107	K00969
vamb.spades.222_22_108	K07574
vamb.spades.222_22_109	K03979
vamb.spades.222_22_110	K02899
vamb.spades.222_22_111	K07584
vamb.spades.222_22_112	K02888
vamb.spades.222_22_113	K08301
vamb.spades.222_22_117	K03734
vamb.spades.222_22_119	K03608
vamb.spades.222_22_120	K03609
vamb.spades.222_22_121	K03610
vamb.spades.222_22_122	K05515
vamb.spades.222_22_123	K03571
vamb.spades.222_22_124	K03570
vamb.spades.222_22_125	K03569
vamb.spades.222_22_126	K03630
vamb.spades.222_22_127	K06287
vamb.spades.222_22_128	K00805
vamb.spades.222_22_129	K00805
vamb.spades.222_22_130	K03616
vamb.spades.222_22_131	K03617
vamb.spades.222_22_132	K03613
vamb.spades.222_22_133	K03612
vamb.spades.222_22_134	K03614
vamb.spades.222_22_135	K03615
vamb.spades.222_22_136	K02346
vamb.spades.222_22_137	K02035
vamb.spades.222_22_138	K08309
vamb.spades.222_22_139	K00859
vamb.spades.222_22_140	K02335
vamb.spades.222_23_4	K01273
vamb.spades.222_23_6	K06015
vamb.spades.222_23_7	K02481
vamb.spades.222_24_1	K00790
vamb.spades.222_24_2	K02563
vamb.spades.222_24_3	K03588
vamb.spades.222_24_4	K01925
vamb.spades.222_24_5	K01000
vamb.spades.222_24_6	K01928
vamb.spades.222_24_7	K03587
vamb.spades.222_24_7	K08384

vamb.spades.222_24_8	K05589
vamb.spades.222_24_8	K12065
vamb.spades.222_24_8	K13052

vamb.spades.222_24_9	K03438
vamb.spades.222_24_10	K03925
vamb.spades.222_24_12	K13292
vamb.spades.222_24_14	K06942
vamb.spades.222_24_16	K09700
vamb.spades.222_24_17	K01619
vamb.spades.222_24_18	K15024
vamb.spades.222_24_19	K00800
vamb.spades.222_24_20	K01735
vamb.spades.222_24_20	K13829

vamb.spades.222_24_21	K01736
vamb.spades.222_24_26	K01916
vamb.spades.222_24_27	K07090
vamb.spades.222_24_28	K07090
vamb.spades.222_24_29	K06929
vamb.spades.222_24_32	K03665
vamb.spades.222_24_34	K05366
vamb.spades.222_24_35	K06407
vamb.spades.222_24_36	K06406
vamb.spades.222_24_37	K06405
vamb.spades.222_24_38	K06404
vamb.spades.222_24_39	K06403
vamb.spades.222_24_41	K03091
vamb.spades.222_24_42	K06379
vamb.spades.222_24_43	K06378
vamb.spades.222_24_44	K01491
vamb.spades.222_24_48	K06967
vamb.spades.222_24_49	K03086
vamb.spades.222_24_50	K02316
vamb.spades.222_24_51	K01129
vamb.spades.222_24_52	K09773
vamb.spades.222_24_54	K01879
vamb.spades.222_24_55	K01878
vamb.spades.222_25_2	K12410
vamb.spades.222_25_10	K03282
vamb.spades.222_25_12	K03427
vamb.spades.222_25_13	K01154
vamb.spades.222_25_14	K01153
vamb.spades.222_25_15	K07043
vamb.spades.222_26_1	K02688
vamb.spades.222_26_1	K06714

vamb.spades.222_26_2	K02031
vamb.spades.222_26_2	K02032
vamb.spades.222_26_2	K15583

vamb.spades.222_26_3	K02032
vamb.spades.222_26_3	K10823

vamb.spades.222_26_4	K02033
vamb.spades.222_26_5	K02031
vamb.spades.222_26_5	K02034
vamb.spades.222_26_5	K15582

vamb.spades.222_26_6	K01271
vamb.spades.222_26_7	K06015
vamb.spades.222_26_8	K02035
vamb.spades.222_26_9	K01273
vamb.spades.222_26_10	K16841
vamb.spades.222_26_11	K01273
vamb.spades.222_26_14	K17686
vamb.spades.222_26_15	K07213
vamb.spades.222_26_16	K21600
vamb.spades.222_26_17	K05516
vamb.spades.222_26_18	K03688
vamb.spades.222_26_20	K09770
vamb.spades.222_26_23	K02406
vamb.spades.222_26_24	K02422
vamb.spades.222_26_25	K03784
vamb.spades.222_26_27	K02343
vamb.spades.222_26_28	K09747
vamb.spades.222_26_29	K06187
vamb.spades.222_26_35	K02035
vamb.spades.222_26_36	K02033
vamb.spades.222_26_37	K02034
vamb.spades.222_26_37	K15582

vamb.spades.222_26_38	K02031
vamb.spades.222_26_39	K02032
vamb.spades.222_26_39	K10823

vamb.spades.222_26_40	K09703
vamb.spades.222_26_41	K09123
vamb.spades.222_26_42	K09128
vamb.spades.222_26_43	K01640
vamb.spades.222_26_44	K00054
vamb.spades.222_26_45	K01071
vamb.spades.222_26_46	K01620
vamb.spades.222_26_48	K02015
vamb.spades.222_26_49	K02015
vamb.spades.222_26_50	K02013
vamb.spades.222_26_51	K02016
vamb.spades.222_26_52	K03310
vamb.spades.222_26_53	K07038
vamb.spades.222_26_54	K03809
vamb.spades.222_26_57	K01448
vamb.spades.222_26_59	K00681
vamb.spades.222_26_60	K07005
vamb.spades.222_26_62	K06409
vamb.spades.222_26_63	K00820
vamb.spades.222_27_1	K04758
vamb.spades.222_27_2	K04759
vamb.spades.222_27_4	K00763
vamb.spades.222_27_6	K02057
vamb.spades.222_27_7	K02057
vamb.spades.222_27_8	K02056
vamb.spades.222_27_9	K07335
vamb.spades.222_27_10	K03784
vamb.spades.222_27_11	K08963
vamb.spades.222_27_12	K01628
vamb.spades.222_27_13	K03710
vamb.spades.222_27_15	K20810
vamb.spades.222_27_16	K13993
vamb.spades.222_27_18	K11991
vamb.spades.222_27_19	K02120
vamb.spades.222_27_20	K02118
vamb.spades.222_27_21	K02118
vamb.spades.222_27_22	K02117
vamb.spades.222_27_24	K02122
