	MAG	Gene	TCDB	Type	Control	AA	AA+Ab
79	Moorellia sp. PD5	maxbin2.spades.006_2_253	1.A.23.4.2	NN	2.6685931126097295	0.7699453530558099	1.66906315280723
80	Limnochordia sp. PD14	metabat2.spades.18_16_37	1.A.23.4.5	NN	4.462050661985594	4.567944527046497	4.20579575887834
81	Limnochordia sp. PD22	vamb.spades.1_36_36	1.A.23.4.5	NN	0.8008352851097533	0.30930754293280266	1.7970346889448057
82	Symbiobacterium sp. PD15	metabat2.spades.25_3_27	1.A.26.1.1	NN	4.039245364078163	5.139347374122191	4.63658729184794
83	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_76_44	1.A.26.1.1	NN	0.84060992786416	0.0	0.840351828886835
84	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_102_6	1.A.26.1.2	NN	1.0122087759198033	0.40000318805419005	1.1891056394486401
85	Firmicutes sp. PD7	metabat1.megahit.20_7_280	1.A.26.1.2	NN	0.0	0.0	1.2546407034176066
86	Firmicutes sp. PD7	metabat1.megahit.20_7_449	1.A.26.1.2	NN	0.53745492457145	0.5953714352625367	0.246896022162196
87	C. subterraneus PD13	metabat2.spades.15_25_20	1.A.26.1.2	NN	6.38269939161806	6.0386373416859405	5.653788362057879
88	Limnochordia sp. PD14	metabat2.spades.18_8_36	1.A.26.1.2	NN	6.980452022350686	7.37816757192352	6.733189279720095
89	Lutisporaceae sp. PD17	vamb.megahit.295_87_51	1.A.26.1.2	NN	2.4807009370219366	1.5111160869766067	0.0
90	T. xylanilyticum PD19	vamb.megahit.488_8_91	1.A.26.1.2	NN	3.05588711303424	1.3666092391117968	1.11192496066226
91	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_2_101	1.A.26.1.2	NN	3.1790714629165997	1.97913411567448	1.45994929713782
92	Limnochordia sp. PD22	vamb.spades.1_1_28	1.A.26.1.2	NN	3.95759364438241	3.0420867273130803	2.29687127913427
93	Tepidimicrobiaceae sp. PD26	vamb.spades.222_18_20	1.A.26.1.2	NN	5.461938071172347	4.2844433803958	3.80104880498713
94	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_76_43	1.A.26.1.2	NN	1.1605451201617332	0.0	1.60176360277144
95	Firmicutes sp. PD31	vamb.spades.812_30_42	1.A.26.1.2	NN	0.7248066221424999	0.0	1.01602919481444
96	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_105_48	1.A.26.1.2	NN	1.3015064039503665	0.5295427386995267	2.159791457484205
97	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_102_5	1.A.26.1.3	NN	0.6748749699166133	0.67929011733751	0.3320469866190365
98	Moorellia sp. PD5	maxbin2.spades.006_7_141	1.A.26.1.3	NN	2.8458098306360533	2.9125062017458063	3.6751462463424653
99	Peptococcales sp. PD24	vamb.spades.108_17_25	1.A.26.1.3	NN	1.2202912401557933	3.009403674734447	4.29660544508787
100	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_105_49	1.A.26.1.3	NN	1.8250339316497197	1.0047899573969368	1.66281753203054
101	M. thermautotrophicus PD4	maxbin2.spades.001_1_419	1.A.26.1.5	NN	6.629569484814716	6.5240500429011705	6.472186296370644
102	Tissierellaceae sp. PD12	metabat2.megahit.33_4_52	1.A.26.1.6	NN	8.55896799984774	7.83482075023128	7.46895268719817
103	Moorellia sp. PD5	maxbin2.spades.006_1_380	['1.A.30.1.2', '1.A.30.1.4', '1.A.30.1.6']	NN	0.8799214315095701	0.93146509296355	1.861572410616085
104	Limnochordia sp. PD14	metabat2.spades.18_4_38	['1.A.30.1.2', '1.A.30.1.4', '1.A.30.1.6']	NN	5.317099485896814	5.159932502021244	5.2726196504847245
105	Peptococcales sp. PD24	vamb.spades.108_29_49	['1.A.30.1.2', '1.A.30.1.4', '1.A.30.1.6']	NN	0.8890650209340666	1.3303494735904768	0.563172977558055
106	Limnochordia sp. PD22	vamb.spades.1_7_134	['1.A.30.1.2', '1.A.30.1.4', '1.A.30.1.6']	NN	1.2774413595776304	1.4908569845704533	0.89576182008394
107	Carbobacillus sp. PD11	metabat2.megahit.24_19_79	1.A.30.1.3	NN	0.36382656716571	0.0	0.8034485122240975
108	Carbobacillus sp. PD11	metabat2.megahit.24_19_80	['1.A.30.1.3', '1.A.30.1.2', '1.A.30.1.4', '1.A.30.1.6']	NN	0.45990017633351665	0.0	0.6605073528509979
109	Moorellia sp. PD5	maxbin2.spades.006_1_379	1.A.30.1.4	NN	0.652476061918573	0.0	1.218574751730046
110	Firmicutes sp. PD7	metabat1.megahit.20_7_543	1.A.30.1.4	NN	0.0	0.0	1.2221127877239502
111	C. subterraneus PD13	metabat2.spades.15_8_55	['1.A.30.1.4', '1.A.30.1.2', '1.A.30.1.6']	NN	5.678223561290146	6.104586187191406	6.086108720675765
112	Tepidimicrobiaceae sp. PD26	vamb.spades.222_22_66	['1.A.30.1.4', '1.A.30.1.2', '1.A.30.1.6']	NN	1.55736738979449	0.8113952457094168	2.47330129823047
113	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_31_111	['1.A.30.1.4', '1.A.30.1.2', '1.A.30.1.6']	NN	0.27017203195167666	0.4922467024547867	0.704188019386545
114	Symbiobacterium sp. PD15	metabat2.spades.25_23_13	['1.A.30.1.5', '1.A.30.1.4']	NN	0.39740952193060997	0.9402981180560542	1.0791687103278784
115	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_73_36	1.A.33.1.4	NN	3.60542733009312	2.5119466582149634	4.20093040438042
116	M. thermautotrophicus PD4	maxbin2.spades.001_1_1061	1.A.33.1.4	NN	10.64606273971207	10.802876036269433	11.3987736187981
117	Moorellia sp. PD5	maxbin2.spades.006_7_119	1.A.33.1.4	NN	2.85098222517025	1.21147490732397	2.5556171651951
118	Firmicutes sp. PD7	metabat1.megahit.20_5_81	1.A.33.1.4	NN	1.1052867234583967	0.38447720707398	0.246896022162196
119	Carbobacillus sp. PD11	metabat2.megahit.24_27_23	1.A.33.1.4	NN	2.7437200704257965	0.7834027818499334	4.265807939433765
120	Tissierellaceae sp. PD12	metabat2.megahit.33_2_79	1.A.33.1.4	NN	3.9991927731031662	3.2702131239634635	3.1031433844027
121	Tissierellaceae sp. PD12	metabat2.megahit.33_41_122	1.A.33.1.4	NN	11.0597887925326	10.635842481098967	10.909732958433299
122	C. subterraneus PD13	metabat2.spades.15_3_98	1.A.33.1.4	NN	9.22994584429533	9.364207030164224	9.039440722280885
123	Limnochordia sp. PD14	metabat2.spades.18_3_58	1.A.33.1.4	NN	9.193228315808339	8.463007959757874	8.319613808802519
124	Limnochordia sp. PD14	metabat2.spades.18_24_18	1.A.33.1.4	NN	4.514269786487353	4.62682889933154	4.7788174210321
125	Symbiobacterium sp. PD15	metabat2.spades.25_3_68	1.A.33.1.4	NN	7.58344819735384	6.485624197310689	7.35249433389313
126	Lutisporaceae sp. PD17	vamb.megahit.295_124_9	1.A.33.1.4	NN	1.28082472357191	0.47142259315174667	0.0
127	T. xylanilyticum PD19	vamb.megahit.488_14_224	1.A.33.1.4	NN	3.9429018298836236	3.102437695866453	3.352884935472435
128	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_16_56	1.A.33.1.4	NN	1.5878456835237034	3.3799579801038533	3.134074490226015
129	Peptococcales sp. PD24	vamb.spades.108_17_46	1.A.33.1.4	NN	3.13306382429073	3.8653263548341066	4.688523128314875
130	Limnochordia sp. PD22	vamb.spades.1_26_56	1.A.33.1.4	NN	6.1753734658536965	4.499909664838984	3.17975839687303
131	Moorellia sp. PD25	vamb.spades.21_32_117	1.A.33.1.4	NN	0.9056581310709934	0.0	0.0
132	Tepidimicrobiaceae sp. PD26	vamb.spades.222_36_22	1.A.33.1.4	NN	4.19130742731728	3.552443694306284	3.76947609783934
133	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_35_14	1.A.33.1.4	NN	4.8189288802573795	3.919460380041254	4.840270391694555
134	Firmicutes sp. PD31	vamb.spades.812_19_50	1.A.33.1.4	NN	3.58677132126936	2.60766436584991	3.069001553964555
135	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_91_3	1.A.33.1.4	NN	2.8457709444188333	3.11905063644353	3.88173817739891
136	Carbobacillus sp. PD11	metabat2.megahit.24_23_32	1.A.34.1.1	NN	0.8905740090115634	0.0	2.14306383730955
137	M. thermautotrophicus PD4	maxbin2.spades.001_1_1736	['1.A.8.13.2', '1.A.8.13.1', '1.A.8.13.3']	NN	12.058391916998866	12.557743824530668	12.232525620194401
138	C. subterraneus PD13	metabat2.spades.15_2_115	['1.A.8.2.6', '1.A.8.2.1', '1.A.8.2.2', '1.A.8.2.4', '1.A.8.2.5', '1.A.8.2.7', '1.A.8.2.8', '1.A.8.2.9', '1.A.8.9.1', '1.A.8.9.14', '1.A.8.9.17', '1.A.8.9.2', '1.A.8.9.21', '1.A.8.9.3', '1.A.8.9.4', '2.A.14.1.3']	NN	7.263279529025543	4.6411247733957435	4.500543636478775
139	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_21_28	1.A.87.2.10	NN	2.5802633986097665	1.3273869324706333	2.638656601165315
140	Moorellia sp. PD5	maxbin2.spades.006_1_255	1.A.87.2.10	NN	2.2807785769082236	0.5717755470934567	2.5748634251217304
141	Carbobacillus sp. PD11	metabat2.megahit.24_27_78	1.A.87.2.10	NN	0.5685634295702366	0.0	0.9439935968154589
142	Tissierellaceae sp. PD12	metabat2.megahit.33_22_53	1.A.87.2.10	NN	7.74970558749908	7.83236412952256	7.925502939110175
143	C. subterraneus PD13	metabat2.spades.15_13_75	1.A.87.2.10	NN	6.219906017616427	5.563867839676786	5.7447741847929805
144	Limnochordia sp. PD14	metabat2.spades.18_14_46	1.A.87.2.10	NN	5.693842490199141	6.129149525153394	5.53340667592592
145	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_3_14	1.A.87.2.10	NN	0.9655053607908034	1.2524641584683833	1.0073080648807904
146	Peptococcales sp. PD24	vamb.spades.108_19_36	1.A.87.2.10	NN	2.1417823298266634	2.12797195998467	3.346520364271095
147	Limnochordia sp. PD22	vamb.spades.1_7_72	1.A.87.2.10	NN	2.2912376941279633	1.06315945826119	2.4759155521287948
148	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_31_49	1.A.87.2.10	NN	4.409221319679577	3.4511527174789767	4.21918716881231
149	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_112_129	1.A.87.2.10	NN	0.4390681171938433	0.99974710652948	2.1768560710129004
150	Limnochordia sp. PD14	metabat2.spades.18_10_14	1.B.33.2.3	NN	7.943597476141527	7.62653107738291	7.481170874774075
151	Limnochordia sp. PD22	vamb.spades.1_33_79	1.B.33.2.3	NN	4.266753897705876	1.9906802525168468	2.9735340204364147
152	Limnochordia sp. PD14	metabat2.spades.18_10_10	1.B.42.1.13	NN	3.3195607260112134	3.0822471135699465	3.164285664301855
153	Limnochordia sp. PD22	vamb.spades.1_33_75	1.B.42.1.13	NN	0.650193592730989	0.0	0.700597327102225
154	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_42_14	1.B.50.2.1	NN	0.6668258307954468	0.0	0.649748966342985
155	Moorellia sp. PD5	maxbin2.spades.006_3_71	1.B.50.2.1	NN	0.50493133104371	0.0	0.387959966056944
156	Tissierellaceae sp. PD12	metabat2.megahit.33_25_46	1.B.50.2.1	NN	2.6467204780989966	2.1949771927111104	3.69972249848859
157	C. subterraneus PD13	metabat2.spades.15_10_39	1.B.50.2.1	NN	2.2887343180742366	3.4733620949495534	3.21115786032692
158	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_16_215	1.B.50.2.1	NN	0.41464672060217667	0.5048272540477167	0.0
159	Tepidimicrobiaceae sp. PD26	vamb.spades.222_5_47	1.B.50.2.1	NN	1.4240655982888466	0.9363510195802567	2.2781634458704403
160	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_78_13	1.B.50.2.1	NN	0.0	0.0	1.60176360277144
161	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_64_7	1.B.50.2.1	NN	0.0	0.0	0.88664511461997
162	Carbobacillus sp. PD11	metabat2.megahit.24_10_68	1.B.76.1.8	NN	0.15383410232057534	0.0	1.177310254554309
163	Moorellia sp. PD5	maxbin2.spades.006_8_22	1.C.109.1.5	NN	0.71002677932843	0.0	0.8688096682251
164	Carbobacillus sp. PD11	metabat2.megahit.24_19_97	1.C.109.1.5	NN	0.45990017633351665	0.6458996968483334	0.7268170339479025
165	Tissierellaceae sp. PD12	metabat2.megahit.33_25_51	1.C.109.1.5	NN	4.2933665752791	4.949761850571247	4.73472467359064
166	C. subterraneus PD13	metabat2.spades.15_10_32	1.C.109.1.5	NN	3.216855898428237	4.708639800025013	4.569541261335205
167	Limnochordia sp. PD14	metabat2.spades.18_2_63	1.C.109.1.5	NN	3.0057834602011266	2.118023562221127	2.294694401582635
168	Symbiobacterium sp. PD15	metabat2.spades.25_5_68	1.C.109.1.5	NN	0.0	0.6159075888035913	0.9747544979912335
169	Lutisporaceae sp. PD17	vamb.megahit.295_93_21	1.C.109.1.5	NN	0.6981493008042193	0.5371663677756667	0.0
170	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_16_210	1.C.109.1.5	NN	0.6648187414850163	0.5772351992517234	0.0
171	Peptococcales sp. PD24	vamb.spades.108_29_111	1.C.109.1.5	NN	0.6841611506349566	1.5415101271920235	1.6571830272357455
172	Limnochordia sp. PD22	vamb.spades.1_11_63	1.C.109.1.5	NN	2.2949569222187933	0.6301623292056067	2.065424623060305
173	Tepidimicrobiaceae sp. PD26	vamb.spades.222_5_53	1.C.109.1.5	NN	0.5651850876860863	0.0	0.495082480848468
174	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_49_34	1.C.109.1.5	NN	0.44211726709759996	0.62190059172037	1.292409206282145
175	Tepidanaerobacteraceae sp. PD32	vamb.spades.857_104_36	1.C.109.1.5	NN	0.0	0.8044544209513601	0.4881197172795095
176	T. xylanilyticum PD19	vamb.megahit.488_4_150	1.C.113.1.10	NN	0.39494270136172	0.33796576382574667	0.0
177	Firmicutes sp. PD7	metabat1.megahit.20_11_30	1.C.126.1.2	NN	0.9190840633638401	0.40785766873542667	1.83773053508867
178	Tepidanaerobacteraceae sp. PD1	concoct_megahit_6_95_5	1.C.82.1.1	NN	0.0	0.633317915754	0.7004694166200796
179	Tepidanaerobacteraceae sp. PD3	maxbin2.megahit.017_153_3	1.C.82.1.1	NN	3.1844326529133435	3.1082632993336468	2.92589729157076
180	Moorellia sp. PD5	maxbin2.spades.006_9_71	1.C.82.1.1	NN	4.523060322642773	2.04521552759531	4.705148481252145
181	Firmicutes sp. PD7	metabat1.megahit.20_3_417	1.C.82.1.1	NN	1.1827766646223699	2.8829338574447068	2.34927524353281
182	Carbobacillus sp. PD11	metabat2.megahit.24_36_23	1.C.82.1.1	NN	1.14016550709518	0.0	2.49732913714136
183	Tissierellaceae sp. PD12	metabat2.megahit.33_54_10	1.C.82.1.1	NN	10.250259027149786	9.757966562880833	9.625327317180634
184	C. subterraneus PD13	metabat2.spades.15_16_29	1.C.82.1.1	NN	8.499801835672463	9.223682436897455	8.05252083018282
185	Limnochordia sp. PD14	metabat2.spades.18_11_29	1.C.82.1.1	NN	7.081747360383006	8.572085521009036	7.847089278400135
186	Lutisporaceae sp. PD17	vamb.megahit.295_32_6	1.C.82.1.1	NN	3.56289926377141	3.155529599175917	0.0
187	Tepidimicrobiaceae sp. PD23	vamb.spades.1056_7_98	1.C.82.1.1	NN	2.96880993651272	3.3203892518928098	3.0065781733211
188	Peptococcales sp. PD24	vamb.spades.108_8_27	1.C.82.1.1	NN	2.2617808363823566	2.865515388173703	4.990200099461215
189	Limnochordia sp. PD22	vamb.spades.1_44_10	1.C.82.1.1	NN	2.4097166537803436	1.3693860671636136	2.26058911604202
190	Tepidimicrobiaceae sp. PD26	vamb.spades.222_42_32	1.C.82.1.1	NN	4.087581607883397	4.096839343988386	3.09189343729392
191	Tepidanaerobacteraceae sp. PD27	vamb.spades.267_71_15	1.C.82.1.1	NN	3.53331407542699	3.6041124712312933	3.5507144525403502
192	Firmicutes sp. PD31	vamb.spades.812_54_5	1.C.82.1.1	NN	1.9047309674728166	1.7281928206116068	2.5553920253997298
