3.A.1.4.10	Alanine	331	metabat2.spades.18_51_4
3.A.1.4.2	Alanine	203	metabat2.spades.18_49_12
3.A.1.4.8	Alanine	253	metabat2.spades.18_51_4
3.A.1.5.3	Alanine	405	metabat2.spades.18_25_25
3.A.1.5.38	Alanine	284	metabat2.spades.18_25_24
2.A.22.3.3	Alanine	222	metabat2.spades.25_3_127
2.A.22.3.8	Alanine	238	metabat2.spades.25_3_127
2.A.22.4.3	Alanine	347	metabat2.spades.25_3_127
3.A.1.12.1	Alanine	367	metabat2.spades.25_4_108
3.A.1.3.2	Alanine	335	metabat2.spades.25_33_22
3.A.1.3.23	Alanine	275	metabat2.spades.25_33_22
3.A.1.4.1	Alanine	313	metabat2.spades.25_25_17
3.A.1.4.1	Phenylalanine	313	metabat2.spades.25_25_17
3.A.1.4.10	Alanine	294	metabat2.spades.25_1_27
3.A.1.4.2	Alanine	221	metabat2.spades.25_4_25
3.A.1.4.8	Alanine	264	metabat2.spades.25_1_27
3.A.1.5.3	Alanine	394	metabat2.spades.25_33_1
3.A.1.5.38	Alanine	287	metabat2.spades.25_25_41
2.A.25.1.10	Alanine	284	metabat2.spades.7_120_4
2.A.25.1.2	Alanine	480	metabat2.spades.7_120_4
2.A.25.1.3	Alanine	249	metabat2.spades.7_120_4
2.A.25.1.5	Alanine	331	metabat2.spades.7_120_4
2.A.25.1.9	Alanine	228	metabat2.spades.7_120_4
2.A.3.10.1	Phenylalanine	350	metabat2.spades.7_10_7
2.A.3.10.18	Phenylalanine	263	metabat2.spades.7_10_7
2.A.3.10.2	Alanine	343	metabat2.spades.7_10_7
2.A.3.10.2	Phenylalanine	343	metabat2.spades.7_10_7
2.A.3.10.22	Alanine	297	metabat2.spades.7_10_7
2.A.3.10.22	Phenylalanine	297	metabat2.spades.7_10_7
2.A.3.1.1	Alanine	535	metabat2.spades.7_10_7
2.A.3.1.1	Phenylalanine	535	metabat2.spades.7_10_7
2.A.3.1.12	Phenylalanine	261	metabat2.spades.7_271_3
2.A.3.1.17	Alanine	332	metabat2.spades.7_8_13
2.A.3.1.2	Alanine	634	metabat2.spades.7_10_7
2.A.3.1.2	Phenylalanine	634	metabat2.spades.7_10_7
2.A.3.1.20	Alanine	290	metabat2.spades.7_8_13
2.A.3.1.22	Phenylalanine	244	metabat2.spades.7_271_3
2.A.3.1.3	Phenylalanine	385	metabat2.spades.7_8_13
2.A.3.1.5	Alanine	328	metabat2.spades.7_271_3
2.A.79.1.5	Alanine	155	metabat2.spades.7_79_6
3.A.1.12.1	Alanine	395	metabat2.spades.7_219_4
3.A.1.3.2	Alanine	318	metabat2.spades.7_127_5
3.A.1.3.23	Alanine	280	metabat2.spades.7_338_1
3.A.1.4.1	Alanine	248	metabat2.spades.7_5_21
3.A.1.4.1	Phenylalanine	248	metabat2.spades.7_5_21
3.A.1.4.10	Alanine	248	metabat2.spades.7_5_21
3.A.1.4.2	Alanine	209	metabat2.spades.7_5_21
3.A.1.4.8	Alanine	232	metabat2.spades.7_77_9
3.A.1.5.3	Alanine	225	metabat2.spades.7_7_12
3.A.1.5.38	Alanine	206	metabat2.spades.7_7_14
2.A.22.4.3	Alanine	211	vamb.megahit.295_29_34
2.A.25.1.10	Alanine	263	vamb.megahit.295_112_15
2.A.25.1.2	Alanine	183	vamb.megahit.295_112_15
2.A.25.1.3	Alanine	404	vamb.megahit.295_112_15
2.A.25.1.5	Alanine	280	vamb.megahit.295_112_15
2.A.25.1.9	Alanine	430	vamb.megahit.295_112_15
2.A.50.2.1	Alanine	156	vamb.megahit.295_126_19
3.A.1.3.2	Alanine	286	vamb.megahit.295_3_8
3.A.1.3.23	Alanine	245	vamb.megahit.295_3_8
3.A.1.4.1	Alanine	288	vamb.megahit.295_137_6
3.A.1.4.1	Phenylalanine	288	vamb.megahit.295_137_6
3.A.1.4.10	Alanine	287	vamb.megahit.295_137_7
3.A.1.4.2	Alanine	222	vamb.megahit.295_10_21
3.A.1.4.8	Alanine	254	vamb.megahit.295_137_7
3.A.1.5.3	Alanine	365	vamb.megahit.295_128_14
3.A.1.5.38	Alanine	282	vamb.megahit.295_128_15
2.A.22.3.3	Alanine	234	vamb.megahit.39_46_2
2.A.22.3.8	Alanine	238	vamb.megahit.39_46_2
2.A.22.4.3	Alanine	343	vamb.megahit.39_46_2
3.A.1.12.1	Alanine	332	vamb.megahit.39_41_13
3.A.1.3.2	Alanine	332	vamb.megahit.39_12_180
3.A.1.3.23	Alanine	270	vamb.megahit.39_12_180
3.A.1.4.1	Alanine	288	vamb.megahit.39_15_63
3.A.1.4.1	Phenylalanine	288	vamb.megahit.39_15_63
3.A.1.4.10	Alanine	288	vamb.megahit.39_15_63
3.A.1.4.2	Alanine	212	vamb.megahit.39_22_96
3.A.1.4.8	Alanine	258	vamb.megahit.39_22_95
3.A.1.5.3	Alanine	407	vamb.megahit.39_45_47
3.A.1.5.38	Alanine	278	vamb.megahit.39_32_7
2.A.23.3.1	Alanine	210	vamb.megahit.488_5_175
2.A.25.1.10	Alanine	305	vamb.megahit.488_8_10
2.A.25.1.2	Alanine	238	vamb.megahit.488_8_10
2.A.25.1.3	Alanine	452	vamb.megahit.488_2_47
2.A.25.1.5	Alanine	305	vamb.megahit.488_8_10
2.A.25.1.9	Alanine	463	vamb.megahit.488_2_47
2.A.3.8.11	Alanine	161	vamb.megahit.488_4_204
2.A.3.8.11	Phenylalanine	161	vamb.megahit.488_4_204
2.A.3.8.12	Phenylalanine	211	vamb.megahit.488_4_204
2.A.3.8.20	Alanine	158	vamb.megahit.488_4_204
2.A.3.8.20	Phenylalanine	158	vamb.megahit.488_4_204
2.A.3.8.6	Phenylalanine	159	vamb.megahit.488_4_204
2.A.79.1.5	Alanine	172	vamb.megahit.488_7_60
3.A.1.12.1	Alanine	174	vamb.megahit.488_14_160
3.A.1.3.2	Alanine	288	vamb.megahit.488_7_19
3.A.1.3.23	Alanine	243	vamb.megahit.488_7_19
3.A.1.4.1	Alanine	308	vamb.megahit.488_14_181
3.A.1.4.1	Phenylalanine	308	vamb.megahit.488_14_181
3.A.1.4.10	Alanine	308	vamb.megahit.488_14_181
3.A.1.4.2	Alanine	219	vamb.megahit.488_14_178
3.A.1.4.8	Alanine	252	vamb.megahit.488_14_179
3.A.1.5.3	Alanine	380	vamb.megahit.488_9_127
3.A.1.5.38	Alanine	269	vamb.megahit.488_8_314
2.A.22.4.3	Alanine	176	vamb.megahit.77_2_167
3.A.1.12.1	Alanine	177	vamb.megahit.77_10_81
3.A.1.3.2	Alanine	336	vamb.megahit.77_21_112
3.A.1.3.23	Alanine	278	vamb.megahit.77_2_208
3.A.1.4.1	Alanine	341	vamb.megahit.77_71_6
3.A.1.4.1	Phenylalanine	341	vamb.megahit.77_71_6
3.A.1.4.10	Alanine	341	vamb.megahit.77_71_6
3.A.1.4.2	Alanine	206	vamb.megahit.77_21_199
3.A.1.4.8	Alanine	259	vamb.megahit.77_21_202
3.A.1.5.3	Alanine	152	vamb.megahit.77_67_62
3.A.1.3.2	Alanine	159	vamb.megahit.78_44_5
2.A.23.3.1	Alanine	215	vamb.spades.1056_36_42
2.A.25.1.10	Alanine	323	vamb.spades.1056_2_32
2.A.25.1.2	Alanine	252	vamb.spades.1056_2_32
2.A.25.1.3	Alanine	411	vamb.spades.1056_2_134
2.A.25.1.5	Alanine	322	vamb.spades.1056_2_32
2.A.25.1.9	Alanine	443	vamb.spades.1056_2_134
2.A.3.8.11	Alanine	159	vamb.spades.1056_39_31
2.A.3.8.11	Phenylalanine	159	vamb.spades.1056_39_31
2.A.3.8.12	Phenylalanine	226	vamb.spades.1056_39_31
2.A.3.8.20	Alanine	181	vamb.spades.1056_39_31
2.A.3.8.20	Phenylalanine	181	vamb.spades.1056_39_31
2.A.3.8.6	Phenylalanine	181	vamb.spades.1056_39_31
2.A.79.1.5	Alanine	171	vamb.spades.1056_25_49
3.A.1.12.1	Alanine	303	vamb.spades.1056_13_18
3.A.1.3.2	Alanine	306	vamb.spades.1056_39_55
3.A.1.3.23	Alanine	242	vamb.spades.1056_39_55
3.A.1.4.1	Alanine	280	vamb.spades.1056_49_5
3.A.1.4.1	Phenylalanine	280	vamb.spades.1056_49_5
3.A.1.4.10	Alanine	280	vamb.spades.1056_49_5
3.A.1.4.2	Alanine	215	vamb.spades.1056_49_4
3.A.1.4.8	Alanine	247	vamb.spades.1056_49_4
3.A.1.5.3	Alanine	384	vamb.spades.1056_7_30
3.A.1.5.38	Alanine	295	vamb.spades.1056_7_31
3.A.1.12.1	Alanine	385	vamb.spades.108_32_5
3.A.1.3.2	Alanine	332	vamb.spades.108_23_68
3.A.1.3.23	Alanine	281	vamb.spades.108_3_56
3.A.1.4.1	Alanine	362	vamb.spades.108_3_3
3.A.1.4.1	Phenylalanine	362	vamb.spades.108_3_3
3.A.1.4.10	Alanine	362	vamb.spades.108_3_3
3.A.1.4.2	Alanine	214	vamb.spades.108_19_166
3.A.1.4.8	Alanine	252	vamb.spades.108_19_166
3.A.1.5.3	Alanine	363	vamb.spades.108_26_79
3.A.1.5.38	Alanine	266	vamb.spades.108_26_78
3.A.1.3.2	Alanine	290	vamb.spades.1_38_58
3.A.1.3.23	Alanine	248	vamb.spades.1_38_58
3.A.1.4.1	Alanine	313	vamb.spades.1_16_12
3.A.1.4.1	Phenylalanine	313	vamb.spades.1_16_12
3.A.1.4.10	Alanine	313	vamb.spades.1_16_12
3.A.1.4.2	Alanine	218	vamb.spades.1_38_142
3.A.1.4.8	Alanine	245	vamb.spades.1_38_141
3.A.1.5.3	Alanine	563	vamb.spades.1_23_89
3.A.1.5.38	Alanine	280	vamb.spades.1_7_25
2.A.3.8.12	Phenylalanine	167	vamb.spades.21_18_1
3.A.1.12.1	Alanine	291	vamb.spades.21_17_29
3.A.1.3.2	Alanine	357	vamb.spades.21_19_24
3.A.1.3.23	Alanine	285	vamb.spades.21_24_93
3.A.1.4.1	Alanine	343	vamb.spades.21_14_104
3.A.1.4.1	Phenylalanine	343	vamb.spades.21_14_104
3.A.1.4.10	Alanine	343	vamb.spades.21_14_104
3.A.1.4.2	Alanine	214	vamb.spades.21_14_107
3.A.1.4.8	Alanine	271	vamb.spades.21_14_107
3.A.1.5.3	Alanine	325	vamb.spades.21_2_6
3.A.1.5.38	Alanine	275	vamb.spades.21_2_6
2.A.22.4.3	Alanine	184	vamb.spades.222_2_46
2.A.25.1.10	Alanine	317	vamb.spades.222_26_52
2.A.25.1.2	Alanine	244	vamb.spades.222_26_52
2.A.25.1.3	Alanine	400	vamb.spades.222_13_111
2.A.25.1.5	Alanine	309	vamb.spades.222_26_52
2.A.25.1.9	Alanine	398	vamb.spades.222_13_111
2.A.79.1.5	Alanine	163	vamb.spades.222_28_25
3.A.1.12.1	Alanine	174	vamb.spades.222_28_4
3.A.1.3.2	Alanine	203	vamb.spades.222_31_1
3.A.1.3.23	Alanine	175	vamb.spades.222_31_1
3.A.1.4.1	Alanine	335	vamb.spades.222_3_7
3.A.1.4.1	Phenylalanine	335	vamb.spades.222_3_7
3.A.1.4.10	Alanine	335	vamb.spades.222_3_7
3.A.1.4.2	Alanine	229	vamb.spades.222_3_4
3.A.1.4.8	Alanine	252	vamb.spades.222_3_4
3.A.1.5.3	Alanine	383	vamb.spades.222_42_105
3.A.1.5.38	Alanine	292	vamb.spades.222_42_104
2.A.23.3.1	Alanine	202	vamb.spades.267_78_20
2.A.23.3.2	Alanine	219	vamb.spades.267_78_20
2.A.25.1.10	Alanine	363	vamb.spades.267_67_6
2.A.25.1.2	Alanine	306	vamb.spades.267_67_6
2.A.25.1.3	Alanine	267	vamb.spades.267_67_6
2.A.25.1.5	Alanine	525	vamb.spades.267_67_6
2.A.25.1.9	Alanine	251	vamb.spades.267_67_6
3.A.1.12.1	Alanine	367	vamb.spades.267_33_17
3.A.1.3.2	Alanine	340	vamb.spades.267_61_9
3.A.1.3.23	Alanine	253	vamb.spades.267_33_8
3.A.1.4.1	Alanine	299	vamb.spades.267_40_55
3.A.1.4.1	Phenylalanine	299	vamb.spades.267_40_55
3.A.1.4.10	Alanine	299	vamb.spades.267_40_55
3.A.1.4.2	Alanine	207	vamb.spades.267_34_13
3.A.1.4.8	Alanine	268	vamb.spades.267_40_52
3.A.1.5.3	Alanine	233	vamb.spades.267_21_24
3.A.1.5.38	Alanine	184	vamb.spades.267_21_24
2.A.25.1.10	Alanine	253	vamb.spades.286_33_13
2.A.25.1.2	Alanine	177	vamb.spades.286_33_13
2.A.25.1.3	Alanine	400	vamb.spades.286_33_13
2.A.25.1.5	Alanine	241	vamb.spades.286_33_13
2.A.25.1.9	Alanine	391	vamb.spades.286_33_13
3.A.1.12.1	Alanine	182	vamb.spades.286_25_50
3.A.1.3.2	Alanine	339	vamb.spades.286_17_26
3.A.1.3.23	Alanine	271	vamb.spades.286_85_70
3.A.1.4.1	Alanine	368	vamb.spades.286_24_167
3.A.1.4.1	Phenylalanine	368	vamb.spades.286_24_167
3.A.1.4.10	Alanine	368	vamb.spades.286_24_167
3.A.1.4.2	Alanine	211	vamb.spades.286_24_170
3.A.1.4.8	Alanine	249	vamb.spades.286_24_167
3.A.1.5.3	Alanine	400	vamb.spades.286_78_27
3.A.1.5.38	Alanine	293	vamb.spades.286_78_28
2.A.25.1.10	Alanine	262	vamb.spades.298_97_7
2.A.25.1.2	Alanine	196	vamb.spades.298_196_5
2.A.25.1.3	Alanine	495	vamb.spades.298_97_7
2.A.25.1.5	Alanine	268	vamb.spades.298_97_7
2.A.25.1.9	Alanine	432	vamb.spades.298_196_5
2.A.3.8.12	Phenylalanine	154	vamb.spades.298_305_5
3.A.1.12.1	Alanine	352	vamb.spades.298_282_5
3.A.1.3.2	Alanine	355	vamb.spades.298_330_3
3.A.1.3.23	Alanine	277	vamb.spades.298_90_15
3.A.1.4.1	Alanine	342	vamb.spades.298_368_6
3.A.1.4.1	Phenylalanine	342	vamb.spades.298_368_6
3.A.1.4.10	Alanine	342	vamb.spades.298_368_6
3.A.1.4.2	Alanine	218	vamb.spades.298_219_2
3.A.1.4.8	Alanine	268	vamb.spades.298_219_2
3.A.1.5.3	Alanine	350	vamb.spades.298_234_2
3.A.1.5.38	Alanine	280	vamb.spades.298_234_2
2.A.3.3.24	Phenylalanine	224	vamb.spades.6_21_40
3.A.1.12.1	Alanine	326	vamb.spades.6_2_42
3.A.1.3.2	Alanine	321	vamb.spades.6_18_199
3.A.1.3.23	Alanine	267	vamb.spades.6_18_199
3.A.1.4.1	Alanine	320	vamb.spades.6_10_267
3.A.1.4.1	Phenylalanine	320	vamb.spades.6_10_267
3.A.1.4.10	Alanine	320	vamb.spades.6_10_267
3.A.1.4.2	Alanine	209	vamb.spades.6_10_264
3.A.1.4.8	Alanine	266	vamb.spades.6_10_264
3.A.1.5.3	Alanine	325	vamb.spades.6_3_5
3.A.1.5.38	Alanine	248	vamb.spades.6_3_5
2.A.25.1.10	Alanine	226	vamb.spades.812_11_133
2.A.25.1.2	Alanine	171	vamb.spades.812_11_133
2.A.25.1.3	Alanine	380	vamb.spades.812_11_133
2.A.25.1.5	Alanine	225	vamb.spades.812_11_133
2.A.25.1.9	Alanine	355	vamb.spades.812_11_133
3.A.1.12.1	Alanine	320	vamb.spades.812_44_91
3.A.1.3.2	Alanine	332	vamb.spades.812_22_62
3.A.1.3.23	Alanine	288	vamb.spades.812_22_62
3.A.1.4.1	Alanine	315	vamb.spades.812_8_131
3.A.1.4.1	Phenylalanine	315	vamb.spades.812_8_131
3.A.1.4.10	Alanine	315	vamb.spades.812_8_131
3.A.1.4.2	Alanine	221	vamb.spades.812_50_80
3.A.1.4.8	Alanine	264	vamb.spades.812_8_133
2.A.25.1.10	Alanine	343	vamb.spades.857_3_4
2.A.25.1.2	Alanine	283	vamb.spades.857_3_4
2.A.25.1.3	Alanine	394	vamb.spades.857_94_23
2.A.25.1.5	Alanine	506	vamb.spades.857_3_4
2.A.25.1.9	Alanine	407	vamb.spades.857_94_23
3.A.1.12.1	Alanine	327	vamb.spades.857_81_24
3.A.1.3.2	Alanine	340	vamb.spades.857_10_14
3.A.1.3.23	Alanine	244	vamb.spades.857_90_61
3.A.1.4.1	Alanine	308	vamb.spades.857_95_5
3.A.1.4.1	Phenylalanine	308	vamb.spades.857_95_5
3.A.1.4.10	Alanine	308	vamb.spades.857_95_5
3.A.1.4.2	Alanine	216	vamb.spades.857_95_8
3.A.1.4.8	Alanine	265	vamb.spades.857_95_8
3.A.1.5.3	Alanine	238	vamb.spades.857_114_5
3.A.1.5.38	Alanine	199	vamb.spades.857_114_5
2.A.35.1.4	Arginine	250	concoct_megahit_6_234_1
3.A.1.3.1	Arginine	281	concoct_megahit_6_47_6
3.A.1.3.11	Arginine	257	concoct_megahit_6_184_2
3.A.1.3.12	Arginine	248	concoct_megahit_6_184_2
3.A.1.3.15	Arginine	281	concoct_megahit_6_47_6
3.A.1.3.2	Arginine	333	concoct_megahit_6_47_6
3.A.1.3.23	Arginine	244	concoct_megahit_6_184_2
3.A.1.3.29	Arginine	259	concoct_megahit_6_47_6
3.A.1.3.3	Arginine	241	concoct_megahit_6_184_2
3.A.1.3.1	Arginine	303	concoct_spades_11_239_1
3.A.1.3.11	Arginine	258	concoct_spades_11_294_4
3.A.1.3.12	Arginine	275	concoct_spades_11_294_4
3.A.1.3.15	Arginine	303	concoct_spades_11_239_1
3.A.1.3.2	Arginine	325	concoct_spades_11_239_1
3.A.1.3.23	Arginine	272	concoct_spades_11_239_1
3.A.1.3.27	Arginine	191	concoct_spades_11_239_3
3.A.1.3.29	Arginine	267	concoct_spades_11_239_1
3.A.1.3.3	Arginine	241	concoct_spades_11_239_1
3.A.1.3.1	Arginine	274	maxbin2.megahit.017_53_35
3.A.1.3.11	Arginine	258	maxbin2.megahit.017_53_35
3.A.1.3.12	Arginine	254	maxbin2.megahit.017_9_5
