MAIN	KEGG-Metabolism	Name	KO	KO-Name	EC
Folding_sorting_degradation	03050	Proteasome  	K02732	PSMB1; 20S proteasome subunit beta 6 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K02736	PSMB4; 20S proteasome subunit beta 7 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K02741	PSMB9 LMP2; 20S proteasome subunit beta 9 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K02733	PSMB10 MECL1; 20S proteasome subunit beta 10 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K02740	PSMB8 LMP7; 20S proteasome subunit beta 8 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K11598	PSMB11; 20S proteasome subunit beta 11 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K03432	psmA prcA; proteasome alpha subunit 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K03433	psmB prcB; proteasome beta subunit 	3.4.25.1
Folding_sorting_degradation	03050	Proteasome  	K04687	['IFNG;', 'interferon', 'gamma\n']	-
Folding_sorting_degradation	03050	Proteasome  	K06700	['PSMF1;', 'proteasome', 'inhibitor', 'subunit', '1', '(PI31)\n']	-
Folding_sorting_degradation	03050	Proteasome  	K11599	['POMP,', 'UMP1;', 'proteasome', 'maturation', 'protein\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12584	DCPS DCS; m7GpppX diphosphatase 	3.6.1.59
Folding_sorting_degradation	03018	RNA  degradation  	K07573	['CSL4,', 'EXOSC1;', 'exosome', 'complex', 'component', 'CSL4\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K03679	['RRP4,', 'EXOSC2;', 'exosome', 'complex', 'component', 'RRP4\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K03681	['RRP40,', 'EXOSC3;', 'exosome', 'complex', 'component', 'RRP40\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12586	['RRP43,', 'EXOSC8,', 'OIP2;', 'exosome', 'complex', 'component', 'RRP43\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12587	['MTR3,', 'EXOSC6;', 'exosome', 'complex', 'component', 'MTR3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12589	['RRP42,', 'EXOSC7;', 'exosome', 'complex', 'component', 'RRP42\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K11600	['RRP41,', 'EXOSC4,', 'SKI6;', 'exosome', 'complex', 'component', 'RRP41\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12590	['RRP46,', 'EXOSC5;', 'exosome', 'complex', 'component', 'RRP46\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K03678	['RRP45,', 'EXOSC9;', 'exosome', 'complex', 'component', 'RRP45\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12585	DIS3 RRP44; exosome complex exonuclease DIS3/RRP44 	3.1.13.-
Folding_sorting_degradation	03018	RNA  degradation  	K12591	RRP6 EXOSC10; exosome complex exonuclease RRP6 	3.1.13.-
Folding_sorting_degradation	03018	RNA  degradation  	K12592	['C1D,', 'LRP1;', 'exosome', 'complex', 'protein', 'LRP1\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12593	['MPHOSPH6,', 'MPP6;', 'M-phase', 'phosphoprotein', '6,', 'animal', 'type\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12594	['MPP6;', 'M-phase', 'phosphoprotein', '6,', 'fungi', 'type\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K18681	DIS3L; DIS3-like exonuclease 1 	3.1.13.-
Folding_sorting_degradation	03018	RNA  degradation  	K12595	['SKI7;', 'superkiller', 'protein', '7\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K03514	PAPD5_7 TRF4; non-canonical poly(A) RNA polymerase PAPD5/7 	2.7.7.19
Folding_sorting_degradation	03018	RNA  degradation  	K12596	['TRF5;', 'poly(A)', 'RNA', 'polymerase\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12597	['AIR1_2;', 'protein', 'AIR1/2\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12598	MTR4 SKIV2L2; ATP-dependent RNA helicase DOB1 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K12599	SKI2 SKIV2L; antiviral helicase SKI2 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K12600	['SKI3,', 'TTC37;', 'superkiller', 'protein', '3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12601	['SKI8;', 'superkiller', 'protein', '8\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12602	['WDR61,', 'REC14,', 'SKI8;', 'WD', 'repeat-containing', 'protein', '61\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12603	CNOT6 CCR4; CCR4-NOT transcription complex subunit 6 	3.1.13.4
Folding_sorting_degradation	03018	RNA  degradation  	K12604	['CNOT1,', 'NOT1;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '1\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12605	['CNOT2,', 'NOT2;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '2\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12580	['CNOT3,', 'NOT3;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K10643	CNOT4 NOT4 MOT2; CCR4-NOT transcription complex subunit 4 	2.3.2.27
Folding_sorting_degradation	03018	RNA  degradation  	K12581	['CNOT7_8,', 'CAF1,', 'POP2;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '7/8\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12606	['RCD1,', 'CNOT9,', 'CAF40;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '9\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12607	['CNOT10;', 'CCR4-NOT', 'transcription', 'complex', 'subunit', '10\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12608	['CAF16;', 'CCR4-NOT', 'complex', 'subunit', 'CAF16\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12609	['CAF120;', 'CCR4-NOT', 'transcriptional', 'complex', 'subunit', 'CAF120\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K14442	DHX36 RHAU; ATP-dependent RNA helicase DHX36 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K01148	PARN PNLDC1; poly(A)-specific ribonuclease 	3.1.13.4
Folding_sorting_degradation	03018	RNA  degradation  	K14443	['TOB;', 'protein', 'Tob/BTG\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K13126	['PABPC;', 'polyadenylate-binding', 'protein\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12571	PAN2; PAB-dependent poly(A)-specific ribonuclease subunit 2 	3.1.13.4
Folding_sorting_degradation	03018	RNA  degradation  	K12572	['PAN3;', 'PAB-dependent', 'poly(A)-specific', 'ribonuclease', 'subunit', '3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12610	DCP1A; mRNA-decapping enzyme 1A 	3.-.-.-
Folding_sorting_degradation	03018	RNA  degradation  	K12611	DCP1B; mRNA-decapping enzyme 1B 	3.-.-.-
Folding_sorting_degradation	03018	RNA  degradation  	K12612	['DCP1;', 'mRNA-decapping', 'enzyme', 'subunit', '1\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12613	DCP2; mRNA-decapping enzyme subunit 2 	3.6.1.62
Folding_sorting_degradation	03018	RNA  degradation  	K12614	DDX6 RCK DHH1; ATP-dependent RNA helicase DDX6/DHH1 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K12615	['EDC3;', 'enhancer', 'of', 'mRNA-decapping', 'protein', '3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12616	['EDC4;', 'enhancer', 'of', 'mRNA-decapping', 'protein', '4\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12617	['PATL1,', 'PAT1;', 'DNA', 'topoisomerase', '2-associated', 'protein', 'PAT1\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12618	"XRN1 SEP1 KEM1; ""5-3"" exoribonuclease 1 "	3.1.13.-
Folding_sorting_degradation	03018	RNA  degradation  	K12619	"XRN2 RAT1; ""5-3"" exoribonuclease 2 "	3.1.13.-
Folding_sorting_degradation	03018	RNA  degradation  	K16855	NUDT16; U8 snoRNA-decapping enzyme 	3.6.1.62,3.6.1.62
Folding_sorting_degradation	03018	RNA  degradation  	K12620	['LSM1;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm1\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12621	['LSM2;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm2\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12622	['LSM3;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm3\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12623	['LSM4;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm4\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12624	['LSM5;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm5\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12625	['LSM6;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm6\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12626	['LSM7;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm7\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K12627	['LSM8;', 'U6', 'snRNA-associated', 'Sm-like', 'protein', 'LSm8\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K08311	nudH; putative (di)nucleoside polyphosphate hydrolase 	3.6.1.-
Folding_sorting_degradation	03018	RNA  degradation  	K08300	rne; ribonuclease E 	3.1.26.12
Folding_sorting_degradation	03018	RNA  degradation  	K03732	rhlB; ATP-dependent RNA helicase RhlB 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K01689	ENO eno; enolase 	4.2.1.11
Folding_sorting_degradation	03018	RNA  degradation  	K00962	pnp PNPT1; polyribonucleotide nucleotidyltransferase 	2.7.7.8
Folding_sorting_degradation	03018	RNA  degradation  	K11927	rhlE; ATP-dependent RNA helicase RhlE 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K12573	rnr vacB; ribonuclease R 	3.1.13.1
Folding_sorting_degradation	03018	RNA  degradation  	K05592	deaD cshA; ATP-dependent RNA helicase DeaD 	3.6.4.13
Folding_sorting_degradation	03018	RNA  degradation  	K03654	recQ; ATP-dependent DNA helicase RecQ 	5.6.2.4
Folding_sorting_degradation	03018	RNA  degradation  	K03628	['rho;', 'transcription', 'termination', 'factor', 'Rho\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K18682	rny; ribonucrease Y 	3.1.-.-
Folding_sorting_degradation	03018	RNA  degradation  	K12574	rnj; ribonuclease J 	3.1.-.-
Folding_sorting_degradation	03018	RNA  degradation  	K00850	pfkA PFK; 6-phosphofructokinase 1 	2.7.1.11
Folding_sorting_degradation	03018	RNA  degradation  	K04043	['dnaK,', 'HSPA9;', 'molecular', 'chaperone', 'DnaK\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K04077	groEL HSPD1; chaperonin GroEL 	5.6.1.7
Folding_sorting_degradation	03018	RNA  degradation  	K03666	['hfq;', 'host', 'factor-I', 'protein\n']	-
Folding_sorting_degradation	03018	RNA  degradation  	K00937	ppk1; polyphosphate kinase 	2.7.4.1
Folding_sorting_degradation	03018	RNA  degradation  	K22468	ppk2; polyphosphate kinase 	2.7.4.34
Folding_sorting_degradation	03018	RNA  degradation  	K00970	pcnB; poly(A) polymerase 	2.7.7.19
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03147	thiC; phosphomethylpyrimidine synthase 	4.1.99.17
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00877	THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase 	2.7.1.49,2.7.4.7,2.7.4.7
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase 	2.7.1.49,2.7.1.49
cofactors_and_vitamins	00730	Thiamine  metabolism  	K14153	thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase 	2.7.1.49,2.7.4.7,2.7.4.7
cofactors_and_vitamins	00730	Thiamine  metabolism  	K21219	thiDN; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase 	2.7.1.49,2.7.4.7,2.7.4.7
cofactors_and_vitamins	00730	Thiamine  metabolism  	K18278	['THI5;', 'pyrimidine', 'precursor', 'biosynthesis', 'enzyme\n']	-
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03148	thiF; sulfur carrier protein ThiS adenylyltransferase 	2.7.7.73
cofactors_and_vitamins	00730	Thiamine  metabolism  	K04487	iscS NFS1; cysteine desulfurase 	2.8.1.7
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03151	thiI; tRNA uracil 4-sulfurtransferase 	2.8.1.4
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03150	thiH; 2-iminoacetate synthase 	4.1.99.19
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03153	thiO; glycine oxidase 	1.4.3.19
cofactors_and_vitamins	00730	Thiamine  metabolism  	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase 	2.2.1.7
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03149	thiG; thiazole synthase 	2.8.1.10
cofactors_and_vitamins	00730	Thiamine  metabolism  	K10810	tenI; thiazole tautomerase (transcriptional regulator TenI) 	5.3.99.10
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03146	THI4 THI1; cysteine-dependent adenosine diphosphate thiazole synthase 	2.4.2.60
cofactors_and_vitamins	00730	Thiamine  metabolism  	K22699	thi4; sulfide-dependent adenosine diphosphate thiazole synthase 	2.4.2.59
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00878	thiM; hydroxyethylthiazole kinase 	2.7.1.50
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00788	thiE; thiamine-phosphate pyrophosphorylase 	2.5.1.3
cofactors_and_vitamins	00730	Thiamine  metabolism  	K21220	thiN; thiamine-phosphate diphosphorylase 	2.5.1.3
cofactors_and_vitamins	00730	Thiamine  metabolism  	K14154	THI6; thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase 	2.5.1.3,2.5.1.3
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00946	thiL; thiamine-monophosphate kinase 	2.7.4.16
cofactors_and_vitamins	00730	Thiamine  metabolism  	K06928	NTPCR; nucleoside-triphosphatase 	3.6.1.15
cofactors_and_vitamins	00730	Thiamine  metabolism  	K06949	rsgA engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase 	3.6.1.-,3.6.1.-
cofactors_and_vitamins	00730	Thiamine  metabolism  	K22911	TH2; thiamine phosphate phosphatase / amino-HMP aminohydrolase 	3.1.3.100,3.1.3.100
cofactors_and_vitamins	00730	Thiamine  metabolism  	K01077	E3.1.3.1 phoA phoB; alkaline phosphatase 	3.1.3.1
cofactors_and_vitamins	00730	Thiamine  metabolism  	K01078	PHO; acid phosphatase 	3.1.3.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K23458	PHO5_11_12; repressible acid phosphatase 	3.1.3.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K14394	ACP1; low molecular weight phosphotyrosine protein phosphatase 	3.1.3.2,3.1.3.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K07251	thiK; thiamine kinase 	2.7.1.89
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00949	thiN TPK1 THI80; thiamine pyrophosphokinase 	2.7.6.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K00939	adk AK; adenylate kinase 	2.7.4.3
cofactors_and_vitamins	00730	Thiamine  metabolism  	K05307	THTPA; thiamine-triphosphatase 	3.6.1.28
cofactors_and_vitamins	00730	Thiamine  metabolism  	K10811	E2.5.1.2; thiamine pyridinylase 	2.5.1.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K03707	tenA; thiaminase (transcriptional activator TenA) 	3.5.99.2
cofactors_and_vitamins	00730	Thiamine  metabolism  	K20895	ylmB; formylaminopyrimidine deformylase 	3.5.1.-
cofactors_and_vitamins	00730	Thiamine  metabolism  	K20896	TENA_E; formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase 	3.5.1.-,3.5.1.-
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K01497	ribA RIB1; GTP cyclohydrolase II 	3.5.4.25
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14652	ribBA; 34-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II 	4.1.99.12,4.1.99.12
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K08096	gch3; GTP cyclohydrolase IIa 	3.5.4.29
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14653	"arfB; 2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one ""5-monophosphate"" deformylase "	3.5.1.102
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K01498	ribD1; diaminohydroxyphosphoribosylaminopyrimidine deaminase 	3.5.4.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase 	1.1.1.193
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase 	3.5.4.26,3.5.4.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14654	"RIB7 arfC; 25-diamino-6-(ribosylamino)-4(3H)-pyrimidinone ""5-phosphate"" reductase "	1.1.1.302
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14655	RIB2 PUS8; tRNA pseudouridine32 synthase / 25-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase 	5.4.99.28
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K22912	PYRP2; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.104
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K20860	FHY1; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.102,3.1.3.102
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K20861	ybjI; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.102,3.1.3.102
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.102,3.1.3.102
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K21063	K21063; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.104
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K21064	ycsE yitU ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase 	3.1.3.104
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K02858	ribB RIB3; 34-dihydroxy 2-butanone 4-phosphate synthase 	4.1.99.12
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00794	ribH RIB4; 67-dimethyl-8-ribityllumazine synthase 	2.5.1.78
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00793	ribE RIB5; riboflavin synthase 	2.5.1.9
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00861	RFK FMN1; riboflavin kinase 	2.7.1.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K20884	FHY; riboflavin kinase / FMN hydrolase 	2.7.1.26,2.7.1.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K11753	ribF; riboflavin kinase / FMN adenylyltransferase 	2.7.1.26,2.7.1.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K07732	rfk; riboflavin kinase archaea type 	2.7.1.161
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K01078	PHO; acid phosphatase 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K23458	PHO5_11_12; repressible acid phosphatase 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K01093	appA; 4-phytase / acid phosphatase 	3.1.3.26,3.1.3.26
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K03788	aphA; acid phosphatase (class B) 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K09474	phoN; acid phosphatase (class A) 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14379	ACP5; tartrate-resistant acid phosphatase type 5 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14394	ACP1; low molecular weight phosphotyrosine protein phosphatase 	3.1.3.2,3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14410	ACP2; lysosomal acid phosphatase 	3.1.3.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00953	FLAD1; FAD synthetase 	2.7.7.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K22949	RIBF; FAD synthetase 	2.7.7.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K14656	ribL; FAD synthetase 	2.7.7.2
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K01513	ENPP1_3 CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 	3.1.4.1,3.1.4.1
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K18453	NUDT23; ADP-ribose/FAD diphosphatase 	3.6.1.13,3.6.1.13
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K05901	BLVRB; biliverdin reductase / flavin reductase 	1.3.1.24,1.3.1.24
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K00484	hpaC; flavin reductase (NADH) 	1.5.1.36
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K22393	nfr1; flavin reductase (NADH) subunit 1 	1.5.1.36
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K22394	nfr2; flavin reductase (NADH) subunit 2 	1.5.1.36
cofactors_and_vitamins	00740	Riboflavin  metabolism  	K23470	C1-hpah; 4-hydroxyphenylacetate 3-hydroxylase reductase component 	1.5.1.36
